SuperWEB2(tm)

"Labour Force - Census 1996-2011"
"South Africa by 2011 Electoral Wards by Employment status (official)"
"Counting: Person weighted"

Filters:
"Default Summation","Person weighted"

"Employment status (official)","Employed","Unemployed","Discouraged work-seeker","Not economically active","Unspecified","Not applicable","Total",
"South Africa by 2011 Electoral Wards",
"83202027: Ward 27",8728.400081,4711.032981,1053.99416,11677.713261,6.6558,16596.747156,42774.543439,
"83202028: Ward 28",8552.910156,5930.309897,331.90931,10692.333439,18.8581,15824.557721,41350.878623,
"83202029: Ward 29",9124.778335,5398.364838,909.65527,11676.690167,41.0441,16849.176522,43999.709232,
"83202030: Ward 30",10265.863775,703.574682,31.68582,5053.557042,13.3116,7252.080105,23320.073024,
"83202031: Ward 31",6662.774526,4504.81233,401.71055,10228.893902,13.3116,14169.765293,35981.268201,
"83202032: Ward 32",9712.26369,4652.113335,560.69544,8859.854246,21.0767,13131.575143,36937.578554,
"83202033: Ward 33",9718.989289,4935.355959,285.13808,8837.530579,7.7651,12243.425091,36028.204098,
"83202034: Ward 34",4746.218708,4381.396359,828.93624,9945.090753,23.2953,13748.842823,33673.780183,
"83202035: Ward 35",6854.260506,4058.420155,666.07665,9518.697889,29.9511,12438.789786,33566.196086,
"83202036: Ward 36",6919.577481,3964.502919,595.99692,9797.455923,65.4487,14420.887732,35763.869675,
"83202037: Ward 37",5992.875931,4718.145491,772.34252,9690.842426,23.2953,14098.254922,35295.75659,
"83202038: Ward 38",23588.890882,4873.412924,1048.44444,12353.435466,77.651,20446.356671,62388.191383,
"83202039: Ward 39",6845.328909,3630.91309,615.68585,9222.837195,12.2023,12483.758941,32810.726285,
"83203001: Ward 1",6319.900847,1325.325829,61.99844,3079.718495,19.9674,4718.020002,15524.931013,
"83203002: Ward 2",13144.274066,1806.576206,189.67708,4919.559064,16.6395,7783.179404,27859.90532,
"83203003: Ward 3",6636.085582,3209.649582,547.73666,8066.632797,18.81578,9623.210469,28102.13087,
"83203004: Ward 4",3788.027319,1948.604941,229.56475,2968.521881,0,5175.537056,14110.255947,
"83203005: Ward 5",3967.364101,2296.235436,211.3089,3773.949419,37.7162,5157.037188,15443.611244,
"83203006: Ward 6",4969.082188,2941.812633,163.22733,4991.561915,34.3883,6258.419828,19358.492194,
"83203007: Ward 7",3047.541858,2018.295084,66.96281,2509.609536,14.4209,3068.677654,10725.507842,
"83203008: Ward 8",7503.009433,1829.189168,158.70915,4884.488985,2.2186,5617.477959,19995.093295,
"83203009: Ward 9",6598.559728,1392.290074,82.01893,4394.844688,16.64571,5842.942312,18327.301442,
"83204001: Ward 1",6129.005953,4736.824821,569.66642,11967.627337,41.0441,17612.001746,41056.170377,
"83204002: Ward 2",5831.446691,3967.448983,797.27575,12810.883319,23.2953,20552.462619,43982.812662,
"83204003: Ward 3",5408.942729,3170.314573,791.73029,9343.780665,19.9674,14426.175928,33160.911585,
"83204004: Ward 4",3898.842336,2618.644211,249.47793,6499.245085,2.2186,9403.425651,22671.853813,
"83204005: Ward 5",4791.560522,3524.802807,583.08991,11976.585657,29.9511,17454.968006,38360.958002,
"83204006: Ward 6",17242.991789,2250.443921,617.50997,8901.177779,46.5906,14876.594831,43935.30889,
"83204007: Ward 7",23779.916045,2323.711293,233.06735,9058.763049,61.0115,15467.17082,50923.640057,
"83204008: Ward 8",3660.717297,4274.750412,561.66061,11617.530898,123.1323,16199.267692,36437.059209,
"83204009: Ward 9",4109.028671,3539.16446,458.72704,8898.0149,75.4324,12242.884071,29323.251542,
"83204010: Ward 10",3453.794867,3325.436032,856.95233,9292.933999,7.7651,13708.338568,30645.220896,
"83204011: Ward 11",4705.930869,4090.272136,726.4547,11641.754093,104.2742,17146.411498,38415.097496,
"83204012: Ward 12",1743.062683,2165.228805,573.35889,10290.020697,39.9348,13021.019205,27832.62508,
"83204013: Ward 13",1192.945059,2105.122347,231.63859,11642.429087,63.2301,13497.08568,28732.450863,
"83204014: Ward 14",2759.736833,3858.654177,636.70988,9173.002297,58.7929,13596.241356,30083.137443,
"83204015: Ward 15",1935.536781,2217.852763,558.72886,12414.786232,13.3116,16314.685352,33454.901588,
"83204016: Ward 16",2477.092642,3030.300885,700.75498,9650.970304,6.6558,13367.646342,29233.420953,
"83204017: Ward 17",2190.712587,2823.690376,439.14304,7030.589595,67.6673,9701.88527,22253.688168,
"83204018: Ward 18",2199.482699,2807.673069,365.30066,9725.15712,3.3279,12656.172458,27757.113906,
"83204019: Ward 19",2758.501615,3267.876385,514.13435,7705.855332,3.3279,11056.742071,25306.437653,
"83204020: Ward 20",5089.82119,3822.274381,548.56392,9585.175575,2.2186,14251.230326,33299.283992,
"83204021: Ward 21",3816.813429,3269.57995,939.54781,5261.299401,0,9789.209111,23076.449701,
"83204022: Ward 22",5769.099415,3357.213488,441.13488,9006.212535,53.2464,13069.293055,31696.199773,
"83204023: Ward 23",2320.911524,2453.932847,834.69072,7697.831016,0,10692.059646,23999.425753,
"83204024: Ward 24",3782.089871,2192.811603,725.62855,7392.389867,26.6232,11220.518641,25340.061732,
"83204025: Ward 25",2230.278275,2695.29671,383.82786,7625.034241,32.1697,9870.788358,22837.395144,
"83204026: Ward 26",3448.600818,3061.019931,161.92576,6205.340414,13.3116,9057.285388,21947.483911,
"83204027: Ward 27",3883.632419,2812.70853,412.35747,6519.701198,24.4046,9575.955012,23228.759229,
"83204028: Ward 28",2651.044066,2491.524234,449.57229,6167.848265,117.5858,8083.23295,19960.807605,
"83204029: Ward 29",8950.533188,2331.753683,453.32708,7503.313829,29.9511,11301.010815,30569.889695,
"83204030: Ward 30",17967.628363,2010.974021,260.83014,6749.721109,65.42823,10941.400368,37995.982231,
"83204031: Ward 31",2499.955072,2202.341049,194.45246,6137.949929,14.4209,8565.395155,19614.514565,
"83204032: Ward 32",2838.078848,2778.172998,784.53326,8898.796908,67.6673,11530.88577,26898.135084,
"83204033: Ward 33",4359.598791,3529.809711,595.47315,9250.971579,17.7488,13779.054537,31532.656568,
"83205001: Ward 1",7957.270565,5575.912327,855.65567,14045.68035,26.5785,20186.286629,48647.384041,
"83205002: Ward 2",3642.655941,4480.439275,774.84035,15202.782299,36.1492,18329.315411,42466.182476,
"83205003: Ward 3",4701.578897,4771.854611,820.29271,14972.834976,25.5482,19950.255036,45242.36443,
"83205004: Ward 4",3474.139192,3664.754461,500.28773,13438.975255,9.0264,14519.983107,35607.166145,
"83205005: Ward 5",2627.942152,4281.929947,326.24439,12175.28996,29.3518,15101.366491,34542.12474,
"83205006: Ward 6",4875.753622,7402.031366,771.8282,19468.707869,28.2235,23984.331156,56530.875713,
"83205007: Ward 7",5066.923662,5877.677433,510.00259,11858.898186,26.0599,15712.131115,39051.692886,
"83205008: Ward 8",6403.598676,6462.283923,379.16473,15053.162037,63.3448,19894.930335,48256.484501,
"83205009: Ward 9",8634.898153,7058.556519,624.16343,12209.732491,56.431,17351.287617,45935.06921,
"83205010: Ward 10",4327.685898,6624.359026,696.43615,17801.904767,91.8883,22969.817236,52512.091377,
"83205011: Ward 11",2982.960445,5220.977828,579.37052,11615.130133,1.1283,15672.81775,36072.384976,
"83205012: Ward 12",2139.546839,3404.212019,871.91784,12052.63801,55.829,15798.734177,34322.877885,
"83205013: Ward 13",2553.477516,5255.949953,972.69955,13737.862105,44.3077,16131.260663,38695.557487,
"83205014: Ward 14",2796.391742,5303.270684,1078.98289,15927.760191,120.0798,18787.849205,44014.334512,
"83205015: Ward 15",4138.410021,5471.138833,1096.12483,12838.535646,9.1384,16986.105807,40539.453537,
"83205016: Ward 16",2921.59387,5121.356138,994.2708,13063.14046,19.2291,16889.820278,39009.410646,
"83205017: Ward 17",5772.241098,6696.580495,942.15598,16771.579291,57.5753,20646.341867,50886.474031,
"83205018: Ward 18",5313.001717,6750.406095,759.82013,12156.94977,4.5132,17388.8154,42373.506312,
"83205019: Ward 19",3252.402712,4676.89938,812.46623,10042.762682,0,14408.726168,33193.257172,
"83205020: Ward 20",3692.311017,4533.019176,798.27454,14015.193388,7.8981,16460.664874,39507.361095,
"83205021: Ward 21",2729.786121,5196.612107,1235.99033,13418.995427,27.0792,18529.492585,41137.95577,
"83205022: Ward 22",3863.211656,5928.300528,892.02176,16239.663893,14.7319,20217.247933,47155.17767,
"83205023: Ward 23",3683.008825,3914.336306,700.45961,13274.905681,25.9509,19224.327124,40822.988446,
"83205024: Ward 24",2406.26216,3383.505049,1130.77534,11034.348342,2.2566,14941.32511,32898.472601,
"83205025: Ward 25",4460.65909,4731.735358,933.00846,15610.50567,73.5315,22876.491864,48685.931942,
"83205026: Ward 26",3369.952216,3163.728513,501.54461,14024.381091,25.9509,18996.551418,40082.108748,
"83205027: Ward 27",3240.362001,4602.659753,764.05985,15798.892171,18.0688,21710.745395,46134.78797,
"83205028: Ward 28",1633.653591,2709.644502,584.59857,9787.440817,6.8178,13302.204526,28024.359806,
"83205029: Ward 29",2149.986929,3888.479081,486.15236,11013.297618,9.0264,15352.718615,32899.661003,
"83205030: Ward 30",3357.779432,5943.499811,1152.65043,18296.407492,32.8167,23345.294525,52128.44839,
"83205031: Ward 31",7693.273984,7005.409001,748.68403,14371.473451,24.7026,22216.106461,52059.649527,
"83205032: Ward 32",3752.513656,6739.06632,1048.46924,18672.96046,20.3414,21818.904264,52052.25534,
"83205033: Ward 33",2865.042927,4259.09966,1276.68533,15877.852423,15.9402,21829.173619,46123.794159,
"83205034: Ward 34",7574.190186,5218.345387,824.44962,16733.402344,13.34666,22915.691303,53279.4255,
"83205035: Ward 35",2940.754586,3339.292013,1193.66867,17143.802061,25.0306,23194.988526,47837.536456,
"83205036: Ward 36",2769.904996,4849.898964,1113.58798,14894.237543,30.6081,20138.251433,43796.489016,
"83205037: Ward 37",3275.453465,4896.098735,673.88813,11178.468323,16.9405,14620.762953,34661.612106,
"93301001: Ward 1",1016.350209,2693.590322,327.59773,8040.059275,5.6415,10510.156398,22593.395434,
"93301002: Ward 2",601.212931,1022.382153,149.23641,5889.353738,0,6998.804883,14660.990115,
"93301003: Ward 3",1025.669717,1946.435724,482.23584,7224.704183,7.9141,9146.501951,19833.461515,
"93301004: Ward 4",2394.92905,2701.245951,257.18714,10173.758106,1.1283,13392.832018,28921.080565,
"93301005: Ward 5",1459.083899,3254.43632,244.85868,7833.4382,1.1283,10530.952097,23323.897496,
"93301006: Ward 6",1752.197192,2818.328375,333.47054,8120.142782,5.6735,10469.967658,23499.780047,
"93301007: Ward 7",4542.727706,4786.166607,211.62149,10272.221329,0,14756.958773,34569.695905,
"93301008: Ward 8",1317.494583,1698.235899,456.55767,7635.016022,13.5396,9537.061077,20657.904851,
"93301009: Ward 9",1511.271501,2184.5512,361.82303,5718.504221,0,8421.21419,18197.364142,
"93301010: Ward 10",2886.583148,3511.000757,510.05268,8990.166695,5.6575,12742.327535,28645.788315,
"93301011: Ward 11",7582.64716,1496.311014,192.40102,4475.126953,25.8859,8382.758744,22155.130791,
"93301012: Ward 12",6204.259184,4451.437186,583.07754,9056.356277,11.203,13449.321767,33755.654954,
"93301013: Ward 13",8140.393607,3336.866689,248.30477,8031.189119,1.1203,11393.821215,31151.6957,
"93301014: Ward 14",1871.937339,2401.912318,597.15847,7657.434996,0,10556.266726,23084.709849,
"93301015: Ward 15",782.614518,1394.29221,137.87973,7426.844196,1.1283,8709.351957,18452.110911,
"93301016: Ward 16",721.250839,2227.679065,386.40792,6411.913318,2.2726,9097.772013,18847.295755,
"93301017: Ward 17",1522.528009,2109.636126,157.96588,6399.989152,0,8158.231129,18348.350296,
"93301018: Ward 18",1970.663735,2173.678506,576.97494,8163.143871,4.5452,12167.503854,25056.510106,
"93301019: Ward 19",1599.421611,2331.813975,577.81393,10786.372086,29.3518,13946.555208,29271.32861,
"93301020: Ward 20",1325.641065,2385.174523,387.11226,7379.020933,2.2566,10398.623052,21877.828433,
"93301021: Ward 21",4102.408499,2573.566268,275.47599,6720.221195,2.2566,9874.485601,23548.414153,
"93301022: Ward 22",1050.345132,2986.233005,290.09282,6614.236858,0,10071.826796,21012.734611,
"93301023: Ward 23",1029.878269,2288.235297,381.81344,7126.545991,3.3849,9963.439046,20793.296943,
"93301024: Ward 24",1605.682659,2241.438964,529.65297,8480.628209,5.6415,11623.975643,24487.019945,
"93301025: Ward 25",1889.615053,3351.738597,192.2575,9855.661436,2.2886,13956.443173,29248.004359,
"93301026: Ward 26",1238.838866,1736.821477,409.26981,6973.970898,0,9027.693846,19386.594897,
"93301027: Ward 27",1336.751104,2260.847693,567.22883,7680.329101,3.4009,10909.44236,22757.999988,
"93301028: Ward 28",1847.820819,2294.005929,310.18383,7989.703674,0,10197.42691,22639.141162,
"93301029: Ward 29",1270.939794,2407.302518,562.90208,9339.688263,14.7959,12434.48329,26030.111845,
"93301030: Ward 30",954.597038,2147.663394,146.91695,5639.938711,5.6575,7999.566682,16894.340275,
"93302001: Ward 1",2069.384959,2500.491252,277.75296,6891.284646,2.2886,8845.650842,20586.853259,
"93302002: Ward 2",2071.383594,2087.319408,46.28638,6164.596855,2.2566,7433.475587,17805.318424,
"93302003: Ward 3",3766.168992,2192.469629,59.8331,4601.097087,2.3276,6642.602764,17264.499172,
"93302004: Ward 4",4059.083989,2865.880374,117.20951,5267.692408,1.1203,7168.242583,19479.229164,
"93302005: Ward 5",2238.826773,2399.950035,358.03349,5848.135827,2.2566,7835.465368,18682.668093,
"93302006: Ward 6",2556.839766,2665.938608,280.50995,7722.519681,20.4694,9790.611762,23036.889167,
"93302007: Ward 7",1740.176649,1711.046776,118.78445,7700.825904,6.7698,9223.621215,20501.224794,
"93302008: Ward 8",3152.232909,2261.495057,281.56616,6628.041998,13.6516,7669.883841,20006.871565,
"93302009: Ward 9",2093.883618,1974.341556,201.59966,8877.032853,20.3472,12152.293775,25319.498662,
"93302010: Ward 10",2089.360911,2204.281921,243.54678,9508.756795,10.1707,12449.71851,26505.835617,
"93302011: Ward 11",1284.24891,2477.843074,180.6355,8727.474845,9.0424,10977.162664,23656.407393,
"93302012: Ward 12",1402.501419,1625.635127,488.73391,8844.04004,64.4251,10707.961927,23133.297523,
"93302013: Ward 13",1185.338338,1496.440112,284.92213,8429.187294,12.5233,10242.247538,21650.658712,
"93302014: Ward 14",5066.98321,981.174025,531.00023,5125.24037,13.0057,6923.163814,18640.567349,
"93302015: Ward 15",1186.694912,2629.248631,273.16305,8670.637958,18.0688,11073.316315,23851.129666,
"93302016: Ward 16",858.293619,1672.797609,194.41689,9010.251115,14.6839,10109.797988,21860.241121,
"93302017: Ward 17",916.338654,2284.784602,119.63395,9010.091285,15.7962,11209.148899,23555.79359,
"93302018: Ward 18",1015.0102,2159.97934,351.63996,6250.079436,37.2339,8867.591587,18681.534423,
"93302019: Ward 19",1587.526193,2123.817438,427.75669,9603.627574,35.0573,12165.119988,25942.905183,
"93302020: Ward 20",1896.322404,2061.629084,142.73693,8185.791462,11.283,10808.456667,23106.219547,
"93302021: Ward 21",1363.126087,2172.710612,403.9798,9691.737344,66.7297,11610.200403,25308.483946,
"93302022: Ward 22",2005.935663,1816.483921,292.02732,9320.638944,1.1443,12080.280507,25516.510655,
"93302023: Ward 23",1225.930786,1911.001595,577.99389,7625.211319,1.1283,10093.899889,21435.165779,
"93302024: Ward 24",777.455937,960.130681,382.09004,4928.08408,2.2566,6472.023433,13522.040771,
"93302025: Ward 25",1085.799342,1357.72274,330.17264,7585.568602,5.6575,9432.233253,19797.154077,
"93302026: Ward 26",899.422124,1401.720344,310.08519,9356.692199,22.566,11054.80732,23045.293177,
"93302027: Ward 27",812.485419,1330.059392,370.70769,6848.804123,4.5132,7994.411226,17360.98105,
"93302028: Ward 28",789.999004,1772.874005,59.60128,7464.256014,1.1283,8655.89138,18743.749983,
"93302029: Ward 29",22457.175127,1618.245776,193.33947,4093.440754,16.2345,8735.454072,37113.889699,
"93303001: Ward 1",2231.119881,3554.681357,374.57786,12835.979399,10.1707,15114.756414,34121.285611,
"93303002: Ward 2",1272.263588,2225.067974,580.63803,10828.764552,31.5924,12815.333337,27753.659881,
"93303003: Ward 3",1945.978915,3020.537159,861.87845,13328.129037,23.7103,16134.750003,35314.983864,
"93303004: Ward 4",2159.695026,3504.800782,577.6155,12169.529217,26.0789,15652.748764,34090.468189,
"93303005: Ward 5",4243.107174,3544.220863,574.55309,10131.993761,0,14402.145151,32896.020039,
"93303006: Ward 6",2395.6716,3991.611221,364.5415,10833.961261,31.8164,14007.49844,31625.100422,
"93303007: Ward 7",1892.327954,3078.870847,414.708,10913.479116,11.283,12961.515345,29272.184262,
"93303008: Ward 8",2333.450649,3243.067909,259.08262,9851.901316,4.5292,12227.621547,27919.653241,
"93303009: Ward 9",4489.31453,7274.246756,249.74706,17639.776089,10.2187,21913.399461,51576.702596,
"93303010: Ward 10",1774.500325,2361.576283,399.69658,5794.977732,0,7237.436109,17568.187029,
"93303011: Ward 11",1737.82313,2962.659491,222.22001,7342.708567,9.1064,9951.909734,22226.427332,
"93303012: Ward 12",3252.157615,3035.33869,407.09716,9017.916689,3.3849,11074.3461,26790.241154,
"93303013: Ward 13",10260.163459,3128.427048,192.90855,9005.297763,61.5487,11965.354845,34613.700365,
"93303014: Ward 14",23045.711987,1066.528964,53.35525,4247.432249,19.5883,8128.208633,36560.825383,
"93303015: Ward 15",7830.065416,622.767055,42.25865,3219.054331,9.0326,3409.447333,15132.625385,
"93303016: Ward 16",27472.939759,3337.543887,377.91991,9996.634786,83.7512,17278.131642,58546.921184,
"93303017: Ward 17",8462.002629,4159.167441,526.65544,9423.224627,15.6798,12059.868116,34646.598053,
"93303018: Ward 18",5012.748435,4245.640669,571.51672,10435.79995,1.1283,13768.937797,34035.771871,
"93303019: Ward 19",7143.553893,2598.749813,203.31688,6656.247628,25.4296,8991.993536,25619.29135,
"93303020: Ward 20",5003.899164,4923.317447,585.27835,9310.416738,2.2566,11927.842198,31753.010497,
"93303021: Ward 21",8633.954468,3870.583761,261.15699,7004.59982,51.0071,11277.938534,31099.240673,
"93303022: Ward 22",3430.474012,3529.451099,234.35644,8343.829909,18.0528,10948.729586,26504.893846,
"93303023: Ward 23",9949.954525,2472.899567,452.58713,6615.422649,13.9859,14720.010738,34224.860509,
"93303024: Ward 24",4316.686931,4463.577739,548.75885,10350.526823,2.2566,12928.064445,32609.871388,
"93303025: Ward 25",5236.923825,3856.39795,561.42759,9889.326692,15.8282,13431.663462,32991.567719,
"93303026: Ward 26",3473.133162,3840.400854,122.48103,9237.88119,4.5132,12667.871271,29346.280707,
"93303027: Ward 27",2931.944515,3255.500705,580.44158,11501.779183,39.6665,13753.486194,32062.818677,
"93303028: Ward 28",3187.957949,4396.90158,438.17521,11103.627974,23.7263,13895.758539,33046.147552,
"93303029: Ward 29",5330.065661,5250.240489,583.5253,11885.873929,60.9762,15430.176424,38540.858003,
"93303030: Ward 30",3322.370419,3397.886727,250.81152,7394.221609,37.5219,9020.798645,23423.61082,
"93303031: Ward 31",7372.993441,4065.551379,369.39808,8794.683402,13.6416,11142.026113,31758.294015,
"93303032: Ward 32",4634.710014,4400.502139,330.52994,12564.84541,68.8743,14970.640186,36970.101989,
"93303033: Ward 33",4837.42395,5994.328373,469.1283,16412.545777,131.0108,21182.152646,49026.589846,
