SuperWEB2(tm)

"Labour Force - Census 1996-2011"
"South Africa by 2011 Electoral Wards by Employment status (official)"
"Counting: Person weighted"

Filters:
"Default Summation","Person weighted"

"Employment status (official)","Employed","Unemployed","Discouraged work-seeker","Not economically active","Unspecified","Not applicable","Total",
"South Africa by 2011 Electoral Wards",
"52206002: Ward 2",2440.325101,3932.698091,459.47104,9880.089235,22.784,11763.783765,28499.151232,
"52206003: Ward 3",4831.675272,2029.530182,658.96495,4137.946461,1.1681,5839.790859,17499.075824,
"52206004: Ward 4",14257.11854,1415.268084,260.52336,5678.55976,262.8793,8061.051395,29935.400439,
"52206005: Ward 5",792.493646,2450.322568,570.67409,5885.401547,0,7777.022296,17475.914147,
"52206006: Ward 6",8128.835473,1971.692938,223.09624,7413.526728,82.7071,9233.712511,27053.57099,
"52206007: Ward 7",1144.239851,2072.086706,439.78687,9221.948643,64.9323,10911.910702,23854.905072,
"52207001: Ward 1",6638.534536,1353.062809,285.47973,4224.696256,19.5687,5927.456722,18448.798753,
"52207002: Ward 2",5007.718193,5225.049143,594.56409,10799.785978,75.183,13687.249722,35389.550126,
"52207003: Ward 3",7301.07703,5315.497969,867.05767,11212.288379,54.7599,13926.886759,38677.567707,
"52207004: Ward 4",7947.483527,438.732815,61.35861,2307.644517,3.5309,4913.197155,15671.947524,
"52207005: Ward 5",2322.769147,2954.370219,670.74692,12988.33336,75.26409,15229.51492,34240.998656,
"52207006: Ward 6",4862.658199,2727.13307,711.8603,8088.155861,29.95782,11342.46075,27762.226,
"52207007: Ward 7",2632.193389,3058.876645,822.80806,5837.053694,0,8572.386625,20923.318413,
"52302001: Ward 1",4773.377688,3908.531323,553.33082,6575.076781,44.4803,8912.043482,24766.840394,
"52302002: Ward 2",5596.501254,2919.438551,121.72674,5557.402954,19.5976,7622.76931,21837.436409,
"52302003: Ward 3",5918.72599,5305.700036,449.68213,5785.94583,24.1544,9617.718846,27101.927232,
"52302004: Ward 4",3425.264525,3362.319042,127.61643,6406.40053,22.9842,8618.639539,21963.224266,
"52302005: Ward 5",3882.794103,4057.739347,357.42259,6874.092024,6.8331,8800.512551,23979.393715,
"52302006: Ward 6",7675.120872,3792.263736,497.23721,5341.543775,9.1693,8568.168166,25883.503059,
"52302007: Ward 7",2466.210804,3393.418821,361.81933,6787.167337,30.7416,9815.394721,22854.752613,
"52302008: Ward 8",5011.393737,2592.213676,352.42619,4736.988249,15.0408,6921.512806,19629.575458,
"52302009: Ward 9",5974.760661,4170.68968,226.88243,5604.818837,118.656,8239.613622,24335.42123,
"52302010: Ward 10",5736.706449,3167.464183,262.33577,5007.079642,82.2494,6636.714673,20892.550117,
"52302011: Ward 11",7765.878118,771.245678,76.77532,6396.226032,15.2848,6755.504387,21780.914335,
"52302012: Ward 12",7600.13918,644.598923,27.27907,3908.766356,47.5732,4819.156596,17047.513325,
"52302013: Ward 13",2444.523339,1901.026862,1290.92639,6518.085603,139.2546,9087.390257,21381.207051,
"52302014: Ward 14",5050.207496,5851.170025,1001.08405,15115.075762,22.8024,18577.545427,45617.88516,
"52302015: Ward 15",3290.107023,3060.948158,498.27928,6618.331954,7.9723,8331.782339,21807.421054,
"52302016: Ward 16",2913.811383,3425.639044,357.51384,6334.43354,12.5291,8790.896798,21834.823705,
"52302017: Ward 17",2116.200763,2997.5193,275.08567,7817.205498,6.8352,9577.393533,22790.239964,
"52302018: Ward 18",3393.812819,3406.379632,325.91113,7021.438904,14.8033,9290.470841,23452.816626,
"52302019: Ward 19",2016.897098,3691.898737,260.0456,8850.285388,19.3664,10719.061881,25557.555104,
"52302020: Ward 20",6179.652365,2912.574569,225.43037,5284.381007,36.57,7922.425424,22561.033735,
"52302021: Ward 21",5036.021628,3253.160523,282.38013,5107.076464,92.5113,7098.077105,20869.22715,
"52302022: Ward 22",10836.172861,1821.04016,93.68862,5296.715021,43.1297,7898.61976,25989.366122,
"52302023: Ward 23",1068.361829,2326.351255,550.96128,5611.98153,0,7999.87351,17557.529404,
"52302024: Ward 24",3225.739711,2367.859684,520.10571,8389.271967,13.7282,11111.181293,25627.886565,
"52302025: Ward 25",6480.943397,3222.850726,356.07587,8162.935762,178.0933,9797.337098,28198.236153,
"52302026: Ward 26",2842.200038,2109.806185,275.77615,5420.082069,291.1534,6164.953198,17103.97104,
"52302027: Ward 27",4966.052717,4543.535978,683.08963,7197.491676,22.9285,11574.539603,28987.638104,
"52303001: Ward 1",946.509231,2960.231612,939.18198,10801.864395,19.3664,14449.710958,30116.864576,
"52303002: Ward 2",1520.271641,4511.124462,490.57484,12592.049046,45.5302,16938.793513,36098.343702,
"52303003: Ward 3",1119.663426,3577.792748,293.32706,13842.613843,66.0337,16118.650291,35018.081068,
"52303004: Ward 4",1036.005286,2732.546774,521.16156,11594.266029,44.4183,15180.029359,31108.427308,
"52303005: Ward 5",1888.705416,4199.035307,410.90344,10507.219879,64.1709,13314.129263,30384.164205,
"52303006: Ward 6",869.26685,2372.663011,455.71792,11044.745896,34.1739,14091.09517,28867.662747,
"52303007: Ward 7",477.17505,1946.989661,976.77638,10586.740243,79.7419,14643.795047,28711.218281,
"52303008: Ward 8",843.832893,2716.949046,1331.4318,12936.640162,39.8636,18209.60478,36078.322281,
"52303009: Ward 9",1046.552844,2767.633046,1422.70588,10616.830072,95.6634,15966.95966,31916.344902,
"52303010: Ward 10",758.748605,3700.087668,845.99143,8498.855039,0,13135.299549,26938.982291,
"52304001: Ward 1",3580.170335,4417.96017,674.47428,6201.819134,6.893,8394.802805,23276.119724,
"52304002: Ward 2",2831.211612,2984.817036,858.93973,5822.896138,12.6179,8207.971196,20718.453612,
"52304003: Ward 3",8298.874764,2962.372756,437.75223,6513.953064,52.5678,9263.466623,27528.987237,
"52304004: Ward 4",7180.036869,1431.280192,129.08529,6673.342104,56.12085,6784.977503,22254.842808,
"52304005: Ward 5",1589.63137,2523.560487,1844.09088,5013.571935,2.2784,8479.008084,19452.141156,
"52304006: Ward 6",2769.96838,3054.479807,356.59153,4251.117876,10.4727,6524.896933,16967.527226,
"52304007: Ward 7",1071.926118,2523.206434,1408.4545,6309.800652,3.4176,9614.451767,20931.257071,
"52304008: Ward 8",2278.566969,2925.331422,841.11101,7388.376833,8.1189,9713.62122,23155.126354,
"52304009: Ward 9",2994.709878,3086.330083,610.53368,3527.914199,3.49065,5625.958988,15848.937478,
"52305001: Ward 1",5669.290268,2013.45117,618.36553,4756.201753,9.2847,8192.960646,21259.554067,
"52305002: Ward 2",1404.193711,2621.580014,843.4729,10738.565403,30.7521,14247.038126,29885.602254,
"52305003: Ward 3",1345.61364,2430.746806,897.69757,10192.477812,120.7069,12774.835383,27762.078111,
"52305004: Ward 4",931.289489,3051.222481,831.60536,7408.622613,7.9702,10925.019984,23155.730127,
"52305005: Ward 5",1027.926305,4929.444044,857.42915,11066.872916,3.4155,16502.574845,34387.66276,
"52305006: Ward 6",2291.827673,3897.538017,713.87344,8967.969263,205.0476,12313.559247,28389.81524,
"52305007: Ward 7",1386.005514,4141.116166,554.643,8037.70865,143.5056,11731.809087,25994.788017,
"52305008: Ward 8",1139.25089,2849.336764,508.81461,9514.024945,12.5312,12049.385417,26073.343826,
"52305009: Ward 9",1356.098573,3974.282267,571.13918,10299.11423,125.312,13628.398924,29954.345174,
"52305010: Ward 10",2956.799292,2590.025024,789.62051,6307.406208,80.89642,8865.640529,21590.387983,
"52305011: Ward 11",3421.592772,3638.500497,538.42976,10432.692607,4.5568,13635.191441,31670.963877,
"52305012: Ward 12",5334.058979,2526.184447,853.72754,10108.336082,18.2808,13263.919921,32104.507769,
"52305013: Ward 13",2664.994446,2687.157344,505.14365,9810.543247,94.5804,12210.606523,27973.02561,
"52305014: Ward 14",4754.453337,2027.56117,625.06037,8988.971547,49.5676,12686.88825,29132.502274,
"52306001: Ward 1",2305.340095,3882.467974,254.19405,9820.253131,4.5568,12024.530949,28291.342999,
"52306002: Ward 2",1487.884922,3525.241643,487.65979,10468.815247,27.3408,12165.249191,28162.191593,
"52306003: Ward 3",1924.026717,3770.811665,260.26842,8157.089816,14.8096,10555.717267,24682.723485,
"52306004: Ward 4",2784.255373,5290.278906,267.28059,10243.219919,17.088,12693.453812,31295.5766,
"52306005: Ward 5",1846.097611,3139.718659,405.2021,6492.267069,19.3664,8815.323022,20717.974861,
"52306006: Ward 6",2600.614076,4208.96705,510.19464,10388.593249,53.5382,12820.106454,30582.013669,
"52306007: Ward 7",1880.087935,3722.127304,471.91516,6373.652556,23.9169,8217.824577,20689.524432,
"52306008: Ward 8",1396.350867,2204.99068,541.36343,10653.533657,22.784,13301.334655,28120.357289,
"52306009: Ward 9",1798.327006,3310.531148,421.57587,9850.6622,14.8054,12103.123141,27499.024765,
"52306010: Ward 10",2232.735145,3257.532048,778.24074,12790.458028,29.6171,14949.191079,34037.77414,
"52306011: Ward 11",3488.545063,4939.950497,709.39109,9397.346067,44.3889,12105.926846,30685.548463,
"52306012: Ward 12",1703.641173,2232.110203,650.59988,5020.841922,6.8331,6798.226361,16412.252639,
"52306013: Ward 13",3434.509415,3134.258999,696.44759,7618.465576,14.8096,10142.227003,25040.718183,
"52401001: Ward 1",4168.926025,1672.235254,243.16425,6235.122787,26.10189,7010.942945,19356.493151,
"52401002: Ward 2",9491.238109,1754.375393,370.96318,7693.960867,62.1096,9574.649638,28947.296787,
"52401003: Ward 3",6399.619954,4493.745546,771.92238,9483.468299,42.3481,12804.185438,33995.289717,
"52401004: Ward 4",5617.599501,4139.991874,222.86899,5070.069008,6.9508,7553.867867,22611.34804,
"52401005: Ward 5",4913.65982,5761.142788,325.49441,7293.44217,6.8641,10652.408609,28953.011897,
"52401006: Ward 6",7256.922735,2663.975187,287.91816,6684.35959,23.9211,9584.150451,26501.247223,
"52402001: Ward 1",2212.180927,4613.80202,795.39176,14831.938603,5.696,22754.075851,45213.085161,
"52402002: Ward 2",740.278817,2120.155307,1026.29973,10837.598486,9.1136,14480.442034,29213.887974,
"52402003: Ward 3",638.336356,2404.865442,1048.59102,13837.146134,51.2472,17999.786028,35979.97218,
"52402004: Ward 4",714.103119,1582.429678,823.09256,9566.544919,11.3899,12523.331694,25220.89187,
"52402005: Ward 5",961.318468,2693.494336,764.10477,10226.054142,31.9943,13480.701479,28157.667495,
"52402006: Ward 6",1134.719448,2594.466602,405.23519,7273.95986,11.5365,9402.019283,20821.936883,
"52402007: Ward 7",1220.936072,3056.696087,766.11045,11074.88477,5.696,13814.197895,29938.521274,
"52402008: Ward 8",724.975977,2290.837411,854.33146,9478.419348,6.8352,12773.145402,26128.544798,
"52402009: Ward 9",613.407075,2311.786641,1234.85716,9160.685958,11.392,13189.148869,26521.277703,
"52402010: Ward 10",1037.766846,3840.817608,1126.52625,13457.935587,14.8096,19255.538172,38733.394063,
"52402011: Ward 11",1363.390232,3683.872384,864.82146,9641.976882,11.392,14070.443394,29635.896352,
"52402012: Ward 12",755.134186,2038.120277,635.81437,9318.440661,0,11493.451896,24240.96139,
"52402013: Ward 13",1227.947704,2755.736789,687.15113,9165.883006,4.5568,11799.015423,25640.290852,
"52402014: Ward 14",3578.123745,2519.054308,755.86517,5740.866717,1.1392,8123.497442,20718.546582,
"52402015: Ward 15",1009.354929,2915.869519,227.99794,11335.839494,5.6897,14680.053909,30174.805491,
"52402016: Ward 16",718.067837,2402.258613,229.16156,8895.613828,9.1052,11103.418584,23357.625622,
"52402017: Ward 17",1441.374519,3220.833996,672.84508,9432.489451,5.696,11751.204679,26524.443725,
"52404001: Ward 1",540.076172,2319.321301,682.79563,13479.214771,84.2966,17146.767566,34252.47204,
"52404002: Ward 2",689.309068,1934.6578,1321.88438,11641.888263,23.9148,16868.645062,32480.299373,
"52404003: Ward 3",466.254594,2222.064471,1619.58819,9997.633527,111.6332,14182.505691,28599.679673,
"52404004: Ward 4",1618.773713,2920.196375,554.31816,6998.704628,2.2784,11343.700638,23437.971914,
"52404005: Ward 5",2474.882068,4540.869806,1151.94611,9899.491416,58.0698,14498.59301,32623.85221,
"52404006: Ward 6",677.151903,2379.874888,1407.60892,8573.803834,2.2784,13688.284506,26729.002451,
"52404007: Ward 7",365.947264,1911.070206,668.14232,8541.869467,2.2784,12411.28852,23900.596177,
"52404008: Ward 8",510.033569,1083.491546,605.63123,8131.197895,140.1195,9997.079957,20467.553697,
"52404009: Ward 9",573.190587,2006.214154,751.89118,10740.118065,6.8247,14107.052678,28185.291364,
"52404010: Ward 10",1159.619421,2173.300337,994.18317,6339.951974,92.2752,9469.52477,20228.854872,
"52404011: Ward 11",1171.758575,2836.099098,1031.21437,8983.970204,241.4936,11567.093432,25831.629279,
"52404012: Ward 12",801.25122,2216.662884,602.04774,10561.779835,37.581,13382.368089,27601.690768,
"52404013: Ward 13",690.142925,1465.722637,827.55021,10006.550678,82.014,12767.966356,25839.946806,
"52404014: Ward 14",1393.196269,2829.793238,1104.61145,8998.127974,10.2444,13703.420746,28039.394077,
"52404015: Ward 15",752.254808,2165.191588,1024.12823,7351.264401,2.2784,11604.405191,22899.522618,
"52404016: Ward 16",401.2267,2739.169441,1457.63739,11095.503852,44.4162,17339.525254,33077.478837,
"52404017: Ward 17",1100.118713,2312.395169,693.71714,8173.592733,1.1392,11785.400836,24066.363791,
"52404018: Ward 18",408.924567,1312.756292,449.64489,9561.085809,19.3664,12889.372853,24641.150811,
"52404019: Ward 19",1991.208378,1766.028464,721.02431,7612.588218,45.7244,10760.989452,22897.563222,
"52405001: Ward 1",1973.909748,3988.900694,287.15422,20670.710495,172.0066,20282.356551,47375.038308,
"52405002: Ward 2",2009.667032,3022.806378,529.21508,10829.18471,122.9811,13167.580632,29681.434932,
"52405003: Ward 3",1378.069392,2244.314151,411.11314,7708.578359,1.1392,9751.966175,21495.180417,
"52405004: Ward 4",3465.940506,2730.094505,297.73428,9193.744465,143.4678,11905.644299,27736.625855,
"52405005: Ward 5",6564.190682,2031.983251,431.08093,7500.570927,192.1255,9947.950077,26667.901367,
"52405006: Ward 6",654.164578,2260.467979,900.73109,11231.354829,5.6939,14577.174347,29629.586723,
"52405007: Ward 7",7673.913224,3918.313512,512.29738,5904.682168,0,8591.866015,26601.072299,
"52405008: Ward 8",3498.290965,1546.931829,389.79925,6654.735011,2.2784,8828.708072,20920.743527,
"52405009: Ward 9",4873.40954,840.210197,96.30404,3516.949805,0,3826.445015,13153.318597,
"52405010: Ward 10",9364.3691,1975.906133,249.55442,4214.851641,25.9018,6241.60066,22072.183754,
"52405011: Ward 11",5778.089267,1661.362036,365.17108,5408.731673,12.7913,7077.530069,20303.675425,
"52502001: Ward 1",9419.232565,4307.714297,1099.83992,10718.086365,15.9362,15045.426162,40606.235509,
"52502002: Ward 2",12827.350658,815.708502,60.1759,6684.212004,11.5342,7964.463868,28363.445132,
"52502003: Ward 3",8280.380564,1321.260681,149.24179,7249.016534,26.2883,6763.975045,23790.162914,
"52502004: Ward 4",10612.563467,834.635057,56.77085,7102.644699,46.1307,7278.035471,25930.780244,
"52502005: Ward 5",9771.093351,1516.411063,130.79086,8219.721618,10.4528,7707.383908,27355.8536,
"52502006: Ward 6",4441.172192,6377.883669,1380.35995,13598.091425,116.1837,19741.057126,45654.748062,
"52502007: Ward 7",3820.52809,5764.790286,1176.95671,10426.768287,117.2998,15431.469588,36737.812761,
"52502008: Ward 8",3338.426832,5694.172294,517.81663,7671.573812,18.3139,10673.506141,27913.809609,
"52502009: Ward 9",5713.004063,5125.343169,564.44723,8626.273805,5.7496,12616.520594,32651.338461,
"52502010: Ward 10",4904.702082,5829.828942,531.41174,10765.993565,5.8116,13651.33608,35689.084009,
"52502011: Ward 11",4209.188849,4576.060111,655.61137,8754.954575,24.0966,10743.238696,28963.150201,
"52502012: Ward 12",3671.604975,4966.666937,397.21904,8882.879832,13.6578,12665.757715,30597.786299,
"52502013: Ward 13",3427.337864,5445.802374,429.91645,7729.713921,73.1069,10157.82373,27263.701239,
"52502014: Ward 14",5843.450064,6455.462109,501.81873,8590.833997,20.7079,12695.391588,34107.664388,
"52502015: Ward 15",4263.002721,4872.00757,1732.98237,10154.478585,36.4544,14878.23644,35937.162086,
"52502016: Ward 16",5016.21762,5807.432976,971.06083,10164.06145,3.4176,15310.822732,37273.013208,
"52502017: Ward 17",4199.364897,5808.632342,680.74553,9442.050119,23.9789,11997.741999,32152.513787,
"52502018: Ward 18",4657.78803,6557.366769,809.7517,9952.717071,30.9029,14694.944471,36703.470941,
"52502019: Ward 19",6095.740702,4682.948659,267.55402,7978.062146,43.97485,10512.77337,29581.053747,
"52502020: Ward 20",4822.962184,5477.74155,629.9471,9239.670315,54.896,11652.527515,31877.744664,
"52502021: Ward 21",6403.443691,5082.359126,556.49353,10397.714697,46.9589,13789.052044,36276.021988,
"52502022: Ward 22",4549.72222,4977.250898,289.49383,8159.524367,29.8504,9585.795313,27591.637028,
"52502023: Ward 23",4968.229769,5567.733316,234.72203,10715.632619,40.1484,12252.574788,33779.040922,
"52502024: Ward 24",5602.145964,6372.057666,544.64259,9128.881302,51.4353,11910.872322,33610.035144,
"52502025: Ward 25",10716.311618,2353.49361,215.09786,8982.559904,28.3157,9177.938838,31473.71753,
"52502026: Ward 26",4586.598262,3221.461877,344.59073,5919.772952,17.1085,7332.300284,21421.832605,
"52502027: Ward 27",6697.573743,6074.152866,270.46311,10263.575357,22.9863,13051.201318,36379.952694,
"52502028: Ward 28",4093.13207,4163.944812,389.3274,8222.495548,25.0766,8669.779412,25563.755842,
"52502029: Ward 29",5810.613203,4551.454161,309.25646,8689.503766,32.1288,10943.324028,30336.280418,
"52502030: Ward 30",4107.487865,5857.436395,822.42024,10184.576981,11.4498,13360.154267,34343.525548,
"52502031: Ward 31",3218.894498,4499.510136,300.49975,6488.639692,3.4155,9438.349281,23949.308857,
"52503001: Ward 1",4349.56583,2943.093148,914.62294,7540.78243,27.5037,12837.876809,28613.444857,
"52503002: Ward 2",3230.561574,1184.541325,151.17253,3614.696431,4.7233,4548.771933,12734.467093,
"52503003: Ward 3",4865.985239,2956.813136,377.29473,6378.700865,8.09,9763.51016,24350.39413,
"52503004: Ward 4",4030.655757,2607.382397,732.03238,6425.192779,4.5568,11135.755875,24935.575988,
"52504001: Ward 1",8237.406286,2309.244561,487.09884,7223.016785,26.16295,10099.833132,28382.762554,
"52504002: Ward 2",5735.922748,2676.730251,335.40624,5523.238672,104.1417,7198.398647,21573.838258,
"52504003: Ward 3",2360.02778,4104.291084,666.41429,9533.687518,58.2657,12679.834736,29402.521108,
"52504004: Ward 4",1813.469847,3506.012877,807.2826,9328.703331,25.0624,13081.191578,28561.722633,
"52504005: Ward 5",1765.439897,2851.489016,507.25928,7449.2308,1.1371,10272.267563,22846.823656,
"52504006: Ward 6",1539.634622,3908.073972,420.48337,9487.184766,1.1392,13027.194204,28383.710134,
"52504007: Ward 7",1502.195164,3568.821013,623.71936,8570.121252,9.1031,11433.170381,25707.13027,
"52504008: Ward 8",2236.297341,3863.638766,183.98881,10534.387432,11.3836,13731.240129,30560.936078,
"52504009: Ward 9",2466.092831,3409.080016,576.27546,9697.111779,21.6674,12143.242739,28313.470225,
"52504010: Ward 10",3144.122652,4379.946411,639.77158,8524.459117,4.5568,12805.226634,29498.083194,
"52504011: Ward 11",1857.172161,4259.474601,533.73055,10364.268098,28.4779,13882.377054,30925.500364,
"52601001: Ward 1",8269.201278,2188.770137,503.67878,8861.676534,237.8185,15236.263514,35297.408743,
"52601002: Ward 2",2252.994749,3551.141443,736.43475,9317.002372,7.9744,14317.259842,30182.807556,
"52601003: Ward 3",5388.678878,3905.371312,367.8728,7118.485036,8.0033,9945.237617,26733.648943,
"52601004: Ward 4",2102.057921,4173.200528,1329.88273,8617.058034,5.696,13356.888524,29584.783737,
"52601005: Ward 5",1092.315261,2609.654515,394.93249,11510.703155,14.8096,15118.514265,30740.929286,
"52601006: Ward 6",826.987794,2866.80504,535.03701,12001.334982,13.6704,15709.271083,31953.106309,
"52601007: Ward 7",3400.556211,2679.178204,210.81887,7192.55893,8.0858,9805.554426,23296.752441,
"52601008: Ward 8",1990.979165,2631.562146,477.75003,6505.878713,43.4173,10222.329631,21871.916985,
"52602001: Ward 1",3853.695143,2023.733,971.32174,8554.792267,8.1189,12832.591568,28244.252618,
"52602002: Ward 2",3914.319122,4362.432448,192.74961,7064.215526,9.1404,9589.461293,25132.318399,
"52602003: Ward 3",1137.462199,2233.367807,767.82089,8208.297352,4.5568,12297.43343,24648.938478,
"52602004: Ward 4",1217.195131,2248.647702,480.60182,8853.773323,3.4176,12428.372071,25232.007647,
"52602005: Ward 5",1211.892902,1670.672058,443.90611,8419.464931,1.1392,10475.649767,22222.724968,
"52602006: Ward 6",1524.081275,2777.831656,735.62727,8760.655428,20.5056,13197.217396,27015.918625,
"52602007: Ward 7",1124.575076,1816.822765,429.65651,6418.134475,2.2784,8505.978541,18297.445767,
"52602008: Ward 8",1327.161511,3166.880049,251.88269,9583.043437,3.4176,13228.202052,27560.587339,
"52602009: Ward 9",2867.973804,3522.684301,795.03763,7967.660028,2.2763,12858.453121,28014.085184,
"52602010: Ward 10",4434.373518,3894.777443,723.0461,5910.16967,14.8963,9716.3939,24693.656931,
"52602011: Ward 11",9879.060235,1508.876957,220.42051,4815.781553,38.3532,8049.529189,24512.021644,
"52602012: Ward 12",1471.66863,2873.673517,421.94989,8975.612819,81.9867,12922.404034,26747.29559,
"52602013: Ward 13",1188.115125,1839.498039,361.09959,4969.539218,3.4176,7421.502141,15783.171713,
"52602014: Ward 14",12356.358684,1014.567183,467.76357,4763.893225,32.4109,8553.175705,27188.169267,
"52603001: Ward 1",2066.175829,3693.291559,712.16995,8663.859725,11.614,13131.29711,28278.408173,
"52603002: Ward 2",3055.852005,2032.565857,831.87381,7017.192982,16.0891,10019.53016,22973.103914,
"52603003: Ward 3",1101.969203,2855.161848,975.1149,9684.786806,20.4888,14219.134015,28856.655572,
"52603004: Ward 4",2003.215361,2327.990752,335.12108,9034.171883,6.8909,10360.170704,24067.56068,
"52603005: Ward 5",2459.645308,2366.439797,476.22047,6687.696724,25.14449,9096.074393,21111.221182,
"52603006: Ward 6",4126.503402,4665.851155,694.63152,10129.094123,78.71777,13918.222123,33613.020093,
"52603007: Ward 7",4146.051901,2937.03814,842.53411,8209.454095,14.9363,10582.371978,26732.386524,
"52603008: Ward 8",6037.005755,787.967442,28.81498,5476.705806,18.4781,5673.558311,18022.530394,
"52603009: Ward 9",6827.832846,639.26364,74.39519,4262.834344,6.9196,4829.345694,16640.591314,
"52603010: Ward 10",2361.341668,1975.115566,35.37425,2713.499633,3.4754,3435.368907,10524.175424,
"52603011: Ward 11",7792.8896,3933.159197,322.79725,8087.79179,10.3395,9393.047274,29540.024611,
"52603012: Ward 12",5316.987552,3304.216869,671.54815,12314.819875,9.14553,15265.000074,36881.71805,
"52603013: Ward 13",5861.7558,5562.991462,474.47375,8455.296784,21.6963,10761.335735,31137.549831,
"52603014: Ward 14",935.535395,2330.815107,218.74704,10671.861368,10.2528,13089.535938,27256.747648,
"52603015: Ward 15",882.87469,2029.973015,248.51866,10836.987579,11.392,13345.334204,27355.080148,
"52603016: Ward 16",1898.069119,3831.018539,293.4487,7058.579128,1.1392,10697.666289,23779.920975,
"52603017: Ward 17",1548.843083,3615.575411,857.91671,10302.828429,19.3664,14498.513411,30843.043444,
"52603018: Ward 18",2597.563775,4045.211691,296.45639,7958.277585,1.1392,9654.486781,24553.135422,
"52603019: Ward 19",869.986355,2719.151189,417.47446,6213.799511,7.9744,7788.75569,18017.141605,
"52603020: Ward 20",3991.013412,4515.555112,437.5988,11249.765004,3.4176,13369.946392,33567.29632,
"52603021: Ward 21",1664.565453,3000.837478,848.47914,12100.493553,6.8268,15407.018809,33028.221233,
"52603022: Ward 22",6900.719609,2127.708605,625.27651,5148.875741,42.7573,8357.743767,23203.081532,
"52605001: Ward 1",988.330665,1933.252638,1459.89295,10615.969063,80.8412,16676.493603,31754.780119,
"52605002: Ward 2",838.403525,2098.89264,1622.68438,10583.099461,35.3026,16671.86724,31850.249846,
"52605003: Ward 3",1017.468308,3101.222867,823.65298,14127.332864,31.8955,18851.350271,37952.92279,
"52605004: Ward 4",1860.341581,2901.196669,707.46417,11186.009895,18.2272,14046.416451,30719.655966,
"52605005: Ward 5",1162.199152,1965.965622,612.60668,11288.96699,91.1339,14497.829038,29618.701382,
"52605006: Ward 6",895.439785,1111.020279,794.94876,7096.511527,0,9116.808904,19014.729255,
"52605007: Ward 7",1026.006,1861.60974,781.95488,13361.297167,44.4057,16772.609012,33847.882499,
"52605008: Ward 8",1175.914924,2398.312921,528.23195,10937.452229,15.9341,14633.506089,29689.352213,
"52605009: Ward 9",3753.780819,4136.565567,523.60606,9545.779042,9.1136,12805.195094,30774.040182,
"52605010: Ward 10",728.063156,2004.901332,725.76135,14121.811005,15.9488,17361.666136,34958.151779,
"52605011: Ward 11",1199.692497,2237.248492,665.65597,10966.963009,50.2129,15942.701068,31062.473936,
"52605012: Ward 12",1358.78094,3331.849188,903.49629,10401.180521,29.615,16910.367688,32935.289627,
"52605013: Ward 13",637.362221,2319.5357,360.52034,7285.767187,9.1136,10083.585206,20695.884254,
"52605014: Ward 14",640.528293,2372.134237,776.81726,11188.968806,3.4155,14634.143143,29616.007239,
"52605015: Ward 15",601.816656,2857.576257,465.51063,10430.347403,11.3857,13121.813554,27488.4502,
"52605016: Ward 16",4298.082373,3656.361935,1032.14027,11972.403922,46.7072,14765.548768,35771.244468,
"52605017: Ward 17",660.158781,1700.158643,691.24504,6841.128204,3.4176,9583.301268,19479.409536,
"52605018: Ward 18",1096.146168,3053.279111,395.88825,10498.031507,5.696,13905.699411,28954.740447,
"52605019: Ward 19",559.72133,179.398261,8,480.616281,0,539.718668,1767.45454,
"52605020: Ward 20",1263.021873,2356.020438,133.81029,5510.887827,13.6704,7645.050485,16922.461313,
"52605021: Ward 21",900.472513,2888.987872,441.85783,10520.57374,9.1136,12674.718414,27435.723969,
"52606001: Ward 1",344.819036,1583.323164,479.30409,8703.761493,26.1995,10909.777334,22047.184617,
"52606002: Ward 2",667.924975,3189.106018,523.20441,10298.849908,63.7805,13851.070848,28593.936659,
"52606003: Ward 3",744.775655,1806.978667,261.9513,6287.073285,3.4176,8116.509385,17220.705892,
"52606004: Ward 4",907.416051,3044.321177,978.94052,8073.306883,11.3857,11421.412764,24436.783095,
"52606005: Ward 5",482.2982,2312.216765,774.96866,8283.162394,6.8331,11467.590057,23327.069176,
"52606006: Ward 6",427.567558,2137.199446,660.37396,8508.114726,2.2784,10895.711572,22631.245662,
"52606007: Ward 7",543.175309,1880.09996,866.53071,8983.693587,10.2465,12458.076142,24741.822208,
"52606008: Ward 8",1770.401867,2946.737871,891.46881,8860.808124,77.463,12863.415672,27410.295344,
"52606009: Ward 9",1686.90242,3569.70873,586.52556,6996.925696,12.5291,11198.220067,24050.811573,
"52606010: Ward 10",753.205137,3148.822066,426.96133,9732.333685,44.4162,13539.180206,27644.918624,
"52606011: Ward 11",2218.344936,3840.649904,497.66922,5711.472263,4.5568,8769.021893,21041.715016,
"52606012: Ward 12",6293.245734,1886.368177,298.34197,3164.80044,11.4787,5302.175188,16956.410209,
"52606013: Ward 13",1311.538874,2468.283939,774.34468,8736.642339,5.6939,11559.639708,24856.14344,
"52606014: Ward 14",733.616946,2436.4522,451.95115,10162.406131,13.662,14499.888214,28297.976641,
"52606015: Ward 15",948.027331,1900.983958,608.34922,8036.12718,25.0624,12239.616133,23758.166222,
"52606016: Ward 16",2235.898097,1616.292113,716.18126,6634.777578,14.921,8673.220562,19891.29061,
"52606017: Ward 17",1548.237308,4234.254348,706.24433,10117.871032,30.7437,15461.917111,32099.267829,
"52606018: Ward 18",4439.386113,3830.39989,435.18829,5581.312215,14.9541,8860.857758,23162.098366,
