SuperWEB2(tm)

"Labour Force - Census 1996-2011"
"South Africa by 2011 Electoral Wards by Population group"
"Counting: Person weighted"

Filters:
"Default Summation","Person weighted"

"Population group","Black African","Coloured","Indian or Asian","White","Other","Unspecified","Total",
"South Africa by 2011 Electoral Wards",
"63701028: Ward 28",25026.306963,52.439018,14.31263,2.37047,15.50789,3.3157,25114.252671,
"63702001: Ward 1",31231.984506,51.54963,38.18026,367.959852,11.20671,47.3001,31748.181058,
"63702002: Ward 2",27733.551863,56.790166,37.269523,23.585666,21.46641,60.9738,27933.637428,
"63702003: Ward 3",34798.434438,76.179041,5.39604,11.167976,3.44423,12.2096,34906.831325,
"63702004: Ward 4",29665.447495,68.965168,13.42558,20.957236,5.82967,17.9396,29792.564749,
"63702005: Ward 5",30928.144975,81.809667,22.91465,20.903684,29.54489,23.979,31107.296866,
"63702006: Ward 6",28213.02764,36.35737,28.7426,3.44905,10.89077,28.9586,28321.42603,
"63702007: Ward 7",18072.913326,130.537051,29.466784,7.45529,10.96179,30.9002,18282.234441,
"63702008: Ward 8",24497.373615,124.150114,12.36931,7.951288,13.75937,72.901,24728.504697,
"63702009: Ward 9",28397.339641,158.038616,15.79599,82.143231,24.21162,24.404,28701.933098,
"63702010: Ward 10",38203.448138,79.936634,10.341836,12.342166,31.85582,29.2706,38367.195194,
"63702011: Ward 11",39472.858512,197.067656,355.56923,32.158472,75.32504,57.2698,40190.24871,
"63702012: Ward 12",22689.580838,65.582143,625.18826,32.967845,9.41563,84.7475,23507.482216,
"63702013: Ward 13",19010.33493,380.301546,17.15848,10.45821,26.9018,40.6964,19485.851366,
"63702014: Ward 14",51664.302608,475.529435,142.141419,10755.403212,116.60489,237.3251,63391.306664,
"63702015: Ward 15",27821.797784,40.102459,9.78059,18.257424,19.2949,58.2266,27967.459757,
"63702016: Ward 16",32120.168843,93.580111,22.48063,8.63974,20.93507,52.2287,32318.033094,
"63702017: Ward 17",35774.016577,61.260802,7.61919,12.025986,12.45326,24.4755,35891.851315,
"63702018: Ward 18",34110.361405,75.62723,30.18846,43.50337,80.67957,62.27117,34402.631205,
"63702019: Ward 19",30908.431485,97.450609,30.13981,6.508572,62.29123,67.6877,31172.509406,
"63702020: Ward 20",32326.550384,138.444006,13.41714,673.522202,25.55671,93.4415,33270.931942,
"63702021: Ward 21",19709.547936,3321.524514,122.861225,5961.63422,197.69296,83.0472,29396.308055,
"63702022: Ward 22",18425.493375,429.187105,167.381357,10881.403845,132.81882,4.2994,30040.583902,
"63702023: Ward 23",2007.054477,144.803717,2106.618308,5656.957007,89.86653,19.6028,10024.902839,
"63702024: Ward 24",27810.893214,121.182824,6.94193,33.542304,23.2988,7.9657,28003.824772,
"63702025: Ward 25",64914.228155,504.567916,115.321517,9939.821695,59.75236,177.84684,75711.538483,
"63702026: Ward 26",40843.931107,141.945654,60.87774,158.856752,175.32606,1.0756,41382.012913,
"63702027: Ward 27",23214.890564,349.795112,169.950226,13854.130087,43.35734,85.548,37717.671329,
"63702028: Ward 28",31739.026561,149.026922,50.704297,27.509222,66.79034,48.5807,32081.638042,
"63702029: Ward 29",23669.467706,310.757562,201.983964,9625.098918,122.12373,46.7903,33976.22218,
"63702030: Ward 30",10992.234609,261.952943,83.37859,16175.985692,85.01392,49.352,27647.917754,
"63702031: Ward 31",20723.740851,69.442542,33.71988,9.844346,15.89957,8.8598,20861.506989,
"63702032: Ward 32",19413.596839,69.862985,7.124875,154.390968,20.54617,42.52506,19708.046897,
"63702033: Ward 33",12689.563999,319.837148,94.81105,11390.868062,37.79929,32.78001,24565.659559,
"63702034: Ward 34",32412.29154,59.698908,8.81448,17.09138,11.00948,47.0558,32555.961588,
"63702035: Ward 35",30536.704606,132.537374,29.027789,12.93842,19.94605,6.64902,30737.803259,
"63702036: Ward 36",34795.101793,116.016692,18.577844,4,46.66845,52.6904,35033.055179,
"63703001: Ward 1",32020.229251,259.424135,54.880494,2102.748636,94.20231,63.8242,34595.309026,
"63703002: Ward 2",33368.11143,51.392803,31.817454,10.943732,55.29071,43.1807,33560.736829,
"63703003: Ward 3",32217.584992,153.785435,49.81239,86.58739,33.63705,110.66714,32652.074397,
"63703004: Ward 4",31824.298863,36.58027,25.402474,10.48067,12.23426,69.7188,31978.715337,
"63703005: Ward 5",24340.838034,27.991376,8.358242,3.46868,18.51715,23.6647,24422.838182,
"63703006: Ward 6",35421.079632,40.583655,9.134327,85.121608,100.9239,35.5226,35692.365722,
"63703007: Ward 7",42792.854265,130.594381,11.00859,46.534366,48.22461,61.0641,43090.280312,
"63703008: Ward 8",29611.770664,506.614873,134.983418,4160.132838,44.38797,25.0932,34482.982963,
"63703009: Ward 9",24941.879896,241.298739,33.611678,58.713342,15.4509,69.7081,25360.662655,
"63703010: Ward 10",45461.443578,2782.728022,3229.184359,1510.710588,68.2545,74.0571,53126.378147,
"63703011: Ward 11",38002.133332,194.059287,35.962678,23.88859,47.07815,32.6902,38335.812237,
"63703012: Ward 12",23029.021894,116.156882,16.020996,10.969236,18.83126,1.084,23192.084268,
"63703013: Ward 13",16007.556594,354.977414,53.976473,3735.805127,72.63486,26.8926,20251.843068,
"63703014: Ward 14",4626.460129,300.268368,300.923415,21210.572819,45.73306,48.1625,26532.120291,
"63703015: Ward 15",4677.998056,381.111267,270.680233,24595.451225,140.19918,9.5317,30074.971661,
"63703016: Ward 16",5035.164834,247.710568,95.6481,18284.27762,68.59959,25.789,23757.189712,
"63703017: Ward 17",10208.274982,633.560148,608.342756,21561.493764,118.95229,35.0436,33165.66754,
"63703018: Ward 18",20248.93551,533.206006,2633.797859,15893.285263,137.47373,53.0903,39499.788668,
"63703019: Ward 19",40248.549796,182.060549,30.670228,82.687052,26.9018,34.3444,40605.213825,
"63703020: Ward 20",23313.45439,90.547289,4.03527,6.856692,24.21162,58.4547,23497.559961,
"63703021: Ward 21",44699.702212,222.797217,22.86653,10.25804,22.86653,55.8177,45034.308229,
"63703022: Ward 22",28593.007952,139.942495,26.55584,15.590855,97.64637,2.14337,28874.886882,
"63703023: Ward 23",38237.213265,99.651374,14.59068,29.666274,8.79003,226.2937,38616.205323,
"63703024: Ward 24",53976.623797,123.492516,59.888195,71.1607,217.59725,163.41092,54612.173378,
"63703025: Ward 25",29973.262946,45.001519,31.24781,16.97409,20.86518,51.0146,30138.366145,
"63703026: Ward 26",39396.682868,31.643082,38.83849,78.680502,7.15773,86.1159,39639.118572,
"63703027: Ward 27",35909.537189,163.048533,34.755468,23.777208,30.93707,71.0538,36233.109268,
"63703028: Ward 28",36629.872906,111.829346,16.830272,104.948296,39.00761,46.5677,36949.05613,
"63703029: Ward 29",46787.469628,73.949743,34.429326,22.538584,41.83932,39.8577,47000.084301,
"63703030: Ward 30",36800.463797,41.30401,58.103211,7.234336,34.90271,62.2115,37004.219564,
"63703031: Ward 31",25202.012283,62.996352,25.83126,306.007266,14.10581,26.23689,25637.189861,
"63703032: Ward 32",26343.281181,246.41654,168.643576,3721.50747,42.69779,105.5334,30628.079957,
"63703033: Ward 33",23700.103927,33.009339,5.777502,343.809937,63.30577,135.70243,24281.708905,
"63703034: Ward 34",24550.254188,59.562405,14.16056,740.306859,125.71223,64.72571,25554.721952,
"63703035: Ward 35",19463.378678,112.508917,40.156456,5147.35531,147.9599,42.50757,24953.866831,
"63703036: Ward 36",28675.703779,281.359621,185.64613,8338.13821,114.27058,57.7871,37652.90542,
"63703037: Ward 37",28729.522874,75.32939,20.17635,33.411816,16.14108,2.2177,28876.79921,
"63703038: Ward 38",8823.585975,31.042751,0,3.107212,9.72712,28.82539,8896.288448,
"63704001: Ward 1",15809.498347,716.379537,33.28216,140.616212,80.7054,8.9474,16789.429056,
"63704002: Ward 2",16304.179777,260.742667,319.764211,8000.762265,76.19898,86.09533,25047.74323,
"63704003: Ward 3",12747.836106,190.289151,554.541955,6943.542385,18.03527,19.9547,20474.199567,
"63704004: Ward 4",14097.522008,100.394942,9.41563,11.8033,18.83126,61.3698,14299.33694,
"63704005: Ward 5",19533.123528,199.010001,8.07054,2.69018,40.3527,11.896,19795.142949,
"63704006: Ward 6",18568.071121,312.033455,23.155087,4865.591569,49.596,80.09804,23898.545272,
"63705001: Ward 1",22114.323198,14.694694,3.59109,4.707366,0,78.963,22216.279348,
"63705002: Ward 2",25798.413907,24.335813,26.117839,5.25446,4.98227,51.5926,25910.696889,
"63705003: Ward 3",22400.30317,37.747695,19.29673,120.6052,14.00099,87.9766,22679.930385,
"63705004: Ward 4",29294.031501,28.54891,21.20296,12.791776,12.99039,53.7967,29423.362237,
"63705005: Ward 5",30346.618588,17.923885,12.89193,26.544296,26.30465,73.8973,30504.180649,
"63705006: Ward 6",22868.515144,13.727478,7.03902,70.44394,11.0805,59.6864,23030.492482,
"63705007: Ward 7",19495.608813,17.59691,15.26992,4.08644,4.68535,26.59611,19563.843543,
"63705008: Ward 8",21370.042135,12.20769,20.23889,31.24903,0,37.4202,21471.157945,
"63705009: Ward 9",23271.407151,19.547053,13.0794,1.13301,29.00643,55.0766,23389.249644,
"63705010: Ward 10",29942.14546,103.414446,183.431674,49.737678,5.62126,37.7794,30322.129918,
"63705011: Ward 11",17145.840427,20.545627,3.59109,1.13301,3.44423,31.238,17205.792384,
"63705012: Ward 12",17266.935617,1.1501,6.26214,4.33434,3.42348,24.3442,17306.449877,
"63705013: Ward 13",18756.777917,227.083282,552.223235,286.989063,8.51337,18.4199,19850.006767,
"63705014: Ward 14",16303.528846,515.481154,519.570988,4639.637422,56.12173,46.07677,22080.41691,
"63705015: Ward 15",19342.949257,92.568618,369.522761,28.952192,9.09016,16.5271,19859.610088,
"63705016: Ward 16",20362.373819,24.929926,13.201594,146.391972,19.17062,0,20566.067931,
"63705017: Ward 17",25489.798939,20.564442,27.497067,14.193702,5.9537,3.3861,25561.39395,
"63705018: Ward 18",18683.638191,5.74717,18.12553,12.919344,6.26214,0,18726.692375,
"63705019: Ward 19",24293.805875,14.601761,42.031284,12.74597,20.1379,6.6375,24389.96029,
"63705020: Ward 20",22981.542091,17.166405,5.81004,5.072056,11.05838,36.6788,23057.327772,
"63705021: Ward 21",25299.632336,36.429147,22.72391,6.59474,27.92976,29.8684,25423.178293,
"63705022: Ward 22",21210.013032,27.7736,3.7061,16.26144,1.08644,48.6439,21307.484512,
"63705023: Ward 23",26093.6546,6.932585,19.57064,1.27617,4.72522,34.3683,26160.527515,
"63705024: Ward 24",14010.453545,22.739834,15.8535,13.11283,5.87416,0,14068.033869,
"63705025: Ward 25",25593.413568,51.030146,48.340544,17.23827,1.08644,65.98423,25777.093198,
"63705026: Ward 26",23841.05211,27.640054,17.41733,32.995292,22.7684,15.3938,23957.266986,
"63705027: Ward 27",24821.48321,22.712551,21.92146,460.747697,3.58739,48.0782,25378.530508,
"63705028: Ward 28",22419.001201,52.628152,34.59882,8.138469,26.58752,32.6051,22573.559262,
"63705029: Ward 29",25393.631385,9.313898,15.97221,2.36261,14.3696,34.3265,25469.976203,
"63705030: Ward 30",21408.59608,25.360951,17.79628,19.04783,17.90114,27.8006,21516.502881,
"63705031: Ward 31",20476.62474,63.902381,14.50099,14.767502,10.79119,22.2604,20602.847203,
"63801001: Ward 1",22098.23657,59.182223,10.02749,1.15376,10.93805,43.3793,22222.917393,
"63801002: Ward 2",21515.088887,45.652168,25.34526,17.070132,9.42487,13.0514,21625.632717,
"63801003: Ward 3",23074.416363,69.779552,16.06736,1.15376,2.31122,23.318,23187.046255,
"63801004: Ward 4",22732.043059,289.830151,18.3295,56.445849,4.72878,14.7402,23116.117539,
"63801005: Ward 5",16324.943174,121.224135,8.103135,150.41997,4.98597,62.7595,16672.435884,
"63801006: Ward 6",20299.157264,102.850035,31.37742,8.247286,11.85738,12.5354,20466.024785,
"63801007: Ward 7",21594.699364,117.33466,4.61437,35.821782,10.48645,7.7182,21770.674826,
"63801008: Ward 8",30930.326672,110.077101,36.357788,5.39071,9.70267,39.6871,31131.542041,
"63801009: Ward 9",29630.394111,172.178217,16.313506,54.33839,19.02917,43.9871,29936.240494,
"63801010: Ward 10",9374.327867,39.248753,6.26214,1.15746,2.31492,74.1935,9497.50464,
"63801011: Ward 11",22703.92923,141.248026,16.658154,748.464274,3.83291,80.6891,23694.821694,
"63801012: Ward 12",22446.396717,66.697542,10.82828,2.553606,44.25186,27.6549,22598.382905,
"63801013: Ward 13",21051.092332,227.049699,26.22764,508.280774,3.39974,4.3745,21820.424685,
"63801014: Ward 14",23902.265227,264.47006,37.978353,8.19066,8.12384,11.1161,24232.14424,
"63802001: Ward 1",22852.867685,199.256896,19.23894,1790.261004,3.58739,32.6721,24897.884015,
"63802002: Ward 2",25454.598215,3.39604,14.62614,8.75772,6.26214,4.6959,25492.336155,
"63802003: Ward 3",18063.937749,39.266881,13.327641,120.37358,30.94601,12.1437,18279.995561,
"63802004: Ward 4",22587.886679,84.327799,34.63501,1.15376,17.12917,28.5118,22753.644218,
"63802005: Ward 5",22856.382364,237.421476,33.864795,0,7.03482,34.4397,23169.143155,
"63802006: Ward 6",23274.299327,312.52174,18.35927,35.88302,14.93346,5.8454,23661.842217,
"63802007: Ward 7",23968.78828,226.931173,26.995368,324.368124,23.31391,34.5806,24604.977455,
"63802008: Ward 8",9626.0823,245.18847,18.83126,2746.377797,48.42324,6.358,12691.261067,
"63802009: Ward 9",22534.617315,464.283516,28.24689,1171.460167,2.69018,177.4842,24378.782268,
"63802010: Ward 10",23166.116764,367.591438,40.3241,1543.159799,1.34509,22.4686,25141.005791,
"63802011: Ward 11",19154.250198,279.067948,26.9018,101.554,10.76072,3.7001,19576.234766,
"63802012: Ward 12",22799.543139,383.250068,90.847306,3683.221774,18.72444,14.654,26990.240727,
"63802013: Ward 13",11505.009125,336.85522,9.41563,0,4.03527,22.2339,11877.549145,
"63802014: Ward 14",13044.712998,298.283372,102.91387,4568.839037,80.05284,11.178,18105.980117,
"63802015: Ward 15",25024.124725,280.509292,2.69018,2654.697377,12.14774,36.1332,28010.302514,
"63803001: Ward 1",29790.133679,151.258553,18.59669,11.627198,4.79462,33.2144,30009.62514,
"63803002: Ward 2",22485.45278,71.79361,13.098102,28.552326,15.58899,31.2138,22645.699608,
"63803003: Ward 3",26102.618486,78.013234,38.92973,214.48041,8.81448,11.0286,26453.88494,
"63803004: Ward 4",23669.218806,145.38918,53.361752,1529.393039,6.07241,66.4685,25469.903687,
"63803005: Ward 5",11393.702278,40.243569,19.694223,2.2444,0,5.8361,11461.72057,
"63803006: Ward 6",27553.065475,549.884073,456.137788,1671.133385,39.44497,57.5796,30327.245291,
"63803007: Ward 7",23838.293651,1897.654012,2225.046218,3833.304811,105.11369,94.1095,31993.521882,
"63803008: Ward 8",22432.896303,271.021454,190.756584,134.585288,4.34509,10.0451,23043.649819,
"63803009: Ward 9",16372.834469,10231.285355,1382.783007,2827.390462,58.70103,30.5088,30903.503123,
"63803010: Ward 10",20901.390489,557.145109,322.107136,82.20551,0,55.2737,21918.121944,
"63803011: Ward 11",14183.453949,43.798136,14.40673,6.082656,47.20491,5.5499,14300.496281,
"63803012: Ward 12",24043.058066,164.900007,26.644182,7.073562,5.12171,14.1641,24260.961627,
"63803013: Ward 13",28527.973776,680.378786,227.738785,47.21735,12.10581,86.0674,29581.481907,
"63803014: Ward 14",29008.001008,69.744262,39.772623,10.655556,7.39515,13.553,29149.121599,
"63803015: Ward 15",24869.071088,82.53228,36.781273,10.897618,2.21783,61.1927,25062.692789,
"63803016: Ward 16",32992.888613,71.912752,25.481896,4.811306,10.65335,23.2813,33129.029217,
"63803017: Ward 17",23798.886856,26.297596,28.448302,0,1.27617,34.6464,23889.555324,
"63803018: Ward 18",27676.686698,68.311743,21.047844,8.96795,15.07662,54.4142,27844.505055,
"63803019: Ward 19",15266.705482,40.63986,12.1432,1.27617,1.27617,3.3767,15325.417582,
"63803020: Ward 20",18864.246113,125.516307,30.97779,3.3176,2.50255,20.7768,19047.33716,
"63803021: Ward 21",22838.362043,76.972758,20.187236,2.26602,7.53831,41.555,22986.881367,
"63803022: Ward 22",30780.14582,34.913182,34.718532,28.376964,10.89077,15.72813,30904.773398,
"63803023: Ward 23",22205.87575,16.44522,21.007538,11.05453,11.94865,29.59632,22295.928008,
"63803024: Ward 24",35693.928626,54.713338,28.79747,164.865176,2.40918,154.4357,36099.14949,
"63803025: Ward 25",24724.391322,52.081356,20.93832,17.80039,7.4196,52.1813,24874.812288,
"63803026: Ward 26",25851.870879,68.860703,16.40498,92.723346,3.82851,15.4279,26049.116318,
"63803027: Ward 27",23367.581745,428.295234,44.59591,543.163427,9.55261,25.7016,24418.890526,
"63803028: Ward 28",20416.540687,104.040184,70.693809,1095.658413,8.30529,7.9134,21703.151783,
"63803029: Ward 29",26997.992456,366.63374,30.04593,16.444616,13.64299,19.9052,27444.664932,
"63803030: Ward 30",28994.669134,68.405417,13.11223,5.74739,22.88142,21.2066,29126.022191,
"63803031: Ward 31",31260.787873,60.865703,28.146379,28.696314,10.88458,40.9035,31430.284349,
"63804001: Ward 1",21280.071544,190.839271,16.14108,58.56658,8.07054,25.5719,21579.260915,
"63804002: Ward 2",17080.291568,94.291603,16.14108,2,17.48617,28.3693,17238.579721,
"63804003: Ward 3",16599.529287,255.061865,35.51043,1108.532004,42.90179,58.7294,18100.264776,
"63804004: Ward 4",7716.574779,4172.679646,89.69786,6.362386,21.52144,2.2479,12009.084011,
"63804005: Ward 5",5544.518712,209.663811,87.251404,13151.031225,32.28216,11.9332,19036.680512,
"63804006: Ward 6",5100.337465,236.939578,1021.743593,10466.965994,30.93707,16.1983,16873.122,
"63804007: Ward 7",17892.371589,39.126853,13.16511,1.553606,13.4509,2.1268,17961.794858,
"63804008: Ward 8",22729.271636,46.023201,18.68391,6.933966,0,25.7553,22826.668013,
"63804009: Ward 9",15915.889503,49.321294,19.917879,1.34509,16.14108,12.997,16015.611846,
"63804010: Ward 10",21332.687213,103.902182,10.71046,286.833057,30.16295,26.2997,21790.595562,
"63804011: Ward 11",15182.372021,70.259071,18.157896,3.56294,2.55234,0,15276.904268,
"63804012: Ward 12",42441.884992,172.431101,29.415734,610.824287,2.62126,102.8265,43360.003874,
"63804013: Ward 13",26787.763073,216.798982,26.33414,1777.632703,30.52678,37.9057,28876.961378,
"63804014: Ward 14",25139.025577,635.989316,21.30409,2074.602201,40.71733,80.777,27992.415514,
"63804015: Ward 15",20669.122221,364.186284,30.93707,17.392176,17.48617,4.4301,21103.554021,
"63804016: Ward 16",25543.588365,335.91427,133.249185,4788.822745,59.18396,55.9651,30916.723625,
"63804017: Ward 17",13906.157727,21.968045,11.78059,7.01569,13.27413,0,13960.196182,
"63804018: Ward 18",11093.076095,64.958426,11.68562,5.73952,4.96152,0,11180.421181,
"63804019: Ward 19",18405.414816,46.903359,29.068322,8.90104,0,9.1491,18499.436637,
"63804020: Ward 20",23203.090828,784.222974,14.01121,1719.771277,2.34509,10.2294,25733.670779,
"63804021: Ward 21",24273.760922,204.21072,101.578414,1889.350137,57.9307,11.4482,26538.279093,
"63805001: Ward 1",15363.242685,4.772654,8.57336,15.40418,1.15376,3.2833,15396.429939,
"63805002: Ward 2",23301.495524,9.09893,14.03787,25.30158,8.16833,5.5152,23363.617434,
"63805003: Ward 3",17536.820417,6.669186,18.82118,3.914596,8.26492,0,17574.490299,
"63805004: Ward 4",19342.630941,24.71054,18.17154,3,13.22366,5.5962,19407.332881,
"63805005: Ward 5",22500.968588,13.530978,8.50442,7.8121,0,23.1609,22553.976986,
"63805006: Ward 6",16747.466014,12.06839,24.16129,5.819626,9.26579,34.4649,16833.24601,
"63805007: Ward 7",20615.081025,401.064714,27.61585,30.09432,6.04634,3.332,21083.234249,
"63805008: Ward 8",18001.86546,91.549263,15.56028,9.90104,23.09917,2.1878,18144.163013,
"63805009: Ward 9",17467.820047,3.611994,23.64436,2.2439,0,22.6411,17519.961401,
"63805010: Ward 10",18648.650026,15.659774,12.45326,7.72267,13.95671,8.8896,18707.33204,
"63805011: Ward 11",30404.296338,42.11778,16.754979,12.2893,15.89587,38.756,30530.110267,
"63805012: Ward 12",20066.853843,78.88932,85.133769,21.40811,17.19938,19.6604,20289.144822,
"63805013: Ward 13",23636.594938,36.251816,15.75554,16.511016,17.16996,8.9618,23731.24507,
"63805014: Ward 14",20842.91462,145.423325,20.34954,1017.055543,15.57477,22.6196,22063.937398,
"63805015: Ward 15",5940.621632,1108.547077,1553.504563,6309.491344,131.22684,9.6297,15053.021156,
"63805016: Ward 16",20177.732682,512.658917,100.124685,1773.44902,33.28216,46.5188,22643.766264,
"63805017: Ward 17",19686.783293,72.987599,228.971886,2303.981534,46.56435,46.32087,22385.609532,
"63805018: Ward 18",18938.064115,10.326742,13.72781,8.00513,10.98736,98.804,19079.915157,
"63805019: Ward 19",24534.403975,145.689552,54.243292,4678.631221,18.66994,25.6012,29457.23918,
"63805020: Ward 20",21537.566937,38.910969,22.73802,13.883519,2.55234,10.0285,21625.680285,
"63902001: Ward 1",20469.010124,696.410827,31.22394,4122.485985,16.10581,78.69811,25413.934796,
"63902002: Ward 2",10800.435886,8694.414018,596.251118,2993.950232,38.18399,46.7787,23170.013944,
"63902003: Ward 3",4198.250493,10535.26752,96.819838,149.65937,37.66252,38.93014,15056.589881,
"63902004: Ward 4",18415.747567,675.101042,11.847339,13.456826,122.40319,2.2018,19240.757764,
"63902005: Ward 5",20387.633463,1358.871949,36.10159,2514.903495,12.0143,43.01597,24352.540767,
"63902006: Ward 6",14551.449362,215.811671,1.34509,7.142482,104.91702,14.0116,14894.677225,
"63902007: Ward 7",8187.923769,1795.658762,1084.067663,10000.098436,67.25019,17.37415,21152.37297,
"63902008: Ward 8",17321.632631,153.063461,2.69018,6.933966,12.10581,31.5523,17527.978348,
"63902009: Ward 9",15420.549559,532.115912,17.48617,340.897848,18.83126,20.8188,16350.699549,
"63903001: Ward 1",17066.80631,385.983534,51.86291,1152.486734,16.10581,60.9598,18734.205098,
"63903002: Ward 2",15922.005915,125.565026,18.756985,0,12.10581,19.5104,16097.944136,
"63903003: Ward 3",19820.201325,298.213843,47.377664,1473.99778,12.10581,22.0657,21673.962122,
"63903004: Ward 4",20031.808254,213.854041,20.17635,1.34509,6.72545,16.0724,20289.981585,
"63903005: Ward 5",19524.98607,306.342166,21.424318,165.38289,30.93707,23.0268,20072.099314,
"63903006: Ward 6",18338.091338,348.695412,18.83126,8.279056,28.24689,4.2731,18746.417056,
"63903007: Ward 7",12226.521283,1220.060235,355.135558,6427.362481,69.32076,83.843,20382.243317,
"63903008: Ward 8",15154.977216,240.140531,30.39429,4.243786,9.41563,20.7431,15459.914553,
"63904001: Ward 1",17666.283333,2179.782986,31.24624,2164.217246,43.56435,37.2479,22122.342055,
"63904002: Ward 2",29718.4323,314.613221,13.53488,6.095003,9.32691,29.8003,30091.802614,
"63904003: Ward 3",20780.769128,106.319471,10.98254,49.472194,16.81495,36.435,21000.793283,
"63904004: Ward 4",17401.528867,262.012188,4.65146,13.119142,4.96152,38.9172,17725.190377,
"63904005: Ward 5",18519.636422,143.617995,34.0814,14.987586,19.5552,40.492,18772.370603,
"63904006: Ward 6",26321.915119,26.118643,16.432,5.49836,4.79624,8.9185,26383.678862,
"63904007: Ward 7",17246.108188,128.459518,18.6218,87.474367,4.79092,15.4158,17500.870593,
"63904008: Ward 8",19704.265933,227.444162,65.673888,76.23561,7.87253,33.0467,20114.538823,
"63904009: Ward 9",24858.043168,82.405751,19.277344,1.553606,13.30066,34.8397,25009.420229,
"63904010: Ward 10",21192.933502,8.85132,6.26214,1.08482,0,3.3049,21212.436682,
"63904011: Ward 11",14333.018654,93.209946,80.011941,7.732726,13.62271,4.4999,14532.095877,
"63904012: Ward 12",25368.577501,43.861339,23.023389,2.27146,8.81448,15.0725,25461.620669,
"63904013: Ward 13",18657.654374,78.894081,29.06736,17.829776,15.82905,20.26,18819.534641,
"63904014: Ward 14",23185.517052,75.400852,10.43826,29.071228,1.08482,34.2513,23335.763512,
"63904015: Ward 15",24841.72375,49.384298,29.124209,7.89802,4.74855,24.9564,24957.835227,
"63904016: Ward 16",18386.140947,218.690672,13.3659,11.38083,1.27617,2.2106,18633.065119,
"63904017: Ward 17",20253.668674,156.603244,9.942859,6.901018,3.494,9.1747,20439.784495,
"63904018: Ward 18",18377.309536,331.745291,4.79624,2.638426,17.97216,2.2114,18736.673053,
"63904019: Ward 19",18435.549867,103.258882,8.28381,4.54772,14.19787,15.3876,18581.225749,
"63904020: Ward 20",24234.659014,194.702093,29.08202,5.77457,22.29148,10.9901,24497.499277,
"63904021: Ward 21",21986.860796,205.279507,11.799928,8.230006,8.40945,23.3937,22243.973387,
"63904022: Ward 22",17894.680921,312.272229,8.36288,15.44164,8.67132,5.8743,18245.30329,
"63904023: Ward 23",18910.359623,126.741957,13.61488,9.98573,3.7098,25.1723,19089.58429,
"63904024: Ward 24",18223.141931,48.879808,11.5563,9.344056,3.63716,6.5409,18303.100155,
"63904025: Ward 25",19475.043494,41.687987,39.88734,4.906066,4.84281,31.4135,19597.781197,
"63904026: Ward 26",18684.287634,21.476602,20.83527,14.65429,1.27617,18.7957,18761.325666,
"63906001: Ward 1",13862.584423,377.180719,29.52144,81.38036,41.69779,0,14392.364732,
"63906002: Ward 2",11689.383211,266.517764,13.350682,58.828512,5.38036,0,12033.460529,
"63906003: Ward 3",25616.334858,2098.781417,110.63635,1386.30366,39.00761,135.1764,29386.240295,
"63906004: Ward 4",4851.703636,3271.923614,170.377368,4215.919804,19.4509,84.0344,12613.409722,
"63906005: Ward 5",15630.975439,350.055832,36.31743,8.07054,13.4509,0,16038.870141,
"63906006: Ward 6",21169.377449,1231.142101,74.056619,9527.445088,57.8422,137.2725,32197.135957,
"63906007: Ward 7",14011.028834,1567.152339,19.83126,791.701928,32.14872,1.0943,16422.957381,
"63907001: Ward 1",24621.352633,407.590349,15.067872,1197.982655,3.64318,19.8604,26265.497089,
"63907002: Ward 2",18892.46447,506.832937,7.457152,1818.710987,9.28552,32.721,21267.472066,
"63907003: Ward 3",28980.695779,970.349702,27.09466,1424.115283,38.75032,77.7284,31518.734144,
"63907004: Ward 4",17546.12155,135.761274,20.46251,17.571026,13.68174,6.6816,17740.2797,
"63907005: Ward 5",12279.130523,127.282333,17.90605,1.553606,20.52883,5.6247,12452.026042,
"63907006: Ward 6",19435.039445,375.241643,10.55535,514.310359,8.57776,17.7161,20361.440657,
"63907007: Ward 7",21390.899907,273.531476,33.57953,30.322489,25.21512,16.2489,21769.797422,
"63907008: Ward 8",20293.962228,333.556412,11.909766,794.819331,7.60953,5.914,21447.771267,
"63907009: Ward 9",13165.241314,181.080145,10.09065,22.86197,26.64469,16.9033,13422.822069,
"63907010: Ward 10",21318.428117,219.154969,41.147586,23.206172,19.79332,6.9732,21628.703364,
"63907011: Ward 11",19329.987807,76.301815,17.057381,2.29047,9.37668,10.9791,19445.993253,
"63907012: Ward 12",18380.27326,160.568964,10.98624,283.6207,8.4196,8.8307,18852.699464,
"63907013: Ward 13",20764.816149,126.617791,34.137777,24.555894,26.23708,21.6574,20998.022091,
"63907014: Ward 14",18103.014261,238.806497,53.27429,15.13675,50.08802,15.638,18475.957818,
"63907015: Ward 15",17915.355526,176.572889,14.27819,263.041738,8.14829,2.187,18379.583633,
"64001001: Ward 1",14202.964629,340.220615,4.03527,1.34509,348.37831,204.6459,15101.589814,
"64001002: Ward 2",13541.932699,461.865038,21.52144,9.41563,18.83126,96.6974,14150.263467,
"64001003: Ward 3",27281.605108,443.838771,16.74308,608.220574,12.7837,20.8399,28384.031133,
"64001004: Ward 4",22353.360737,872.430802,6.72545,1965.890959,23.46853,46.5572,25268.433678,
"64001005: Ward 5",23368.249527,374.065494,23.800238,2316.178183,54.70948,50.5555,26187.558422,
