SuperWEB2(tm)

"Labour Force - Census 1996-2011"
"South Africa by 2011 Electoral Wards by Population group"
"Counting: Person weighted"

Filters:
"Default Summation","Person weighted"

"Population group","Black African","Coloured","Indian or Asian","White","Other","Unspecified","Total",
"South Africa by 2011 Electoral Wards",
"10205008: Ward 8",11266.771308,13281.056447,50.047997,344.083059,30.07375,102.9735,25075.006061,
"10205009: Ward 9",335.49398,20329.509756,242.663523,60.19682,32.20875,62.0227,21062.095529,
"10205010: Ward 10",205.41917,22998.941124,40.501839,18.666498,23.4725,43.5678,23330.568931,
"10205011: Ward 11",465.250956,20250.401664,424.568834,45.323897,366.56625,117.5043,21669.615901,
"10205012: Ward 12",1795.321798,11700.115369,184.820982,6052.137154,92.53375,56.3502,19881.279253,
"10205013: Ward 13",1681.468772,21642.57031,55.059744,39.006945,8.66875,45.0053,23471.779821,
"10205014: Ward 14",172.06683,19795.457904,91.084767,46.662971,29.6075,113.457,20248.336972,
"10205015: Ward 15",1020.244462,5929.615098,179.969848,11720.696469,45.41125,47.1181,18943.055227,
"10205016: Ward 16",14395.094979,251.138766,24.63642,2.43848,56.74875,22.9769,14753.034295,
"10205017: Ward 17",13883.391764,101.221315,0,0,35.27625,159.9179,14179.807229,
"10205018: Ward 18",6506.321276,13119.512077,16.071713,1331.008829,30.01274,52.745,21055.671635,
"10205019: Ward 19",2183.317368,17348.94939,5.77398,1945.409482,17.32194,95.4455,21596.21766,
"10205020: Ward 20",2096.816939,15367.27044,19.498026,3627.309624,30.9608,29.8657,21171.721529,
"10205021: Ward 21",4852.208118,19618.094315,81.25238,856.661322,95.35625,21.86026,25525.432645,
"10206001: Ward 1",413.404378,8981.610662,53.958834,4996.49571,88.42375,36.0878,14569.981134,
"10206002: Ward 2",11281.296776,2581.00374,22.08902,5340.631791,92.025,27.6227,19344.669027,
"10206003: Ward 3",1087.713629,19534.638153,41.156655,1356.004662,68.485,69.1185,22157.116599,
"10206004: Ward 4",1461.318628,15171.195444,30.066165,1159.986125,239.265,96.635,18158.466362,
"10206005: Ward 5",730.499977,14365.762178,36.83453,2074.615182,8.135,24.5348,17240.381667,
"10206006: Ward 6",895.234482,22089.475902,30.799952,1709.02328,50.73331,163.1695,24938.436426,
"10206007: Ward 7",996.090662,18666.895702,100.289183,6240.49443,95.20557,124.3329,26223.308447,
"10206008: Ward 8",2301.965788,18940.254139,6.545601,4969.640775,48.08661,180.3588,26446.851713,
"10206009: Ward 9",634.168655,18061.05692,27.95198,2437.238948,44.8775,13.9248,21219.218803,
"10206010: Ward 10",13209.531752,712.831909,7.30052,3.74408,8.135,8.8524,13950.395661,
"10206011: Ward 11",926.613193,11718.0288,10.94223,2734.997973,31.98285,120.0964,15542.661446,
"10206012: Ward 12",1216.997728,23590.763795,52.08138,1697.038633,65.2591,78.0963,26700.236936,
"10301001: Ward 1",2826.708251,15095.638821,61.634695,3785.631271,65.31888,54.9717,21889.903618,
"10301002: Ward 2",640.877878,18208.596578,76.503069,1557.844564,147.70625,136.8531,20768.381439,
"10301003: Ward 3",2158.478976,22011.435536,43.469866,1199.920291,73.62,328.02667,25814.951339,
"10301004: Ward 4",2267.83879,8537.684705,37.311264,8065.643516,58.62024,89.4734,19056.571915,
"10301005: Ward 5",7085.948325,16580.907399,122.504237,6175.832581,100.89,31.55333,30097.635872,
"10301006: Ward 6",6364.650623,11052.849339,36.19635,406.578067,145.70625,69.966,18075.946629,
"10301007: Ward 7",3272.700763,16085.22588,42.857536,1776.928717,83.28875,131.1622,21392.163846,
"10301008: Ward 8",5304.067769,8809.562607,9.254538,182.128506,6.135,53.1139,14364.26232,
"10301009: Ward 9",5090.132672,14688.047965,23.603641,1229.458343,1.92466,9.7604,21042.927681,
"10301010: Ward 10",5721.241632,14836.069515,22.990569,1680.44545,57.7398,421.6507,22740.137666,
"10301011: Ward 11",6378.123991,7243.462762,23.291018,766.294577,23.00625,649.9932,15084.171798,
"10301012: Ward 12",6459.172035,10214.963902,32.252787,430.434092,13.80375,65.3293,17215.955866,
"10301013: Ward 13",7521.110829,17183.827168,50.991908,3345.859257,217.59,785.9219,29105.301062,
"10302001: Ward 1",6979.253362,1114.031212,11.684809,3349.680515,9.2025,4.3383,11468.190698,
"10302002: Ward 2",1345.541577,6631.617337,27.94287,6855.542034,39.34375,14.2846,14914.272168,
"10302003: Ward 3",664.325816,576.437794,37.865904,9978.129841,23.3375,49.4064,11329.503255,
"10302004: Ward 4",886.410881,12376.788344,53.514232,3945.545201,85.96546,33.6338,17381.857918,
"10302005: Ward 5",11422.472294,178.145878,13.72509,11.59081,85.89,4.3976,11716.221672,
"10302006: Ward 6",12611.893563,244.085371,14.29583,233.1708,127.30125,7.7833,13238.530114,
"10302007: Ward 7",293.608324,316.505212,22.650757,7347.880171,30.675,3.3769,8014.696364,
"10302008: Ward 8",1397.993704,19895.249878,30.269326,2305.555508,204.32,185.275,24018.663416,
"10302009: Ward 9",161.953205,787.771052,3.563724,4752.944075,27.6075,35.8023,5769.641856,
"10302010: Ward 10",4625.769229,5134.725691,32.666687,5937.224994,113.19626,62.6467,15906.229561,
"10302011: Ward 11",4477.52911,10858.085708,25.58792,4971.324667,58.02671,37.2313,20427.785415,
"10302012: Ward 12",7152.03534,211.95114,4.91641,4.95586,170.24625,0,7544.105,
"10302013: Ward 13",386.522994,257.924886,17.02908,9710.000049,19.80375,8.7638,10400.044559,
"10303001: Ward 1",854.647159,11667.977567,40.287379,2801.136107,26.07375,312.4954,15702.617362,
"10303002: Ward 2",1300.365211,20629.980461,55.174233,1537.016142,23.81796,161.8603,23708.214307,
"10303003: Ward 3",2572.66235,8701.810319,20.52667,12.209294,151.84125,9.7877,11468.837583,
"10303004: Ward 4",937.42409,4592.383608,35.475934,10097.611416,46.58398,88.8763,15798.355328,
"10303005: Ward 5",1021.01252,10083.554129,23.845691,5290.592159,59.67341,51.3967,16530.074609,
"10304001: Ward 1",2042.801662,12439.653508,35.648387,6650.940327,110.04705,837.432,22116.522934,
"10304002: Ward 2",832.48977,13919.82284,46.499362,2571.845456,44.51648,31.3144,17446.488308,
"10304003: Ward 3",1579.420503,17093.599314,55.589199,3449.131112,12.27,35.3461,22225.356228,
"10304004: Ward 4",327.597444,1909.58487,11.28053,3944.62396,34.7425,3.242,6231.071304,
"10304005: Ward 5",3609.62076,16837.217554,49.845471,68.720088,191.71875,3.515,20760.637623,
"10401001: Ward 1",542.04282,13741.075278,21.32012,500.147734,12.27,12.0579,14828.913852,
"10401002: Ward 2",414.381444,16453.751979,26.63689,2622.423942,39.12557,112.6734,19668.993225,
