SuperWEB2(tm)

"Labour Force - Census 1996-2011"
"South Africa by 2011 Electoral Wards by Education level (grouped)"
"Counting: Person weighted"

Filters:
"Default Summation","Person weighted"

"Education level (grouped)","No schooling","Some primary","Complete primary","Some secondary","Grade 12/Std 10","Higher","Unspecified","Not applicable","Total",
"South Africa by 2011 Electoral Wards",
"52901010: Ward 10",2816.497927,6196.354875,1528.605539,5923.586767,2185.516684,350.99147,170.81432,2798.566151,21970.933733,
"52901011: Ward 11",2683.335343,4904.969091,1212.104715,4611.295677,2113.353278,118.015734,338.7756,2386.435839,18368.285277,
"52901012: Ward 12",3913.582091,8851.146302,2261.001612,8618.050796,3848.318494,316.807199,132.29337,4007.081765,31948.281629,
"52901013: Ward 13",748.230035,2453.245607,649.886124,3406.596782,2480.107663,624.697654,94.81513,1154.846064,11612.425059,
"52901014: Ward 14",1469.302658,5707.535288,1491.491467,8105.04797,6170.319648,1530.650043,183.1262,2897.388945,27554.862219,
"52901015: Ward 15",676.503497,2280.180793,620.064542,3480.485274,2810.210127,312.671814,66.85322,1159.789841,11406.759108,
"52901016: Ward 16",2685.541353,6218.859471,1316.063213,6035.008059,2733.707405,204.459053,318.3985,2716.317314,22228.354368,
"52901017: Ward 17",659.045305,1747.131333,424.70927,2654.730597,1428.214754,56.81117,4,897.512583,7872.155012,
"52902001: Ward 1",4014.88107,6443.601795,1418.792806,4124.032681,1401.827941,167.450125,97.25706,2570.444361,20238.287839,
"52902002: Ward 2",2464.302263,4480.987459,896.010519,4489.104131,2279.919635,514.702415,132.20794,1610.256136,16867.490498,
"52902003: Ward 3",5448.746269,8192.166439,1756.600666,5997.488165,2310.752583,540.153258,656.20939,2706.248871,27608.365641,
"52902004: Ward 4",1554.730609,3313.768221,945.274627,4601.592884,2161.925003,267.522807,107.96374,1567.467614,14520.245505,
"52902005: Ward 5",801.329707,2761.045004,533.169007,2830.132165,1776.473307,178.920889,24.50584,1340.707541,10246.28346,
"52902006: Ward 6",627.945701,1867.080785,409.260205,3069.181185,4472.294749,4367.018048,514.11763,1185.148647,16512.04695,
"52902007: Ward 7",3344.493676,5861.578922,1259.057425,5475.617424,2533.869871,311.705837,202.37688,2502.787456,21491.487491,
"52902008: Ward 8",1080.253415,3022.827018,612.832137,2960.140456,1240.993884,153.133216,0,1441.021184,10511.20131,
"52902009: Ward 9",1838.404447,4447.604409,1061.282883,4143.216043,1998.729632,219.178317,86.34763,1764.646335,15559.409696,
"52902010: Ward 10",2035.996871,5026.905567,1241.708773,5584.565483,3126.634672,461.40421,21.96257,2400.489979,19899.668125,
"52902011: Ward 11",2983.450429,5082.074367,1039.678951,4329.461414,2536.214093,730.16407,199.33801,2032.945956,18933.32729,
"52902012: Ward 12",1703.892722,4846.550644,1034.020027,5291.678664,2860.873479,300.902269,6.1551,2396.868685,18440.94159,
"52902013: Ward 13",3041.039528,4334.320349,1162.295995,6817.159089,4384.120081,361.64099,293.23275,1903.184722,22296.993504,
"52902014: Ward 14",920.794051,3317.942853,784.217774,3708.666009,1861.214051,82.951496,1.29565,1529.996697,12207.078581,
"52902015: Ward 15",2288.371381,5776.251944,1426.011656,6550.415226,3339.292204,607.803854,68.38951,2474.977931,22531.513706,
"52902016: Ward 16",1991.016204,4865.995568,1278.648618,8052.248221,7227.988641,2850.317371,824.97059,2156.610304,29247.795517,
"52902017: Ward 17",3342.530919,4745.721135,1111.613059,5846.919297,5213.324107,2566.946613,994.36987,2160.70789,25982.13289,
"52902018: Ward 18",1148.882912,3747.554773,864.696359,4160.223992,2849.756977,616.847659,16.59952,1621.325844,15025.888036,
"52902019: Ward 19",1581.604838,3472.726951,881.891461,5384.483713,5121.516875,1877.472473,638.01961,1954.341637,20912.057558,
"52902020: Ward 20",2258.001586,3565.74436,868.541307,3169.550905,1202.315161,115.882984,230.18768,1355.773082,12765.997065,
"52902021: Ward 21",5438.911361,5514.194945,1031.913959,4204.273905,1932.676461,277.846341,414.001,2370.38932,21184.207292,
"52902022: Ward 22",5417.207556,6475.173852,1506.615405,6886.179233,5736.683805,3423.439508,1064.88922,2842.321962,33352.510541,
"52902023: Ward 23",1387.461649,3862.653554,818.980911,4305.093362,1921.254099,112.100696,1.29565,1938.107174,14346.947095,
"52902024: Ward 24",8818.981168,13294.886332,3572.721895,12545.45715,4167.855795,562.944476,1077.68055,6391.75552,50432.282886,
"52902025: Ward 25",2829.271404,5146.718697,1140.834488,4116.036111,1725.982391,153.19338,237.1942,2266.745532,17615.976203,
"52902026: Ward 26",1472.820785,2749.876457,657.558331,3503.436273,1681.531788,90.114021,173.47263,1271.720197,11600.530482,
"52902027: Ward 27",5519.485641,6361.095455,1407.439888,4551.983636,1830.362304,288.357081,232.4167,2762.022216,22953.162921,
"52903001: Ward 1",4110.395604,5646.307527,1186.487126,4173.879887,1634.784364,220.806884,388.11548,2392.196403,19752.973275,
"52903002: Ward 2",5064.029371,7524.461047,1237.730122,4486.183013,1266.086772,170.234119,536.16285,3182.04734,23466.934634,
"52903003: Ward 3",8683.501688,9031.74784,1724.428518,5083.60357,1624.853892,300.996597,216.6599,3336.245842,30002.037847,
"52903004: Ward 4",8418.215919,8284.756752,1434.99017,4441.536387,1198.848054,121.242401,623.64935,3813.715229,28336.954262,
"52903005: Ward 5",4528.981473,5702.471985,1124.450135,3522.436798,1345.029633,154.447049,199.3156,2431.711063,19008.843736,
"52903006: Ward 6",3520.633145,8024.39953,1501.322169,5537.698085,2233.86717,421.957812,79.6703,3345.118548,24664.666759,
"52903007: Ward 7",4396.65229,5089.936257,890.429619,2701.896281,1037.643359,80.064671,125.1732,2281.25413,16603.049807,
"52903008: Ward 8",3641.366476,5651.218609,964.733033,3622.350314,1213.742397,233.567376,8.0405,2433.545915,17768.56462,
"52903009: Ward 9",2036.138909,4037.692792,809.561313,2886.302469,1095.920419,232.421593,36.73275,1649.27265,12784.042895,
"52903010: Ward 10",4453.924694,5504.945694,1101.932076,4041.755906,1501.063036,104.805098,47.2612,2462.043444,19217.731148,
"52903011: Ward 11",4647.649596,6348.019723,1259.246264,4333.804755,1850.519721,286.149936,227.32882,2731.135141,21683.853956,
"52903012: Ward 12",3396.907566,8700.231699,1802.712132,6766.16694,2882.680011,243.250712,276.45675,3351.073215,27419.479025,
"52903013: Ward 13",3850.298528,8754.685176,1703.000291,7308.208889,3018.406673,442.541119,265.34755,3553.401835,28895.890061,
"52903014: Ward 14",3869.752523,5873.584529,1226.000675,4675.161822,1828.359642,182.588936,164.2532,2524.817755,20344.519082,
"52903015: Ward 15",1918.645702,3573.93178,705.893367,3582.621987,1661.349889,241.798114,9.26025,1597.839874,13291.340963,
"52903016: Ward 16",7429.083544,7717.42632,1153.362198,3830.69371,869.286624,78.044643,662.1764,3708.987013,25449.060452,
"52903017: Ward 17",8599.433354,9332.362402,1828.177897,6220.166563,1605.385024,102.664866,212.147,3923.828626,31824.165732,
"52903018: Ward 18",6786.673478,8319.223626,1745.620031,7075.63063,2039.257782,214.829318,212.05825,3401.337272,29794.630387,
"52903019: Ward 19",10255.55589,13119.184751,2677.119376,9138.012526,2541.641608,169.93244,469.4383,5488.810411,43859.695302,
"52904001: Ward 1",7018.677199,8615.966224,1618.477059,5691.450157,2679.519592,661.097906,435.83078,4360.66772,31081.686637,
"52904002: Ward 2",8689.39077,9419.082355,1400.402831,3995.336063,1136.520666,210.266945,1130.3214,4838.448666,30819.769696,
"52904003: Ward 3",9883.186004,9769.530756,1497.356534,4447.529688,1300.627299,207.748861,254.88069,4501.012053,31861.871885,
"52904004: Ward 4",7686.759175,10696.209683,1678.775999,5674.954268,2193.081832,416.268784,159.4017,4338.326354,32843.777795,
"52904005: Ward 5",7001.679305,9427.594823,1512.338353,5361.224426,1729.766843,282.225129,589.42985,4322.666545,30226.925274,
"52904006: Ward 6",9084.80873,9077.281701,1580.243736,4918.381172,1757.704352,415.906249,1317.312,4243.09624,32394.73418,
"52904007: Ward 7",7422.279384,9246.750057,1660.646199,5579.903989,1581.846008,119.418364,492.5886,4185.492442,30288.925043,
"52904008: Ward 8",8060.051689,11109.441472,1909.953513,6383.187088,1693.342439,217.39306,378.46065,4399.189956,34151.019867,
"52904009: Ward 9",4984.150506,7880.482941,1271.586945,5301.060779,1752.546267,361.152629,53.9114,3339.43906,24944.330527,
"52904010: Ward 10",4119.580891,6378.256917,1206.812707,4738.350682,1903.375119,544.806538,336.3326,3102.938159,22330.453613,
"52904011: Ward 11",12106.266596,11461.967961,2313.977026,7356.288439,1825.725262,284.788896,492.74255,5258.5839,41100.34063,
"54301001: Ward 1",6872.288803,10949.697056,1750.011038,4715.438196,926.31649,126.862588,205.31505,5060.211131,30606.140352,
"54301002: Ward 2",3463.492959,8638.357238,1501.817582,4678.20458,892.818356,356.881579,464.657,3728.554158,23724.783452,
"54301003: Ward 3",5178.321705,10552.775384,1973.406166,5212.408195,1192.393228,231.745707,289.1293,4354.651583,28984.831268,
"54301004: Ward 4",3561.130241,10021.006102,1812.275464,5248.002535,1094.71226,418.654245,339.58191,3794.651397,26290.014154,
"54301005: Ward 5",4736.805877,7843.429551,1709.617584,5370.165766,1434.430338,278.536967,141.72043,3046.250558,24560.957071,
"54301006: Ward 6",7518.775387,9581.89776,1773.361323,4757.459121,1283.387214,359.207097,374.81245,3934.982427,29583.882779,
"54301007: Ward 7",3656.595289,8889.30768,1744.544319,5626.358318,1739.362607,259.984777,150.57295,3361.466479,25428.192419,
"54301008: Ward 8",6179.871238,12257.01416,2296.449815,7383.522724,1721.89061,251.37151,280.5118,4806.007178,35176.639035,
"54301009: Ward 9",2684.819401,8176.731687,1585.332861,6006.363968,1990.948345,616.610384,650.58023,3034.219244,24745.60612,
"54301010: Ward 10",4287.257155,8712.785603,1722.291582,6591.472956,2138.317062,410.192376,158.26692,3570.180864,27590.764518,
"54301011: Ward 11",4245.605915,8520.938798,1750.868597,5375.259612,1499.370792,569.054699,554.20269,3409.857845,25925.158948,
"54302001: Ward 1",1411.935459,4164.437885,706.054726,2142.077877,575.627106,150.359684,158.18299,1464.219995,10772.895722,
"54302002: Ward 2",966.238712,2558.601063,573.253765,2274.313113,883.996686,581.590053,214.12894,1029.241909,9081.364241,
"54302003: Ward 3",1045.570401,2272.506592,537.241624,1891.808478,1276.705353,636.367514,148.28563,762.060433,8570.546025,
"54302004: Ward 4",1259.286995,2531.62494,492.110444,1513.467437,724.467805,412.272855,170.82332,847.688342,7951.742138,
"54303001: Ward 1",2340.990554,6927.088222,1663.360701,7456.97646,2112.451675,268.551783,118.25881,2993.539109,23881.217314,
"54303002: Ward 2",2617.08521,7894.617806,1468.180203,3305.840765,869.987515,396.920954,266.1999,2330.788633,19149.620986,
"54303003: Ward 3",817.154284,2630.417381,658.564368,4159.319761,3175.695186,2017.307852,279.7954,2059.84705,15798.101282,
"54303004: Ward 4",384.065545,3365.752211,753.679018,5002.894149,3305.126378,891.055265,23.72668,1732.326612,15458.625858,
"54303005: Ward 5",557.33253,2243.136228,667.851417,3221.086872,1943.285137,715.444269,79.44058,973.35788,10400.934913,
"54303006: Ward 6",3489.097265,11328.209003,2283.877169,5256.075958,2375.961732,1831.814947,390.20373,3611.229392,30566.469196,
"54303007: Ward 7",1099.598574,5286.774398,1368.306551,6681.165189,2806.586962,420.44974,55.23663,2351.214371,20069.332415,
"54303008: Ward 8",1591.542386,5278.958501,1290.212317,6515.335843,3474.155783,1253.82628,127.08978,2384.266825,21915.387715,
"54304001: Ward 1",2181.869204,7965.705222,1606.350864,4430.143224,1154.03071,278.677439,70.72213,2611.446736,20298.945529,
"54304002: Ward 2",1472.789011,4411.221005,940.467038,3701.642069,1725.929182,1057.424029,103.66681,1746.415197,15159.554341,
"54304003: Ward 3",5883.264339,9773.471934,1857.420525,5119.816522,1505.270526,194.816547,156.7644,3883.373612,28374.198405,
"54304004: Ward 4",2791.247722,7100.121628,1791.686023,6573.88631,2892.011215,1037.205939,117.11176,2710.210037,25013.480634,
"54304005: Ward 5",4505.936951,7024.445302,1077.618564,3894.423201,1387.911342,121.3385,87.15795,2958.864678,21057.696488,
"54304006: Ward 6",4441.279882,7682.844763,1413.36902,4318.935338,1125.8863,210.268841,109.54085,3113.558555,22415.683549,
"54304007: Ward 7",2431.028669,5045.319417,863.344844,3223.874443,1236.948857,306.486049,52.71423,2055.117759,15214.834268,
"54304008: Ward 8",7260.53986,11285.715955,2023.799281,6924.544866,2020.74411,218.96486,134.71285,4478.078069,34347.099851,
"54304009: Ward 9",5353.822172,8374.171232,1480.266538,4392.550132,1345.223289,317.896642,116.66355,2896.242768,24276.836323,
"54304010: Ward 10",4138.505629,9766.962583,1753.422036,6034.241671,1775.417971,331.701576,165.98674,3530.620464,27496.85867,
"54304011: Ward 11",3247.175151,7998.594302,1801.873252,5078.409628,1161.474706,437.662611,166.72404,3034.941266,22926.854956,
"54304012: Ward 12",3585.066895,9831.569017,1716.561507,4710.460582,1436.56858,239.86871,538.5423,3551.088665,25609.726256,
"54305001: Ward 1",4424.286602,11141.573304,1823.120937,4655.443596,1014.156646,216.931223,127.59697,4058.196806,27461.306084,
"54305002: Ward 2",2821.941994,10042.07219,1854.986246,5471.060786,1171.190492,353.218739,125.65085,3764.054002,25604.175299,
"54305003: Ward 3",2932.954311,9288.906182,1752.343351,5408.990831,1292.576853,285.135595,88.2522,3424.798667,24473.95799,
"54305004: Ward 4",2896.711118,10853.961603,1621.936749,4150.238769,645.590799,199.157887,91.58814,3832.016675,24291.20174,
"54305005: Ward 5",3186.410672,12241.96466,1818.77846,4747.617508,644.554471,211.859585,128.05144,4301.531855,27280.768651,
"54305006: Ward 6",3870.126179,13284.119123,2140.378799,5896.724711,907.274938,249.117613,161.68495,4842.116371,31351.542684,
"54305007: Ward 7",2740.399863,11733.879082,1905.455365,5763.534738,934.907043,346.188486,127.60024,3962.789346,27514.754163,
"54305008: Ward 8",4209.561841,11392.597865,2054.351527,6105.402701,1152.792306,268.262334,173.58952,4199.304896,29555.86299,
"54305009: Ward 9",2765.129128,10830.703491,1698.560648,4279.691075,633.175598,218.59083,61.5632,3532.531988,24019.945958,
"54305010: Ward 10",3496.513103,11613.901133,2067.152856,6235.362966,1075.074897,397.706094,108.70175,4223.928003,29218.340802,
"54305011: Ward 11",2305.427643,6929.571136,1341.113708,5334.702692,1424.956184,717.379149,138.9277,2920.024196,21112.102408,
"54305012: Ward 12",3056.968139,9788.607937,1789.53174,6882.288798,1842.737746,629.940135,180.09604,3989.112221,28159.282756,
"54305013: Ward 13",3585.802361,10940.70666,1893.051965,6396.574152,1202.648911,554.067967,84.9396,4336.018067,28993.809683,
"54305014: Ward 14",5012.166322,11299.828483,1760.48624,5575.211725,1247.76659,281.437453,124.8084,4490.585168,29792.290381,
"54305015: Ward 15",3381.393473,9118.196738,1366.618087,4127.495357,675.696613,172.022982,136.02729,3386.441087,22363.891627,
"54305016: Ward 16",1049.598747,4372.484505,899.988228,4824.735489,2849.280262,1863.187024,157.80642,2056.40814,18073.488815,
"54305017: Ward 17",2304.396046,6826.636692,1347.454073,6139.201134,1831.141464,1336.192907,84.78555,2971.174407,22840.982273,
"54305018: Ward 18",3152.076588,11673.924158,1764.266934,5267.630315,800.995994,294.191319,158.8985,4062.918218,27174.902026,
"54305019: Ward 19",2541.311738,9195.835009,1495.797894,4562.936231,913.467098,537.278755,109.2165,3536.28349,22892.126715,
"54305020: Ward 20",3384.04058,10389.525269,1833.032047,6501.576206,1329.084797,352.022402,206.60585,3818.337724,27814.224875,
"59500001: Ward 1",14328.403892,21783.8239,4695.284965,20488.771928,8149.942553,1175.415397,2130.23087,8842.366711,81594.240216,
"59500002: Ward 2",15800.29159,27930.382169,5664.5672,21361.191636,6962.12802,779.652813,575.33565,11627.619707,90701.168785,
"59500003: Ward 3",9243.496625,22604.30683,4868.768855,23686.837966,12443.235542,1779.60893,409.5307,10152.480892,85188.26634,
"59500004: Ward 4",13688.189084,27887.095044,6711.198695,29222.592198,12676.308065,1654.102227,898.5715,11902.194738,104640.251551,
"59500005: Ward 5",13992.664065,27582.431131,6476.78087,27321.632864,9315.808505,986.968454,690.59886,11730.829458,98097.714207,
"59500006: Ward 6",6951.17476,19001.77663,5029.544315,25646.432524,14009.326985,3503.274347,775.92319,8741.009831,83658.462582,
"59500007: Ward 7",10820.041989,19849.416724,4310.514261,19171.019039,7715.640885,1574.452665,629.49463,8597.908142,72668.488335,
"59500008: Ward 8",8126.468974,19210.31967,4542.852594,21067.713576,13408.705613,8481.743027,1030.28204,8522.078376,84390.16387,
"59500009: Ward 9",6008.909179,18453.682406,4360.684438,20509.927531,14255.416796,7724.094674,1155.75836,8186.290731,80654.764115,
"59500010: Ward 10",2876.278318,7708.252706,1736.461432,10648.876275,14093.829377,17680.013847,1915.34885,3743.240805,60402.30161,
"59500011: Ward 11",6561.908,22731.695725,5908.453305,38657.242261,23838.450576,5840.6916,1294.57084,11373.366582,116206.378889,
"59500012: Ward 12",8327.257003,19291.675902,4913.995367,26279.611707,15359.817752,4151.725114,1423.7049,9069.822092,88817.609837,
"59500013: Ward 13",7329.478824,20168.089405,5421.232399,27663.135808,15823.52565,3907.32575,1300.96794,9752.090179,91365.845955,
"59500014: Ward 14",9283.18604,19527.795824,5502.418029,24771.472873,9299.047398,803.117128,1308.4908,9090.501664,79586.029756,
"59500015: Ward 15",7639.695459,20677.381405,5770.15458,28420.712483,15353.19961,1654.54686,1921.31853,10692.467769,92129.476696,
"59500016: Ward 16",4347.987311,13892.557551,3176.723196,22088.282163,20524.920075,11348.089782,2078.5616,8085.295239,85542.416917,
"59500017: Ward 17",5576.098967,17085.060671,4824.299769,27480.076162,18931.618596,4313.714374,1208.37256,8080.179196,87499.420295,
"59500018: Ward 18",2564.681551,9024.221476,1853.104934,16688.202833,22303.190199,21094.513969,3109.33395,5434.97924,82072.228152,
"59500019: Ward 19",9512.920963,23970.286159,6280.928159,31570.860819,17841.569802,4141.950857,785.45252,11964.581862,106068.551141,
"59500020: Ward 20",4819.217302,14124.508981,4112.741756,21585.948654,13419.921927,1730.395493,505.62289,5823.867775,66122.224778,
"59500021: Ward 21",4393.049494,11842.094581,2912.658992,20587.788409,17203.138636,10059.433081,1546.16534,6778.284598,75322.613131,
"59500022: Ward 22",7564.584258,17058.429938,5213.533476,26462.358619,11580.504839,1498.372077,692.85819,8703.538221,78774.179618,
"59500023: Ward 23",6607.399631,15664.81959,4446.532243,24307.572586,22351.078719,12278.702809,1975.45989,8205.868729,95837.434197,
"59500024: Ward 24",4769.881993,17041.717785,5149.34495,30227.66438,21604.929379,14855.300073,1937.80487,8175.981852,103762.625282,
"59500025: Ward 25",5237.315902,15475.065801,4242.064677,27271.042213,23505.964882,9531.557257,1499.95609,8340.302247,95103.269069,
"59500026: Ward 26",2597.827459,7092.37961,1801.186903,18853.32538,30395.113291,14047.597315,3344.46855,7668.950958,85800.849466,
"59500027: Ward 27",2140.808375,6009.61948,1415.793091,13108.120918,19010.301844,18179.374597,2454.19455,5683.108559,68001.321414,
"59500028: Ward 28",2748.972831,5791.05582,1646.993083,13600.350126,21305.869312,10474.734646,1145.16624,4061.939219,60775.081277,
"59500029: Ward 29",4411.26949,14581.145447,4190.469529,22109.07272,12934.381732,2854.087217,436.75188,7843.010573,69360.188588,
"59500030: Ward 30",4601.935932,16274.564193,4584.158403,28784.090128,20580.80275,7099.460797,1090.99791,8537.997779,91554.007892,
"59500031: Ward 31",4402.716098,12900.989618,3402.470874,26257.478525,24931.188823,17856.243497,2541.66482,8336.142182,100628.894437,
"59500032: Ward 32",3033.985032,6231.227019,1815.831828,13410.611764,16747.777276,7302.604495,2242.85188,4223.712478,55008.601772,
"59500033: Ward 33",2751.051876,8405.2331,2073.80919,21171.652946,25012.719558,20919.982651,2521.29674,7461.324962,90317.071023,
"59500034: Ward 34",6260.098105,17358.766253,4870.667025,31258.374532,24060.348538,11088.122003,1636.09415,8328.444866,104860.915472,
"59500035: Ward 35",2707.466298,8160.01126,1718.550354,12929.92819,21503.619715,21303.389886,2891.36233,5349.400324,76563.728357,
"59500036: Ward 36",3416.823675,11147.357448,2523.820026,18344.535861,24171.742105,21642.139626,2124.36804,5443.968303,88814.755084,
"59500037: Ward 37",3882.136727,16850.584687,3681.846328,24781.94024,23734.908929,9996.753924,905.17077,7979.770292,91813.111897,
"59500038: Ward 38",10105.746676,25146.525339,6172.862074,30609.807795,13153.470983,1501.898199,874.13683,11461.900275,99026.348171,
"59500039: Ward 39",9432.7389,12861.051285,4324.073766,20474.231043,12323.991696,1127.165652,311.92754,4813.771114,65668.950996,
"59500040: Ward 40",7570.628688,18110.804911,5003.746973,28881.03876,19136.958309,3453.371026,665.31217,7743.696006,90565.556843,
"59500041: Ward 41",7196.085584,20260.425567,5314.236355,30020.607027,17637.767852,2907.820145,698.88155,9665.644785,93701.468865,
"59500042: Ward 42",8581.936337,26496.016163,6749.558257,34637.934481,17321.450844,2436.236469,1634.40626,13000.259187,110857.797998,
"59500043: Ward 43",7276.990412,23239.471644,5680.566766,32066.386363,16914.36284,3025.396474,1578.09627,10602.902345,100384.173114,
"59500044: Ward 44",9990.713937,25635.510216,6632.800455,34814.041953,18671.949638,3358.335833,1163.38708,12922.327658,113189.06677,
"59500045: Ward 45",10717.383326,24456.431874,6252.48578,34322.700232,19712.730393,3577.302241,2169.77176,11741.885251,112950.690857,
"59500046: Ward 46",5698.100394,17225.607451,4465.300821,28784.698824,17774.852745,3379.901449,873.30464,8014.081956,86215.84828,
"59500047: Ward 47",9735.25965,20621.518679,5837.748082,30753.653559,17110.50477,2199.179194,817.86324,9857.675975,96933.403149,
"59500048: Ward 48",6029.115363,15251.24583,4500.672356,27024.123166,19920.078006,3408.357306,956.44977,6946.589781,84036.631578,
"59500049: Ward 49",6164.178623,17003.257877,4782.525946,33124.717586,23679.175762,4093.072767,1151.67008,7436.08429,97434.682931,
"59500050: Ward 50",3887.194033,12995.058149,3890.984144,29737.981155,23099.046942,5048.604271,1352.65774,5521.151175,85532.677609,
"59500051: Ward 51",5607.246012,19367.407998,5845.078141,38336.202917,25831.316628,4484.808544,904.24146,8335.53686,108711.83856,
"59500052: Ward 52",6012.273395,18275.848154,5545.150834,37191.752687,24550.35185,3417.923823,939.2713,8069.320481,104001.892524,
"59500053: Ward 53",14328.644526,27136.560724,6961.438926,29682.354666,10521.953868,882.017797,781.76455,12347.309806,102642.044863,
"59500054: Ward 54",8107.979188,19212.22478,5490.274553,28455.224259,15525.179538,1443.39733,1203.5037,9152.410803,88590.194151,
"59500055: Ward 55",11503.604829,28633.76637,7518.944966,37323.291421,17501.053611,2153.938977,711.49439,14048.312134,119394.406698,
"59500056: Ward 56",13693.880291,31684.251662,8137.71367,36872.085969,15472.33047,1560.066016,1184.37545,14525.031857,123129.735385,
"59500057: Ward 57",11971.402303,23462.615836,5928.105899,26745.547338,10507.902251,980.317128,508.50549,11114.93573,91219.331975,
"59500058: Ward 58",5341.89962,14088.731419,3342.965623,20619.526667,19021.522688,8633.672063,1137.50648,7213.580756,79399.405316,
"59500059: Ward 59",14548.942665,27920.084665,7113.549922,33312.250869,14903.104523,1470.64528,914.63051,13589.919981,113773.128415,
"59500060: Ward 60",9593.073058,20046.757242,4879.574635,27129.746743,18652.137294,6437.104843,1153.9651,8772.072233,96664.431148,
"59500061: Ward 61",9182.505087,18283.597771,4973.971639,30975.432516,21939.635454,5940.271526,1051.08732,7690.123774,100036.625087,
"59500062: Ward 62",7029.426298,15637.486119,3937.815506,20661.69504,14346.338593,3333.085104,975.6913,7116.949655,73038.487615,
"59500063: Ward 63",3960.359763,12091.009757,2814.657317,26142.6158,25887.285828,13390.001474,2925.69662,6106.817344,93318.443903,
"59500064: Ward 64",3444.202923,12198.056238,2769.911073,27267.460662,26216.430976,16145.626992,1008.19874,6847.954963,95897.842567,
"59500065: Ward 65",5629.731781,17459.411652,4154.288949,35659.271491,30443.025953,15416.954794,1840.2395,8922.928405,119525.852525,
"59500066: Ward 66",3431.008626,11001.935793,2497.969551,28043.801825,26379.218063,12147.457152,2286.42291,6240.043538,92027.857458,
"59500067: Ward 67",7752.875015,22118.171,5085.805767,26926.050714,14980.812107,2631.64455,402.09317,10364.874233,90262.326556,
"59500068: Ward 68",6249.714146,20972.14894,6498.020762,46065.935828,24657.196561,5644.725931,1351.02057,9716.001615,121154.764353,
"59500069: Ward 69",6773.30147,17688.942658,4942.83145,32251.569227,24658.443677,6020.116071,1243.32187,7539.750963,101118.277386,
"59500070: Ward 70",7357.31411,18782.307532,5681.855725,36558.176849,26410.842133,6258.904205,1411.8313,7397.790658,109859.022512,
"59500071: Ward 71",8214.484962,19972.808146,5883.412806,34502.400186,22932.026743,4992.774039,1565.2897,8941.855368,107005.05195,
"59500072: Ward 72",7304.345001,17433.371172,4552.646213,26847.743597,19091.465801,2221.332337,773.34104,8231.535831,86455.780992,
"59500073: Ward 73",6454.194771,16278.335054,5024.556812,33161.26191,26714.631488,4631.672247,1460.10596,7484.911331,101209.669573,
"59500074: Ward 74",5075.126734,13884.955625,4262.155459,25378.376667,15076.993618,2625.624839,840.42485,6318.840527,73462.498319,
"59500075: Ward 75",6988.218088,12065.613908,3969.446902,23061.850525,12192.4248,2527.932541,968.98988,5670.200317,67444.676961,
"59500076: Ward 76",3866.278423,8340.891767,2470.20624,14457.675406,9903.036828,1659.08674,296.13477,4831.769735,45825.079909,
"59500077: Ward 77",12574.950281,27802.223379,7345.324691,35984.556891,18409.842254,2188.771983,887.46642,13362.089343,118555.225242,
"59500078: Ward 78",8311.466386,19188.408436,5489.893828,29495.373858,15949.213108,3089.463743,804.70401,9344.215167,91672.738536,
"59500079: Ward 79",7829.384049,23485.291639,6197.176132,31530.38635,17791.991928,2938.99875,1058.64549,11045.872856,101877.747194,
"59500080: Ward 80",7049.745017,19729.461367,5256.351252,29258.147926,16764.111466,3304.921467,1308.62018,9822.912657,92494.271332,
"59500081: Ward 81",6098.296359,17637.619961,4695.741619,25323.471786,15321.929222,2927.842013,939.15726,8380.026036,81324.084256,
"59500082: Ward 82",4948.676479,15555.985304,3980.411633,23079.372154,15845.693322,5404.473184,799.69122,8234.278454,77848.58175,
"59500083: Ward 83",7360.447553,22589.37205,6382.274684,34007.217403,21146.929874,4137.216555,901.93421,11440.677378,107966.069707,
"59500084: Ward 84",9455.469456,19646.710189,4748.291148,25450.950572,17629.53551,8208.041332,1262.52769,10245.136332,96646.662229,
"59500085: Ward 85",6234.022216,18298.547477,4695.284477,27350.18805,19206.384789,7153.808027,832.66565,9284.092292,93054.992978,
"59500086: Ward 86",6078.436299,17884.357794,4426.36408,24918.319055,14826.797269,4151.244843,614.05513,9182.537429,82082.111899,
"59500087: Ward 87",6121.661631,14395.214977,3760.003235,21949.143006,14942.051572,2880.68821,649.28043,7536.425172,72234.468233,
"59500088: Ward 88",6388.975286,16497.44522,4375.89361,27263.324072,24211.030585,4353.579671,824.32087,9916.311075,93830.880389,
"59500089: Ward 89",6040.037946,14475.159832,3969.318938,20497.435401,11938.329116,2146.22179,247.71732,6081.065263,65395.285606,
"59500090: Ward 90",6322.558457,16542.990786,5405.09253,31349.660117,20262.34271,6685.00918,1787.31679,5938.119677,94293.090247,
"59500091: Ward 91",12986.110513,27324.641321,7323.932354,33730.507658,16782.470519,3147.450543,799.80293,12872.993077,114967.908915,
"59500092: Ward 92",6619.110428,16861.543472,4877.004208,26888.145203,16144.227801,6749.695609,1084.82313,8279.486502,87504.036353,
"59500093: Ward 93",8266.343024,20197.592955,4642.482458,27460.716137,16179.279292,6694.131116,1784.69377,10037.950471,95263.189223,
"59500094: Ward 94",7085.405844,18511.944692,4415.101714,23276.64753,13306.841492,2087.424292,2340.59579,8713.902863,79737.864217,
