SuperWEB2(tm)

"Labour Force - Census 1996-2011"
"South Africa by 2011 Electoral Wards by Education level (grouped)"
"Counting: Person weighted"

Filters:
"Default Summation","Person weighted"

"Education level (grouped)","No schooling","Some primary","Complete primary","Some secondary","Grade 12/Std 10","Higher","Unspecified","Not applicable","Total",
"South Africa by 2011 Electoral Wards",
"93504023: Ward 23",1376.78363,3801.450016,872.221279,7246.04259,9178.4511,7313.469029,1184.0021,3658.554028,34630.973772,
"93504024: Ward 24",6210.774064,11397.935654,2571.658426,11483.030393,4102.546346,954.90053,301.01169,5398.427498,42420.284601,
"93504025: Ward 25",2941.388502,9713.795852,1898.769225,11733.922074,11133.106086,7790.488375,461.87829,6297.066396,51970.4148,
"93504026: Ward 26",293.369153,952.910288,219.872548,1249.153481,5263.620991,1895.997301,156.26534,2986.306366,13017.495468,
"93504027: Ward 27",4295.414972,11690.906929,2815.667275,14260.378877,5664.888264,1994.004803,256.96494,6182.41856,47160.64462,
"93504028: Ward 28",5118.225364,9729.512022,2195.762936,10345.555803,3678.055111,780.254441,202.30037,4846.064167,36895.730214,
"93504029: Ward 29",4579.398423,9263.322308,2194.002286,9410.542235,3075.10266,855.04687,232.08649,4363.92776,33973.429032,
"93504030: Ward 30",5132.919568,10654.82839,2664.48794,11251.871395,3989.229785,1016.615557,401.40424,4891.457553,40002.814428,
"93504031: Ward 31",6093.337685,11751.979719,2852.661037,13242.43612,6121.780986,1611.114321,287.4612,6301.680885,48262.451953,
"93504032: Ward 32",6486.995568,10508.580485,2549.194997,12254.270821,4750.099361,1301.925981,275.49464,5611.562404,43738.124257,
"93504033: Ward 33",8315.861205,12607.062704,2933.453304,12638.183546,3922.836872,1017.034695,343.48888,6449.735929,48227.657135,
"93504034: Ward 34",5748.572016,12769.45659,3088.172431,12532.057859,3904.96095,1459.473193,348.82661,5793.451646,45644.971295,
"93504035: Ward 35",5446.873114,10276.533594,2498.001182,10484.142502,3467.709165,813.850723,252.36302,4745.521262,37984.994562,
"93504036: Ward 36",6228.513916,10167.07144,2652.491798,11085.391778,4997.36004,1129.252594,820.56366,4949.652046,42030.297272,
"93504037: Ward 37",3468.289696,8969.111942,2354.87367,14172.731648,10337.896269,4061.065773,532.07232,5308.233548,49204.274866,
"93504038: Ward 38",5719.960681,10069.495083,2477.075016,9673.714939,3637.741334,663.717475,236.45992,4886.986422,37365.15087,
"93505001: Ward 1",5568.794197,7725.3399,1430.901904,5792.95912,1508.769659,244.679421,132.4939,3735.022584,26138.960685,
"93505002: Ward 2",6464.160117,7940.675977,1512.703071,6006.64074,1463.333426,335.781084,146.63862,3702.021136,27571.954171,
"93505003: Ward 3",6030.98175,6435.861591,1255.043975,5405.333327,1476.358708,234.433867,248.63242,3305.628063,24392.273701,
"93505004: Ward 4",4283.063704,5592.353192,1158.935674,4852.120536,1375.553198,458.793719,121.91238,2819.778019,20662.510422,
"93505005: Ward 5",4834.859212,5992.93466,1384.244583,5272.509317,1163.793479,314.870188,105.10891,2952.044387,22020.364736,
"93505006: Ward 6",4714.653876,7178.955581,1420.973488,5544.463539,1496.921176,406.661988,121.31738,3178.803304,24062.750332,
"93505007: Ward 7",5168.730514,6992.779511,1427.947831,6210.722526,1671.379871,337.612422,97.68831,3288.70907,25195.570055,
"93505008: Ward 8",4720.487,6853.689454,1429.082021,6072.416792,2737.988799,1271.197958,245.7054,3787.776437,27118.343861,
"93505009: Ward 9",5070.592409,7062.683695,1542.944674,6587.118727,1949.036316,525.472939,317.04462,3146.085568,26200.978948,
"93505010: Ward 10",4179.075634,5436.062788,1201.024554,4542.89183,1481.381357,233.721309,352.32944,2455.726492,19882.213404,
"93505011: Ward 11",3781.843291,5325.052514,1154.761408,4603.114765,1403.064105,207.484048,136.27166,2346.926925,18958.518716,
"93505012: Ward 12",3377.37407,4814.639347,1138.377594,4577.923173,1920.142693,634.835832,159.77341,2226.244449,18849.310568,
"93505013: Ward 13",3721.432507,5324.604419,1169.30383,5706.167066,2039.544606,435.06285,91.62297,2656.257944,21143.996192,
"93505014: Ward 14",3938.25071,6272.182768,1448.026552,6381.081644,2196.2519,571.537254,260.84816,2877.580503,23945.759491,
"93505015: Ward 15",1171.6933,4336.696353,734.990917,4513.496075,4233.630102,6198.064429,195.22589,2323.207295,23707.004361,
"93505016: Ward 16",2321.137845,4337.536099,901.67435,5654.332127,3715.151058,2826.865906,180.49132,2601.344507,22538.533212,
"93505017: Ward 17",954.129239,3346.104032,964.311016,5381.092963,3046.258955,2427.583978,119.63584,2723.307581,18962.423604,
"93505018: Ward 18",1131.52533,3265.233456,650.702389,4447.07252,3295.838417,3591.069831,145.34171,2325.291662,18852.075315,
"93505019: Ward 19",5510.903269,7836.319989,1729.97244,7859.169867,2467.599426,601.339555,325.92832,4064.459935,30395.692801,
"93505020: Ward 20",4982.143321,6459.676171,1335.4984,6100.890491,1898.483162,427.565989,418.30066,3395.470477,25018.028671,
"93505021: Ward 21",4233.987375,5300.659345,1313.984393,5673.103931,2382.579721,1868.282365,206.83764,2855.682231,23835.117001,
"93505022: Ward 22",5278.817933,7289.881249,1596.125193,8091.671909,3118.701759,697.385934,157.21006,3885.207159,30115.001196,
"93505023: Ward 23",4929.205142,6074.716826,1432.981344,6783.654972,2852.849304,1394.984147,286.09992,3380.314883,27134.806538,
"93505024: Ward 24",4040.065056,4750.336275,1075.639276,4634.861582,1518.053905,390.340806,56.01846,2493.833897,18959.149257,
"93505025: Ward 25",5563.589287,6857.650968,1448.77394,5831.165405,1820.215514,463.20315,173.79913,3504.778003,25663.175397,
"93505026: Ward 26",4765.058323,7756.664152,1684.988806,7657.040444,2730.281522,538.44036,206.33844,4198.858743,29537.67079,
"93505027: Ward 27",4591.777276,6457.251332,1348.699588,6364.272736,4464.155238,1131.075394,450.51564,3463.010361,28270.757565,
"93505028: Ward 28",5052.752833,5917.908045,1356.29452,5081.946747,1560.463048,260.602185,653.37752,2752.055067,22635.399965,
"93505029: Ward 29",4543.314741,5279.941429,1171.840524,4471.941003,2507.392878,808.989331,111.9224,2582.481802,21477.824108,
"93601001: Ward 1",5902.430989,7462.00617,1904.34047,5535.440768,2230.457478,798.852897,1020.23316,3041.137733,27894.899665,
"93601002: Ward 2",2111.965815,5019.463578,1276.967456,6445.269614,4722.489648,2274.211527,512.42242,2351.51807,24714.308128,
"93601003: Ward 3",5843.728208,7893.441729,2659.291343,9550.307604,2612.090897,271.694071,303.5967,3843.452176,32977.602728,
"93601004: Ward 4",2821.663756,5413.629403,1226.371759,4128.813546,1342.029032,500.641485,428.19764,1841.201941,17702.548562,
"93601005: Ward 5",1738.176829,2509.838054,723.491591,3755.013629,2499.743732,882.514226,492.75814,1241.705155,13843.241356,
"93601006: Ward 6",1646.211916,3993.003439,1330.297623,5612.719472,2667.480422,800.024828,449.83906,1234.183596,17733.760356,
"93601007: Ward 7",2406.083145,4253.183971,1240.480468,5682.704245,3533.019955,545.06305,191.95072,2290.763551,20143.249105,
"93601008: Ward 8",588.641549,1677.335714,468.987043,2198.416609,2016.293365,836.350552,60.20328,2226.270502,10072.498614,
"93601009: Ward 9",2151.709693,5820.181743,1567.266444,6917.195064,3253.707836,583.379451,189.47498,2584.058005,23066.973216,
"93601010: Ward 10",1238.525625,3094.925807,994.604558,3796.105395,1401.472047,155.574819,58.54632,1334.10554,12073.860111,
"93601011: Ward 11",337.069079,570.972599,217.81063,582.943165,164.562175,6.453005,0,3886.243145,5766.053798,
"93601012: Ward 12",700.732756,1121.378661,324.22502,1428.967861,702.037781,99.526114,14.46442,562.593901,4953.926514,
"93602001: Ward 1",1199.791029,4168.900121,1013.373981,7173.550887,4015.528784,1519.121699,212.4818,3579.154416,22881.902717,
"93602002: Ward 2",1316.2602,3245.722678,1026.993746,5401.978933,2782.789959,1218.808546,207.89218,7014.814818,22215.26106,
"93602003: Ward 3",6990.658116,10607.518813,2899.979635,7789.842873,2514.44827,1068.576072,850.09554,4021.306659,36742.425978,
"93602004: Ward 4",925.25813,2632.142483,653.984231,4385.606388,4279.203888,3574.352811,403.11517,1733.713462,18587.376563,
"93602005: Ward 5",1305.952942,2876.114602,870.651909,4637.674277,3856.468502,2335.204221,449.59476,1385.579336,17717.240549,
"93602006: Ward 6",2255.027496,5438.994084,1082.181758,4297.255345,1221.296572,317.092192,68.09971,2232.199197,16912.146354,
"93602007: Ward 7",5318.575077,6906.806407,1294.699104,5411.437305,1267.703765,280.787371,389.592,3116.875349,23986.476378,
"93602008: Ward 8",4714.251896,7552.003182,1564.097183,6840.182271,1772.183157,557.944437,526.45408,3662.951339,27190.067545,
"93602009: Ward 9",3180.838207,6904.626993,1296.723362,5183.881864,1587.575968,552.901142,213.03575,3289.395506,22208.978792,
"93602010: Ward 10",3563.752724,7670.432869,1473.386329,5584.75503,1485.924069,533.249026,187.5711,3596.88716,24095.958307,
"93602011: Ward 11",5398.060325,6228.968005,1641.474653,5123.899977,1692.187776,403.376068,253.70405,3033.399552,23775.070406,
"93602012: Ward 12",3661.89495,6875.589074,1453.305118,5693.807032,1771.449152,519.162143,350.31368,3115.895426,23441.416575,
"93604001: Ward 1",3536.4613,6657.117622,1555.864475,6734.801304,2554.607841,656.600389,208.40678,2978.984503,24882.844214,
"93604002: Ward 2",1617.436724,2790.555765,665.975046,3211.627202,1620.119617,461.042577,0,1286.980071,11653.737002,
"93604003: Ward 3",2870.809754,3402.081135,991.862898,3817.638363,1665.415563,651.720561,632.27742,1475.331933,15507.137627,
"93604004: Ward 4",632.381779,1289.474955,415.762227,3830.970896,3495.528818,1265.881327,370.23651,884.723977,12184.960489,
"93604005: Ward 5",4221.144978,6612.986103,1389.389084,4327.61283,1602.926599,462.388921,286.66386,2722.459649,21625.572024,
"93605001: Ward 1",3312.039113,6519.387907,1491.639618,4686.07558,1299.387633,367.238532,143.3591,2740.125615,20559.253098,
"93605002: Ward 2",8795.38782,13150.82694,3102.799132,8027.722273,2443.419732,988.502203,507.28986,4567.776146,41583.724106,
"93605003: Ward 3",1484.006522,3975.666595,978.159201,2889.569181,825.827999,200.236568,68.71585,1753.330752,12175.512668,
"93605004: Ward 4",439.87309,1471.932104,363.092177,2778.338391,3329.957318,2226.101622,228.68892,872.997041,11710.980663,
"93605005: Ward 5",2736.724246,5964.404948,1352.549141,4570.245985,1695.742889,270.616072,133.94649,2667.355992,19391.585763,
"93605006: Ward 6",4378.768311,7682.89584,1800.240312,6094.50606,2385.705632,515.308773,126.04457,3246.648242,26230.11774,
"93605007: Ward 7",4072.144649,6675.343345,1423.920372,5729.236878,2924.805973,1016.236791,292.94189,2645.334657,24779.964555,
"93605008: Ward 8",1938.422815,3727.169378,1030.934417,5763.084202,3417.933223,1825.505288,427.4273,1560.214155,19690.690778,
"93605009: Ward 9",885.841326,1997.778704,462.385251,2230.208032,1246.302107,337.007634,89.48251,887.0494,8136.054964,
"93606001: Ward 1",2563.387968,6325.55315,1402.576601,7408.987245,5758.97014,3151.631065,1571.12576,3317.382166,31499.614095,
"93606002: Ward 2",3344.253385,6298.014082,1640.795208,6421.426154,2640.649252,614.712722,281.11444,2593.593633,23834.558876,
"93606003: Ward 3",1995.384402,4026.681377,872.624054,3307.95952,1245.312806,342.314601,83.92996,1640.620332,13514.827052,
"93606004: Ward 4",5561.592607,10600.22416,2191.253262,6757.388823,2425.569887,921.22505,663.12651,4810.126244,33930.506543,
"93606005: Ward 5",1254.908567,3526.65538,858.420658,4098.821374,1917.875567,820.4944,216.03645,1415.263675,14108.476071,
"93606006: Ward 6",1498.161265,3766.848518,858.430746,3911.46079,1603.030912,419.259008,328.64675,1656.042546,14041.880535,
"93606007: Ward 7",1594.401939,4017.166195,882.963855,4291.145767,2408.776934,904.987144,363.6759,1923.095727,16386.213461,
"93606008: Ward 8",1582.872982,3979.112476,920.160748,3403.985785,2073.672957,390.145117,60.44865,1675.03328,14085.431995,
"93606009: Ward 9",706.480183,1462.716976,261.518588,1084.354441,490.677128,173.434087,101.42894,534.350081,4814.960424,
"93607001: Ward 1",5731.97266,9057.749154,1826.679156,7166.221802,1713.575149,509.193522,280.03108,4224.047861,30509.470384,
"93607002: Ward 2",5341.609904,7285.208627,1486.698442,5470.611205,1566.880981,637.446927,838.06024,3525.444864,26151.96119,
"93607003: Ward 3",4719.772169,8070.879204,1502.153401,6576.195167,1648.104643,666.247081,119.60062,3728.19639,27031.148675,
"93607004: Ward 4",5470.87094,9583.628995,1956.36216,7460.746986,1957.424213,481.0847,403.49434,4355.227116,31668.83945,
"93607005: Ward 5",4409.453293,7170.828259,1443.553457,5562.829957,1427.635554,462.443685,552.99606,2919.548154,23949.288419,
"93607006: Ward 6",5501.684556,9431.442767,1840.840394,6410.091668,1305.943134,371.624669,356.33416,4170.74083,29388.702178,
"93607007: Ward 7",5504.237647,7567.659121,1582.877672,5775.286591,1519.885627,348.22279,252.32432,3279.650884,25830.144652,
"93607008: Ward 8",4968.642427,8325.835219,1705.945479,6389.301649,1594.541792,455.756615,494.84886,3583.730421,27518.602462,
"93607009: Ward 9",5585.258225,9402.629227,1858.512859,7167.744676,1822.819763,427.536041,287.31714,4285.840644,30837.658575,
"93607010: Ward 10",5772.666794,7820.066341,1522.118795,6960.933036,1699.78136,421.597874,263.38942,3560.985926,28021.539546,
"93607011: Ward 11",6446.650791,8982.17688,1894.06523,8066.213,2415.376949,738.181889,271.66616,3843.362058,32657.692957,
"93607012: Ward 12",2156.07141,4518.065347,1172.079477,6502.108564,3397.539941,857.481476,120.24832,2442.507996,21166.102531,
"93607013: Ward 13",6696.108762,8480.982804,1698.623413,7294.462269,1978.476571,350.053844,469.85309,3981.328272,30949.889025,
"93607014: Ward 14",4532.755564,6773.303894,1566.652059,6515.344612,2567.602764,675.178399,272.12674,3059.812217,25962.776249,
"93607015: Ward 15",5432.42015,7379.178241,1424.136157,5815.893462,1546.38161,263.921132,178.55221,3217.411724,25257.894686,
"93607016: Ward 16",4670.937211,6402.258243,1251.848069,5856.104244,1607.941007,415.027192,243.878,2762.572058,23210.566024,
"93607017: Ward 17",6607.375306,7071.410322,1443.527621,6008.711683,1508.40185,389.190426,198.97018,3475.134003,26702.721391,
"93607018: Ward 18",7904.423554,9648.232552,1997.127391,9499.551994,2856.444907,626.549152,409.63856,4703.903693,37645.871803,
"93607019: Ward 19",5179.785078,6594.661807,1426.234748,6725.055239,2054.138419,312.96409,361.53786,3240.258459,25894.6357,
"93607020: Ward 20",5679.828373,6877.120225,1560.76646,7305.038944,2035.403754,399.364942,270.57466,3320.707099,27448.804457,
"93607021: Ward 21",4280.814816,5373.283763,1121.293021,4580.588306,948.629014,196.042702,195.2512,2264.554173,18960.456995,
"93607022: Ward 22",4788.451971,6091.950656,1409.758912,6854.748625,2176.539482,662.064841,401.51554,3128.223489,25513.253516,
"93607023: Ward 23",2079.950545,4399.670206,1074.229804,4957.209664,2125.779478,552.096472,166.39052,2223.403006,17578.729695,
"93607024: Ward 24",5463.674426,7815.831497,1630.027906,7922.456168,3251.39885,1853.85986,792.22284,3786.597896,32516.069443,
"93607025: Ward 25",7102.316123,8274.159082,2354.736471,10048.243332,3853.425662,1221.288598,360.98632,4218.536184,37433.691772,
"93607026: Ward 26",2124.926501,3418.878532,900.613267,5005.079507,3331.698705,1751.305208,889.72627,1894.788787,19317.016777,
"93607027: Ward 27",3056.748823,4809.037454,1132.082669,6746.225707,4331.25594,2660.021298,539.65857,2432.514815,25707.545276,
"93607028: Ward 28",4620.505491,7561.12063,1661.487559,8881.732895,4136.918199,1767.076027,337.32419,4395.649876,33361.814867,
"93607029: Ward 29",5372.547838,7556.662107,1916.307758,9154.209227,3040.427119,513.991199,245.10538,3712.697684,31511.948312,
"93607030: Ward 30",6845.359946,7073.840472,1690.081901,7827.749895,2184.831741,353.190839,439.29683,3522.080179,29936.431803,
"93607031: Ward 31",1200.169529,5396.51205,1040.897489,7298.73691,6060.22371,4019.959852,54.31779,3431.231835,28502.049165,
"93607032: Ward 32",3073.50932,4357.818057,1324.352553,7909.960997,5795.067186,2789.98832,2161.84616,3099.092908,30511.635501,
"94701001: Ward 1",4336.559298,5841.028407,1221.818704,4242.840224,1122.985902,209.965823,134.41284,2799.194159,19908.805357,
"94701002: Ward 2",5245.965096,6439.794628,1141.220573,4237.501964,1310.929988,260.730697,181.16552,3016.979208,21834.287674,
"94701003: Ward 3",7169.3333,8584.283461,1706.398174,6317.991812,1819.908259,346.395415,279.1995,4008.455486,30231.965407,
"94701004: Ward 4",4157.278699,5358.187532,1075.327606,4017.518852,1147.21476,192.877601,169.89765,2598.206476,18716.509176,
"94701005: Ward 5",5888.611103,4867.961123,1852.159978,4879.193108,1229.467646,408.449992,690.68869,2292.709694,22109.241334,
"94701006: Ward 6",5052.942157,6356.857684,1394.691397,5540.446914,1933.718702,513.484136,148.09393,3104.372144,24044.607064,
"94701007: Ward 7",1348.486937,1711.705337,482.095975,2646.245758,1975.628146,1326.636357,369.04676,972.804714,10832.649984,
"94701008: Ward 8",1991.050511,3390.26887,668.456266,4036.177384,1878.593352,682.084184,6.49799,1729.491918,14382.620475,
"94701009: Ward 9",4455.045291,6281.02924,1386.103089,6343.930953,2339.814143,505.639802,361.46424,3087.989019,24761.015777,
"94701010: Ward 10",5445.495843,6188.505244,1255.589819,5376.607693,1636.523525,210.204938,277.47616,2981.384933,23371.788155,
"94701011: Ward 11",4260.715755,4853.068829,1069.495175,4607.778406,1685.841595,401.644777,332.85647,2548.013051,19759.414058,
"94701012: Ward 12",5364.042358,7401.644706,1448.922883,6110.64015,2055.550349,393.391978,60.50379,3569.592168,26404.288382,
"94701013: Ward 13",3565.417298,5939.90463,1033.93676,4872.934178,1582.027041,360.038207,138.62632,2765.482667,20258.367101,
"94701014: Ward 14",2636.491016,3940.824447,798.125847,3021.114918,797.787505,102.308256,13.2973,1783.170526,13093.119815,
"94701015: Ward 15",5951.437953,8000.104062,1569.779098,5498.200431,1664.983056,418.010593,202.23204,3808.834114,27113.581347,
"94701016: Ward 16",4864.052876,6858.947858,1480.373087,6053.462922,1927.487896,820.398674,515.24906,3621.026591,26140.998964,
