MSOA11CD,regionName,2021-12-04,2021-12-11,2021-12-18,2021-12-25,All Ages
E02004500,East of England,41,46,110,160,9132
E02004501,East of England,47,60,111,124,7027
E02004502,East of England,36,50,95,96,7276
E02004503,East of England,51,47,106,157,7953
E02004504,East of England,65,69,87,133,7887
E02004505,East of England,23,30,70,92,6075
E02004506,East of England,35,46,86,112,7141
E02004507,East of England,78,86,126,177,9877
E02004508,East of England,48,50,83,84,6484
E02004509,East of England,114,178,271,334,15662
E02004512,East of England,63,72,115,209,11602
E02004513,East of England,81,104,225,172,13797
E02004514,East of England,58,36,78,77,5675
E02004515,East of England,67,55,134,128,9150
E02004516,East of England,80,87,180,213,14200
E02004517,East of England,80,59,120,157,9147
E02004518,East of England,73,74,129,193,7884
E02004519,East of England,48,29,67,112,7287
E02004520,East of England,72,84,138,178,9616
E02004521,East of England,59,46,87,166,9422
E02004522,East of England,45,99,211,178,12516
E02004523,East of England,75,80,109,156,10426
E02004524,East of England,65,56,97,113,8364
E02004525,East of England,50,43,61,123,7688
E02004526,East of England,38,33,65,81,7221
E02004527,East of England,49,70,120,151,8818
E02004528,East of England,28,44,149,126,8463
E02004529,East of England,53,37,99,144,6885
E02004530,East of England,37,31,92,153,6573
E02004531,East of England,35,46,95,127,7048
E02004532,East of England,25,22,108,106,6476
E02004533,East of England,39,63,109,143,7474
E02004534,East of England,42,66,137,215,9065
E02004535,East of England,25,36,80,125,5922
E02004536,East of England,28,39,106,111,6207
E02004537,East of England,42,82,159,203,9283
E02004538,East of England,56,78,196,192,9848
E02004539,East of England,62,61,177,155,8051
E02004540,East of England,51,56,105,117,6031
E02004541,East of England,80,86,242,311,11868
E02004542,East of England,41,29,113,116,6805
E02004543,East of England,22,39,99,123,7358
E02004544,East of England,92,76,159,246,9184
E02004545,East of England,46,41,71,127,7707
E02004546,East of England,68,46,62,166,8076
E02004547,East of England,55,62,95,183,9345
E02004548,East of England,51,47,110,221,8603
E02004549,East of England,41,38,86,125,7810
E02004550,East of England,54,53,95,145,8343
E02004551,East of England,40,46,73,116,7343
E02004552,East of England,47,39,73,123,6288
E02004553,East of England,65,41,93,160,7318
E02004554,East of England,57,56,70,171,7263
E02004555,East of England,37,60,68,111,6497
E02004556,East of England,58,54,91,144,7504
E02004557,East of England,52,56,101,153,8591
E02004558,East of England,27,32,75,109,6919
E02004559,East of England,45,66,101,125,7747
E02004560,East of England,86,46,69,118,9216
E02004561,East of England,66,77,93,155,10706
E02004562,East of England,66,86,82,125,8221
E02004563,East of England,41,39,45,122,6590
E02004564,East of England,72,37,97,142,8278
E02004565,East of England,122,153,212,267,15995
E02004566,East of England,25,31,103,130,6112
E02004567,East of England,45,49,111,169,8244
E02004568,East of England,55,53,128,181,9200
E02004569,East of England,68,50,104,187,8332
E02004570,East of England,56,61,114,189,8881
E02004571,East of England,51,37,136,141,8102
E02004572,East of England,59,56,88,156,7893
E02004573,East of England,21,26,53,71,6542
E02004574,East of England,49,32,69,94,7969
E02004575,East of England,94,95,140,186,11867
E02004576,East of England,22,50,103,119,9041
E02004577,East of England,48,46,75,109,5820
E02004578,East of England,31,22,56,50,7381
E02004579,East of England,65,58,74,88,7442
E02004580,East of England,76,65,64,106,12150
E02004581,East of England,62,58,119,165,8148
E02004582,East of England,17,28,55,59,7023
E02004583,East of England,32,51,91,134,8917
E02004584,East of England,24,21,40,50,6640
E02004585,East of England,42,47,72,91,8667
E02004586,East of England,39,32,60,104,8316
E02004587,East of England,62,53,43,81,8154
E02004588,East of England,39,43,59,64,7192
E02004589,East of England,48,35,51,82,7669
E02004590,East of England,48,38,33,67,8415
E02004591,East of England,29,29,79,104,7651
E02004592,East of England,50,76,137,207,13858
E02004593,East of England,31,51,140,158,8833
E02004594,East of England,59,42,76,161,8799
E02004595,East of England,87,124,271,321,14845
E02004596,East of England,71,105,204,239,10863
E02004597,East of England,44,62,141,183,8787
E02004598,East of England,54,50,167,191,11205
E02004599,East of England,53,68,99,162,7918
E02004600,South West,36,34,37,55,5480
E02004601,South West,18,25,32,64,5482
E02004602,South West,25,41,59,62,6411
E02004603,South West,34,33,43,106,8228
E02004604,South West,73,44,56,57,8127
E02004605,South West,45,44,29,30,5588
E02004606,South West,57,75,90,126,10045
E02004607,South West,36,44,100,126,9411
E02004608,South West,49,52,105,117,10154
E02004609,South West,37,33,57,61,6957
E02004610,South West,23,43,65,83,7577
E02004611,South West,80,72,94,124,11732
E02004612,South West,33,54,50,81,9022
E02004613,South West,32,42,44,73,6442
E02004614,South West,34,31,30,62,5387
E02004615,South West,44,51,52,54,8513
E02004616,South West,63,45,67,75,9690
E02004617,South West,96,60,68,95,9288
E02004618,South West,25,36,61,65,7278
E02004619,South West,41,39,46,80,7383
E02004620,South West,67,52,110,135,8431
E02004621,South West,22,22,47,64,6574
E02004622,South West,40,23,80,129,7487
E02004623,South West,54,49,51,70,9094
E02004624,South West,45,33,74,78,6686
E02004625,South West,35,37,67,85,9840
E02004626,South West,49,47,56,57,10356
E02004627,South West,50,46,39,34,6258
E02004628,South West,40,26,30,51,7993
E02004629,South West,41,33,56,69,13153
E02004630,South West,40,44,46,49,6615
E02004631,South West,25,26,27,21,5117
E02004632,South West,49,60,52,96,10887
E02004633,South West,65,47,47,55,8453
E02004634,South West,69,69,95,100,10830
E02004635,South West,54,40,33,68,7445
E02004636,South West,52,42,41,83,7875
E02004637,South West,48,59,52,88,9208
E02004638,South West,53,23,32,62,5797
E02004639,South West,97,76,76,108,10459
E02004640,South West,36,34,47,62,8259
E02004641,South West,36,23,35,71,7339
E02004642,South West,71,81,87,109,11922
E02004643,South West,81,76,65,66,7982
E02004644,South West,78,63,75,83,9012
E02004645,South West,67,55,68,77,9102
E02004646,South West,50,52,70,66,8876
E02004647,South West,81,45,52,65,5963
E02004648,South West,39,33,41,41,5656
E02004649,South West,83,101,50,93,7331
E02004650,South West,210,140,120,143,14928
E02004651,South West,109,84,112,102,10506
E02004652,South West,18,35,39,55,6568
E02004653,South West,26,32,47,57,7131
E02004654,South West,41,79,80,103,11799
E02004655,South West,32,50,43,56,8016
E02004656,South West,54,46,65,88,11663
E02004657,South West,19,36,29,64,6817
E02004658,South West,17,17,50,55,6248
E02004659,South West,36,27,35,70,7061
E02004660,South West,26,46,46,56,6690
E02004661,South West,26,31,44,53,8673
E02004662,South West,52,32,58,52,6557
E02004663,South West,30,29,60,53,6601
E02004664,South West,25,29,65,40,7647
E02004665,South West,57,44,72,56,8926
E02004666,South West,93,85,74,77,12534
E02004667,South West,70,84,66,81,11409
E02004668,South West,82,48,44,72,9291
E02004669,South West,49,55,76,63,7629
E02004670,South West,135,106,127,178,16229
E02004671,South West,39,37,37,71,7202
E02004672,South West,61,78,78,147,13160
E02004673,South West,49,57,45,83,7231
E02004674,South West,64,63,89,110,11939
E02004675,South East,41,34,66,108,7278
E02004676,South East,28,37,58,92,7665
E02004677,South East,34,42,86,91,7518
E02004678,South East,53,46,89,99,7213
E02004679,South East,54,69,109,174,9934
E02004680,South East,47,46,72,104,7650
E02004681,South East,62,85,119,173,14074
E02004682,South East,43,38,67,123,8233
E02004683,South East,36,34,56,92,7687
E02004684,South East,56,79,80,133,10775
E02004685,South East,32,20,55,84,7988
E02004686,South East,31,40,68,127,8587
E02004687,South East,45,51,66,62,7555
E02004688,South East,40,49,49,95,7807
E02004689,South East,42,44,66,42,5378
E02004690,South East,49,39,75,118,7794
E02004691,South East,47,43,86,84,7672
E02004692,South East,50,45,48,98,7071
E02004693,South East,42,54,62,86,7228
E02004694,South East,52,38,68,77,7209
E02004695,South East,63,64,143,137,8409
E02004696,South East,46,64,97,70,7035
E02004697,South East,33,36,65,115,6923
E02004698,South East,16,24,38,59,6515
E02004699,South East,49,48,70,94,10904
E02004700,South East,36,48,52,82,5963
E02004702,South East,34,34,59,79,8093
E02004703,South East,68,92,97,137,12404
E02004704,South East,32,47,54,79,5715
E02004705,South East,52,51,70,108,9457
E02004706,South East,31,53,75,73,7791
E02004707,South East,74,67,111,104,11498
E02004708,South East,83,74,91,92,9451
E02004709,South East,60,46,78,108,8394
E02004710,South East,52,50,64,72,6532
E02004712,South East,35,43,84,98,8962
E02004713,South East,41,47,89,87,8044
E02004714,South East,38,57,76,120,7741
E02004715,South East,71,75,95,103,9391
E02004716,South East,110,79,72,99,8889
E02004717,South East,117,106,116,157,12439
E02004718,South East,80,59,99,132,9248
E02004719,South East,152,74,108,146,10940
E02004720,South East,83,74,107,154,11226
E02004721,South East,115,94,140,167,11437
E02004722,South East,36,43,85,72,7203
E02004723,South East,92,61,89,142,9907
E02004724,South East,89,65,100,121,8720
E02004725,South East,30,24,35,63,5471
E02004726,South East,30,30,32,89,5902
E02004727,South East,78,79,88,101,9994
E02004728,South East,56,65,83,83,9298
E02004729,South East,53,55,60,76,7457
E02004730,South East,58,70,81,78,8981
E02004731,South East,71,41,61,85,8024
E02004732,South East,78,64,98,98,8633
E02004733,South East,56,54,76,86,8057
E02004734,South East,58,67,75,104,10649
E02004735,South East,53,45,52,61,7552
E02004736,South East,27,62,46,89,8044
E02004737,South East,58,42,59,59,7985
E02004738,South East,58,45,48,67,7414
E02004739,South East,58,39,55,68,6951
E02004740,South East,69,39,41,43,7299
E02004741,South East,72,65,28,77,7789
E02004742,South East,56,56,38,70,7529
E02004743,South East,57,50,34,68,7427
E02004744,South East,63,71,70,91,9848
E02004745,South East,89,66,51,65,8944
E02004746,South East,79,65,67,120,11234
E02004747,South East,37,25,35,56,6799
E02004748,South East,44,53,58,85,10129
E02004749,South East,39,30,34,56,7209
E02004750,South East,44,47,45,72,7771
E02004751,South East,77,68,87,117,8107
E02004752,South East,64,56,80,101,8052
E02004753,South East,36,59,105,160,10781
E02004754,South East,37,39,76,94,7179
E02004755,South East,129,102,134,163,12304
E02004756,South East,123,100,127,121,8867
E02004757,South East,74,67,88,85,7891
E02004758,South East,96,77,101,133,9069
E02004759,South East,76,58,81,94,8460
E02004760,South East,75,59,117,144,10090
E02004761,South East,51,44,87,104,6808
E02004764,South East,26,39,43,101,8331
E02004765,South East,39,35,33,71,6101
E02004766,South East,45,38,41,101,7093
E02004767,South East,72,28,27,46,6289
E02004768,South East,33,44,43,51,5577
E02004769,South East,48,37,42,62,6456
E02004770,South East,85,71,60,62,7008
E02004771,South East,70,61,49,91,9415
E02004772,South East,64,52,74,95,9557
E02004774,South East,93,96,71,112,10110
E02004775,South East,90,72,88,123,10172
E02004776,South East,60,31,42,70,6073
E02004777,South East,25,16,29,37,5519
E02004778,South East,40,27,28,48,6230
E02004779,South East,56,43,67,85,10781
E02004780,South East,34,50,27,59,5993
E02004781,South East,56,46,63,103,8437
E02004782,South East,45,49,40,93,7899
E02004783,South East,68,67,64,93,7294
E02004784,South East,31,42,36,49,5650
E02004785,South East,25,42,54,65,5622
E02004786,South East,87,57,62,74,8585
E02004787,South East,52,44,56,64,7456
E02004788,South East,57,46,90,75,7147
E02004789,South East,94,75,75,105,10684
E02004790,South East,54,40,69,67,8140
E02004791,South East,37,37,53,53,5518
E02004792,South East,64,63,59,65,8453
E02004793,South East,48,46,81,88,7567
E02004794,South East,35,42,54,74,6957
E02004795,South East,69,50,94,59,9474
E02004796,South East,45,50,59,82,9818
E02004797,South East,43,53,88,105,8194
E02004798,South East,29,29,55,71,6279
E02004799,South East,26,25,55,60,8079
E02004800,South East,22,21,47,57,7670
E02004801,South East,42,56,55,82,7952
E02004802,South East,40,27,33,85,6519
E02004803,South East,42,16,46,78,7246
E02004804,South East,51,42,60,112,6824
E02004805,South East,90,55,75,124,8132
E02004806,South East,47,50,83,105,7837
E02004807,South East,44,41,69,112,9046
E02004808,South East,98,81,150,151,11300
E02004809,South East,57,55,94,168,9951
E02004810,South East,49,43,52,115,7563
E02004811,South East,49,42,63,82,7580
E02004812,South East,40,42,50,72,6407
E02004813,South East,30,34,45,77,5982
E02004814,South East,48,58,66,82,7154
E02004815,South East,82,81,98,77,7622
E02004816,South East,163,174,184,239,17794
E02004817,South East,53,67,39,79,7911
E02004818,South East,94,80,112,114,10185
E02004819,South East,72,51,65,96,7921
E02004820,South East,55,52,75,81,7338
E02004821,South East,35,41,50,41,5248
E02004822,South East,45,62,72,107,7708
E02004823,South East,48,52,70,110,8611
E02004824,South East,22,25,32,54,5850
E02004825,South East,55,51,82,179,10737
E02004826,South East,79,80,89,109,8850
E02004827,South East,50,76,75,117,7503
E02004828,South East,62,46,109,112,6731
E02004829,South East,46,85,127,74,5920
E02004830,South East,46,73,116,128,6864
E02004831,South East,70,99,155,126,9773
E02004832,South East,50,66,88,103,8483
E02004833,South East,89,79,160,161,9955
E02004834,South East,58,39,106,111,8109
E02004835,South East,62,74,129,170,11197
E02004836,South East,31,29,116,112,6920
E02004837,South East,34,48,104,110,8184
E02004838,South East,54,51,101,134,9590
E02004839,South East,58,50,85,95,8802
E02004840,South East,67,74,82,124,9800
E02004841,South East,71,83,102,111,11751
E02004842,South East,63,75,74,156,10577
E02004843,East of England,24,26,95,140,6922
E02004844,East of England,24,34,102,172,7340
E02004845,East of England,30,35,108,165,8057
E02004846,East of England,31,49,110,137,6207
E02004847,East of England,44,71,161,202,10704
E02004848,East of England,26,41,109,145,7650
E02004849,East of England,35,47,106,127,6694
E02004850,East of England,35,32,74,177,7512
E02004851,East of England,26,34,82,133,5905
E02004852,East of England,27,69,99,162,7774
E02004853,East of England,22,42,87,121,6712
E02004854,East of England,29,34,96,167,7729
E02004855,East of England,33,48,112,132,8386
E02004856,East of England,38,50,86,90,5764
E02004857,East of England,39,33,93,98,5995
E02004858,East of England,30,38,57,59,5160
E02004859,East of England,17,34,78,69,5274
E02004860,East of England,42,32,47,108,6057
E02004861,East of England,32,43,73,102,5489
E02004862,East of England,46,30,62,170,8010
E02004863,East of England,27,46,98,151,8029
E02004864,East of England,52,60,109,133,6505
E02004865,East of England,15,21,78,110,5626
E02004866,East of England,38,32,95,140,6722
E02004867,East of England,61,65,107,134,6667
E02004868,East of England,39,46,74,113,7454
E02004869,East of England,69,62,83,120,5861
E02004870,East of England,52,65,164,234,11600
E02004871,East of England,16,27,55,100,5194
E02004872,East of England,41,58,78,115,7423
E02004873,East of England,35,49,176,200,11696
E02004874,East of England,16,35,64,141,6160
E02004875,East of England,67,51,116,196,10203
E02004876,East of England,57,69,125,169,9303
E02004877,East of England,21,35,83,93,5265
E02004878,East of England,57,42,109,140,8627
E02004879,East of England,38,42,88,106,8474
E02004880,East of England,50,73,152,254,9935
E02004881,East of England,34,45,125,169,6952
E02004882,East of England,31,52,137,187,9085
E02004883,East of England,32,24,84,139,6229
E02004884,East of England,60,59,157,259,10970
E02004885,East of England,65,84,154,184,8526
E02004886,East of England,42,31,97,155,6601
E02004887,East of England,43,53,89,155,7631
E02004888,East of England,73,72,105,151,9132
E02004889,East of England,55,70,190,216,11666
