MSOA11CD,regionName,2021-12-04,2021-12-11,2021-12-18,2021-12-25,All Ages
E02003778,East of England,35,27,79,93,6469
E02003779,East of England,38,38,65,70,5052
E02003780,East of England,76,72,122,133,12066
E02003781,East of England,67,62,87,102,6457
E02003783,East of England,47,61,102,87,7682
E02003784,East of England,80,80,106,90,8636
E02003785,East of England,53,46,78,132,9243
E02003786,East of England,34,41,60,85,6689
E02003787,East of England,65,71,97,99,7330
E02003788,East of England,65,61,87,106,7766
E02003789,East of England,30,38,55,97,7260
E02003790,East of England,71,55,110,92,9411
E02003791,East of England,63,78,75,101,8155
E02003792,East of England,104,94,81,141,9755
E02003793,East of England,50,52,83,89,7062
E02003794,North West,31,41,43,126,8592
E02003795,North West,30,35,48,84,5778
E02003796,North West,36,46,52,76,7246
E02003797,North West,80,45,78,125,10215
E02003798,North West,33,39,41,62,6026
E02003799,North West,49,56,40,64,7116
E02003800,North West,51,25,58,76,6858
E02003801,North West,49,49,86,83,6861
E02003802,North West,30,40,67,148,8944
E02003803,North West,31,44,79,131,9864
E02003804,North West,44,53,61,129,6516
E02003805,North West,46,39,65,84,6279
E02003806,North West,60,63,60,113,8019
E02003807,North West,43,45,68,118,8013
E02003808,North West,26,38,52,73,6409
E02003809,North West,36,39,64,97,7980
E02003810,North West,40,47,85,128,9184
E02003811,North West,32,38,74,109,6960
E02003812,North West,25,23,66,101,6290
E02003813,North West,16,21,27,61,6107
E02003814,North West,49,36,53,121,8097
E02003815,North West,49,45,54,80,7170
E02003816,North West,37,47,57,110,7220
E02003817,North West,53,47,51,87,7029
E02003818,North West,55,30,37,79,5404
E02003819,North West,17,27,47,67,6248
E02003820,North West,37,53,76,149,9444
E02003821,North West,38,21,27,68,5393
E02003822,North West,52,40,74,130,11080
E02003823,North West,30,25,27,70,6515
E02003824,North West,27,24,43,68,5943
E02003825,North West,28,27,43,102,6249
E02003826,North West,51,37,64,94,8288
E02003827,North West,59,35,59,103,9678
E02003828,North West,34,33,41,75,6741
E02003829,North West,20,21,47,64,5621
E02003830,North West,27,26,51,79,8165
E02003831,North West,48,25,65,131,9815
E02003832,North West,15,18,45,77,6620
E02003833,North West,27,27,23,105,6048
E02003834,North West,24,18,42,101,7179
E02003835,North West,35,28,58,95,7848
E02003836,North West,36,25,22,87,7007
E02003837,North West,111,86,119,239,14681
E02003838,North West,42,39,69,131,7336
E02003839,North West,25,33,34,86,6996
E02003840,North West,46,49,61,102,10643
E02003841,North West,43,62,51,80,7971
E02003842,North West,31,30,47,82,5312
E02003843,North West,50,37,38,94,6022
E02003844,North West,54,67,39,85,6441
E02003845,North West,76,91,65,150,9939
E02003846,North West,47,63,61,81,6806
E02003847,North West,73,83,95,172,9437
E02003848,North West,43,38,32,76,4973
E02003849,North West,35,48,61,106,7674
E02003850,North West,35,22,52,61,4995
E02003851,North West,37,41,46,84,5511
E02003852,North West,53,64,52,102,6336
E02003853,North West,15,26,90,125,6124
E02003854,North West,21,24,86,93,6318
E02003855,North West,44,28,76,115,6397
E02003856,North West,55,73,119,231,10869
E02003857,North West,47,29,87,114,6685
E02003858,North West,26,28,97,139,7127
E02003859,North West,72,67,150,212,11986
E02003860,North West,34,41,99,169,7259
E02003861,North West,20,30,52,127,6306
E02003862,North West,19,43,55,85,5108
E02003863,North West,34,46,75,115,6712
E02003864,North West,47,37,118,145,8403
E02003865,North West,30,40,92,135,7998
E02003866,North West,35,27,68,118,5973
E02003867,North West,41,44,60,135,7526
E02003868,North West,29,43,84,164,8174
E02003869,North West,36,52,72,156,7125
E02003870,North West,63,72,112,229,10279
E02003871,North West,49,33,37,130,6721
E02003872,North West,40,41,91,161,9712
E02003873,North West,37,26,69,109,6050
E02003874,North West,85,83,81,162,9101
E02003875,North West,23,31,53,78,6298
E02003876,North West,31,50,42,67,5491
E02003877,North West,57,74,93,159,9261
E02003878,North West,43,57,84,127,8772
E02003879,North West,38,49,78,142,8873
E02003880,North West,33,37,45,83,6165
E02003881,North West,27,31,43,72,5847
E02003882,North West,66,56,97,112,9356
E02003883,North West,43,62,71,172,10726
E02003884,North West,56,53,53,111,8494
E02003885,North West,32,26,70,84,6105
E02003886,North West,32,46,43,88,6576
E02003887,North West,28,31,50,99,6587
E02003888,North West,30,31,51,88,6241
E02003889,North West,30,75,63,65,5999
E02003890,North West,27,32,70,122,6602
E02003891,North West,13,31,36,104,6012
E02003892,South West,33,24,19,33,6515
E02003893,South West,48,58,36,45,6685
E02003894,South West,26,29,45,53,8335
E02003895,South West,59,60,59,90,9037
E02003896,South West,21,25,33,56,5755
E02003897,South West,40,34,31,43,5531
E02003898,South West,22,25,45,30,6809
E02003899,South West,30,48,29,31,5417
E02003900,South West,33,52,61,48,7051
E02003901,South West,34,28,31,38,7981
E02003902,South West,27,13,47,63,5194
E02003903,South West,24,26,31,55,6264
E02003904,South West,17,17,27,32,4905
E02003905,South West,36,34,51,59,6939
E02003906,South West,38,50,42,48,6074
E02003907,South West,90,51,46,38,8524
E02003908,South West,43,31,43,60,8529
E02003909,South West,53,34,53,58,10511
E02003910,South West,28,28,28,50,6638
E02003911,South West,69,31,41,31,9139
E02003912,South West,33,21,31,46,8102
E02003913,South West,39,24,16,20,6214
E02003914,South West,62,40,41,68,8448
E02003915,South West,49,44,45,47,7858
E02003916,South West,29,32,35,57,7024
E02003917,South West,73,49,53,79,8191
E02003918,South West,40,21,39,33,7195
E02003919,South West,31,48,37,32,7421
E02003920,South West,51,51,43,39,8169
E02003921,South West,55,24,33,38,6066
E02003922,South West,53,54,57,30,8800
E02003923,South West,62,53,30,54,8761
E02003924,South West,23,21,35,44,6974
E02003925,South West,52,20,42,46,7794
E02003926,South West,70,42,52,46,8490
E02003927,South West,60,46,53,60,11819
E02003928,South West,78,71,53,80,12318
E02003929,South West,22,21,31,24,6874
E02003930,South West,63,26,30,35,9718
E02003931,South West,90,78,75,108,10599
E02003932,South West,67,49,58,69,7614
E02003933,South West,47,50,27,45,7287
E02003934,South West,39,19,26,39,7193
E02003935,South West,39,51,38,73,11068
E02003936,South West,56,34,46,57,8513
E02003937,South West,28,15,21,34,5631
E02003938,South West,36,38,25,41,7089
E02003939,South West,26,19,19,45,7184
E02003940,South West,34,18,35,28,6273
E02003941,South West,82,56,47,25,8468
E02003942,South West,56,42,39,43,8175
E02003943,South West,46,36,44,45,6926
E02003944,South West,55,50,50,57,10214
E02003945,South West,30,26,46,37,6129
E02003946,South West,45,32,20,48,9713
E02003947,South West,38,14,27,35,6679
E02003948,South West,53,34,27,49,8247
E02003949,South West,43,35,19,35,6659
E02003950,South West,40,15,22,15,5588
E02003951,South West,58,27,13,54,5902
E02003952,South West,53,51,83,80,9207
E02003953,South West,132,74,66,78,11394
E02003954,South West,51,33,65,100,7377
E02003955,South West,50,50,83,117,10044
E02003956,South West,50,48,58,28,7922
E02003957,South West,97,83,56,68,11150
E02003958,South West,64,46,42,37,8398
E02003959,South West,45,44,39,31,7097
E02003960,South West,34,41,24,21,6125
E02003961,South West,46,41,41,58,9796
E02003962,South West,32,30,37,39,7349
E02003963,South West,48,52,38,48,10163
E02003964,South West,37,38,25,34,8057
E02003965,North West,49,27,27,60,11108
E02003966,North West,32,20,18,43,6990
E02003967,North West,33,10,34,69,8423
E02003968,North West,11,15,33,62,9111
E02003969,North West,12,8,17,46,6640
E02003970,North West,20,9,22,70,8112
E02003971,North West,10,16,24,71,7884
E02003972,North West,19,29,59,116,9113
E02003973,North West,23,16,48,123,8767
E02003974,North West,8,18,42,102,7796
E02003975,North West,14,22,42,114,7180
E02003976,North West,7,12,26,61,6707
E02003977,North West,24,25,23,93,6217
E02003978,North West,17,16,40,87,5529
E02003979,North West,28,27,33,153,7513
E02003980,North West,23,22,39,103,6535
E02003981,North West,21,40,46,175,6541
E02003982,North West,31,30,43,179,7681
E02003983,North West,24,27,53,94,7383
E02003984,North West,14,28,38,79,6550
E02003985,North West,29,12,40,120,6661
E02003986,North West,19,14,28,101,6116
E02003987,North West,3,21,15,33,5899
E02003988,North West,7,9,24,47,6610
E02003989,North West,12,14,16,57,7031
E02003990,North West,41,36,43,73,10428
E02003991,North West,20,27,36,50,7455
E02003992,North West,18,20,31,54,8092
E02003993,North West,14,32,37,71,8875
E02003994,North West,24,23,32,42,7196
E02003995,North West,44,23,25,68,9948
E02003996,North West,20,21,37,60,9398
E02003997,North West,31,25,19,58,9376
E02003998,North West,22,28,13,31,6707
E02003999,North West,36,20,35,114,11509
E02004000,North West,17,11,19,77,5144
E02004001,North West,20,15,31,95,5277
E02004002,North West,34,57,61,182,9888
E02004003,North West,47,47,36,183,11657
E02004004,North West,74,48,54,168,9933
E02004005,North West,49,34,46,99,7750
E02004006,North West,23,39,46,104,8623
E02004007,North West,40,39,18,80,9769
E02004008,North West,18,18,34,46,6324
E02004009,North West,14,23,24,31,6271
E02004010,North West,36,29,44,52,7570
E02004011,North West,50,38,56,88,10559
E02004012,North West,11,17,25,41,5488
E02004013,North West,58,37,42,56,9938
E02004014,North West,41,17,21,35,7604
E02004015,North West,24,25,22,52,6348
E02004016,North West,26,40,33,75,8269
E02004017,North West,47,31,50,86,8771
E02004018,North West,25,40,52,89,8515
E02004019,North West,23,18,36,59,7915
E02004020,North West,44,16,42,97,8795
E02004021,North West,5,21,8,25,5337
E02004022,North West,13,10,33,61,5528
E02004023,North West,24,24,30,61,6309
E02004024,North West,17,29,52,87,7298
E02004025,North West,15,13,37,71,7968
E02004026,North West,28,22,33,134,8011
E02004027,North West,25,20,24,60,8158
E02004028,North West,17,17,45,115,7683
E02004029,East Midlands,32,32,28,78,7156
E02004030,East Midlands,23,33,52,65,6027
E02004031,East Midlands,33,17,29,75,7895
E02004032,East Midlands,45,39,37,75,8562
E02004033,East Midlands,45,43,64,119,9177
E02004034,East Midlands,28,23,50,74,7277
E02004035,East Midlands,27,37,34,58,6677
E02004036,East Midlands,54,60,64,127,10427
E02004037,East Midlands,31,34,54,107,8167
E02004038,East Midlands,35,30,58,90,7832
E02004039,East Midlands,31,21,55,105,8100
E02004040,East Midlands,57,57,87,149,9754
E02004041,East Midlands,58,43,53,120,7452
E02004043,East Midlands,38,27,85,63,7394
E02004044,East Midlands,42,38,71,114,8820
E02004045,East Midlands,21,34,49,112,9812
E02004046,East Midlands,25,26,29,68,6346
E02004047,East Midlands,35,18,30,72,6408
E02004048,East Midlands,34,42,60,85,7072
E02004049,East Midlands,23,37,53,91,7863
E02004050,East Midlands,21,35,57,68,7908
E02004051,East Midlands,24,31,42,89,10222
E02004052,East Midlands,62,42,59,101,8684
E02004053,East Midlands,41,59,56,82,7913
E02004054,East Midlands,24,31,50,109,9077
E02004055,East Midlands,15,28,43,89,7151
E02004056,East Midlands,33,36,53,80,7914
E02004057,East Midlands,36,23,48,122,7886
E02004058,East Midlands,31,35,56,102,7895
E02004059,East Midlands,12,24,44,112,7098
E02004060,East Midlands,39,58,42,86,7654
E02004061,East Midlands,37,24,52,97,7624
E02004062,East Midlands,26,30,51,100,7788
E02004063,East Midlands,34,40,53,103,7929
E02004064,East Midlands,63,41,74,149,9737
E02004065,East Midlands,43,38,47,108,8060
E02004066,East Midlands,74,74,96,175,11632
E02004067,East Midlands,35,24,39,76,6562
E02004068,East Midlands,47,52,79,80,7333
E02004069,East Midlands,17,22,37,72,6337
E02004070,East Midlands,31,16,28,54,6138
E02004071,East Midlands,13,13,17,57,5040
E02004072,East Midlands,36,29,54,98,9396
E02004073,East Midlands,29,29,40,117,9190
E02004074,East Midlands,39,17,25,86,6138
E02004075,East Midlands,37,22,60,71,7166
E02004076,East Midlands,44,29,60,112,7507
E02004077,East Midlands,40,28,47,75,8177
E02004078,East Midlands,22,29,68,95,7117
E02004080,East Midlands,57,33,77,112,9904
E02004081,East Midlands,26,32,57,82,5943
E02004082,East Midlands,30,27,51,88,6174
E02004083,East Midlands,42,53,66,114,8226
E02004084,East Midlands,24,42,54,86,6146
E02004085,East Midlands,72,27,89,142,9033
E02004086,East Midlands,52,59,54,93,7320
E02004087,East Midlands,63,50,68,102,7888
E02004088,East Midlands,48,35,78,113,7805
E02004089,East Midlands,46,43,55,112,7222
E02004090,East Midlands,50,38,55,109,6166
E02004091,East Midlands,31,49,92,110,9415
E02004092,East Midlands,48,41,93,117,9871
E02004093,East Midlands,29,36,57,119,6337
E02004094,East Midlands,28,25,33,99,7297
E02004095,East Midlands,31,27,93,149,10301
E02004096,East Midlands,38,31,76,155,9669
E02004097,East Midlands,13,43,44,118,7785
E02004098,East Midlands,20,12,49,71,7205
E02004100,East Midlands,25,49,51,86,8085
E02004102,East Midlands,15,49,54,67,8407
E02004103,East Midlands,13,27,35,57,7107
E02004104,East Midlands,10,14,42,85,7420
E02004105,East Midlands,34,57,65,126,9541
E02004106,East Midlands,36,40,33,86,6639
E02004108,East Midlands,22,32,47,116,7514
E02004109,East Midlands,26,38,57,69,6736
E02004110,East Midlands,54,33,57,87,7402
E02004111,East Midlands,30,25,43,89,5749
E02004112,East Midlands,33,19,31,69,6512
E02004113,East Midlands,55,41,63,102,10112
E02004114,East Midlands,34,38,66,110,8036
E02004115,East Midlands,34,42,50,92,9278
E02004116,East Midlands,54,44,46,87,8378
E02004117,East Midlands,35,29,55,79,7947
E02004118,East Midlands,50,53,66,82,7681
E02004119,East Midlands,103,56,113,187,12146
E02004120,East Midlands,72,76,88,144,10521
E02004121,East Midlands,51,47,77,142,8893
E02004122,East Midlands,43,29,60,108,7166
E02004123,East Midlands,21,19,59,92,6868
E02004124,East Midlands,38,32,45,71,7850
E02004125,East Midlands,47,74,66,76,9239
E02004126,East Midlands,61,35,50,81,7652
E02004128,East Midlands,46,52,86,131,11684
E02004129,South West,39,16,21,22,5813
E02004130,South West,18,19,32,19,6026
E02004131,South West,13,12,8,17,5473
E02004132,South West,47,51,48,50,8883
E02004133,South West,83,68,59,70,9503
E02004134,South West,136,102,95,144,14549
E02004135,South West,51,51,42,36,8402
E02004136,South West,42,39,39,65,9146
E02004137,South West,23,10,20,17,5430
E02004138,South West,81,52,40,39,7564
E02004139,South West,31,51,35,38,6961
E02004140,South West,14,21,17,27,5159
E02004141,South West,22,37,34,40,6247
E02004142,South West,32,42,50,91,6895
E02004143,South West,31,16,38,54,6460
E02004144,South West,52,27,34,71,6987
E02004145,South West,31,19,28,55,6204
E02004146,South West,47,56,44,77,7381
E02004147,South West,43,38,57,65,7377
E02004148,South West,39,37,31,77,7620
E02004149,South West,50,46,75,71,11914
E02004150,South West,38,20,37,57,7058
E02004151,South West,59,66,84,78,9590
E02004152,South West,30,42,46,59,10262
E02004153,South West,72,76,59,63,7497
E02004154,South West,41,55,57,56,8640
E02004155,South West,61,40,52,62,7538
E02004156,South West,52,34,79,119,12645
E02004157,South West,42,38,59,79,6712
E02004158,South West,115,51,64,59,8151
E02004159,South West,90,82,86,118,12666
E02004160,South West,93,59,50,42,7217
E02004161,South West,56,40,48,64,8366
E02004162,South West,46,34,52,56,7259
E02004163,South West,85,61,73,67,7818
E02004164,South West,41,40,35,35,6919
E02004165,South West,41,35,57,78,8857
E02004166,South West,64,36,39,33,6947
E02004167,South West,55,48,28,31,7424
E02004168,South West,28,17,21,43,6370
E02004169,South West,60,68,68,66,7456
E02004170,South West,50,37,58,38,8881
E02004171,South West,51,47,42,65,8446
E02004172,South West,46,22,17,28,6465
E02004173,South West,47,34,29,44,7468
E02004174,South West,66,48,33,46,8057
E02004175,South West,27,14,24,19,5391
E02004176,South West,53,35,28,39,5457
E02004177,South West,52,37,36,32,5927
E02004178,South West,49,35,39,28,5394
E02004179,South West,63,67,80,73,9467
E02004180,South West,48,35,24,28,6370
E02004181,South West,56,31,37,31,5847
E02004182,South West,55,33,17,26,6303
E02004183,South West,55,41,34,26,5915
E02004184,South West,137,67,58,53,8803
E02004185,South West,47,38,22,23,6521
E02004186,South West,110,71,56,67,9604
E02004187,South West,86,39,35,39,10241
E02004188,South West,38,24,28,50,6930
E02004189,South West,36,36,36,47,6165
E02004190,South West,77,57,54,69,8429
E02004191,South West,90,73,74,79,8924
E02004192,South West,35,45,49,46,7612
E02004193,South West,115,107,88,115,11820
E02004194,South West,72,83,68,63,7373
E02004195,South West,21,23,47,43,5415
E02004196,South West,88,94,58,43,7834
E02004197,South West,64,64,62,55,7015
E02004198,South West,91,79,47,32,6461
E02004199,South West,44,40,55,46,5703
E02004200,South West,53,43,44,17,5195
E02004201,South West,45,37,43,45,5404
E02004202,South West,105,68,55,69,8666
E02004203,South West,33,23,40,46,5898
E02004204,South West,54,47,53,83,9786
E02004205,South West,63,35,26,35,8645
E02004206,South West,34,28,22,24,6759
E02004207,South West,42,16,20,41,6575
E02004208,South West,93,43,38,40,8473
E02004209,South West,58,41,40,54,8982
E02004210,South West,77,35,28,47,6792
E02004211,South West,75,41,39,45,6741
E02004212,South West,47,33,47,50,6141
E02004213,South West,74,51,55,57,8673
E02004214,South West,49,40,25,38,6289
E02004215,South West,57,46,37,36,5735
E02004216,South West,41,34,21,27,5573
E02004217,South West,33,28,71,54,8058
E02004218,South West,87,62,42,38,6207
E02004219,South West,31,36,37,49,5642
E02004220,South West,43,41,31,17,6082
E02004221,South West,66,40,30,43,6478
E02004222,South West,73,56,34,21,5978
E02004223,South West,175,105,53,59,12978
E02004224,South West,38,26,25,39,6513
E02004225,South West,82,42,24,23,6053
E02004226,South West,55,39,35,42,7363
E02004227,South West,80,49,37,70,10114
E02004228,South West,60,50,42,37,7160
E02004229,South West,57,77,77,47,9805
E02004230,South West,28,45,31,48,7559
E02004231,South West,29,63,42,44,6962
E02004232,South West,67,26,42,47,6724
E02004233,South West,129,94,72,85,12627
E02004234,South West,34,49,53,43,6049
E02004235,South West,75,59,44,31,6413
E02004236,South West,34,34,49,68,6043
E02004237,South West,65,78,101,114,8320
E02004238,South West,46,28,66,55,7523
E02004239,South West,38,54,58,76,6174
E02004240,South West,48,42,42,76,6365
E02004241,South West,74,73,102,105,9707
E02004242,South West,31,42,42,38,6420
E02004243,South West,43,51,49,50,6584
E02004244,South West,34,31,46,90,7498
E02004245,South West,37,27,44,71,7698
E02004246,South West,26,19,61,81,7494
E02004247,South West,49,37,33,67,6261
E02004248,South West,27,32,37,56,7629
E02004249,South West,51,48,41,52,5827
E02004250,South West,31,38,50,60,8040
E02004251,South West,39,31,31,46,6595
E02004252,South West,66,37,66,107,7755
E02004253,South West,44,39,81,84,9761
E02004254,South West,76,92,88,134,10248
E02004255,South West,41,28,20,24,7628
E02004256,South West,56,36,35,58,9242
E02004257,South West,70,55,41,88,8985
E02004258,South West,51,47,48,93,10339
E02004259,South West,27,24,38,50,7189
E02004260,South West,91,62,68,105,8971
E02004261,South West,123,79,69,103,10348
E02004262,South West,40,32,65,50,7997
E02004263,South West,37,40,41,71,5955
E02004264,South West,85,67,69,99,8780
E02004265,South West,65,54,54,86,8810
E02004266,South West,61,101,62,56,8798
E02004267,South West,29,31,43,49,5049
E02004268,South West,70,87,74,83,9702
E02004269,South West,40,31,40,56,9813
E02004270,South West,49,32,54,69,7893
E02004271,South West,37,33,30,42,9773
E02004272,South West,61,48,55,111,11909
E02004273,South West,28,40,47,41,7254
E02004274,South West,57,24,37,43,6511
E02004275,South West,38,22,29,55,7502
E02004276,South West,37,14,11,16,5502
E02004277,South West,64,39,87,101,12642
E02004278,South West,39,46,52,69,8938
E02004279,South West,47,54,45,40,8096
E02004280,South West,34,54,53,83,8312
E02004281,South West,62,45,39,70,7569
E02004282,South West,47,50,77,63,8692
E02004283,South West,52,58,58,84,8815
E02004284,South West,64,62,50,66,9689
E02004285,South West,51,57,63,60,7642
E02004286,South West,31,36,39,47,5150
E02004287,South West,27,49,48,66,5489
E02004288,South West,69,81,55,64,6099
E02004289,South West,33,37,35,50,7318
E02004290,North East,19,21,33,60,5817
E02004291,North East,17,21,33,48,7245
E02004292,North East,26,40,40,70,7926
E02004293,North East,51,54,45,61,9659
E02004294,North East,34,37,42,67,8283
E02004295,North East,26,22,36,75,7280
E02004296,North East,19,31,50,82,8548
E02004297,North East,46,53,43,75,8097
E02004298,North East,25,32,36,62,10083
E02004299,North East,42,31,20,55,8397
E02004300,North East,22,21,14,38,7896
E02004301,North East,57,32,41,50,9582
E02004302,North East,28,25,30,55,7901
E02004303,North East,45,32,30,77,11220
E02004304,North East,27,34,40,44,9296
E02004305,North East,31,29,43,77,10181
E02004306,North East,9,17,20,45,6022
E02004307,North East,31,26,57,53,6692
E02004308,North East,24,30,57,59,8144
E02004309,North East,28,29,48,49,6453
E02004310,North East,27,31,44,75,7900
E02004311,North East,25,38,44,86,9134
E02004312,North East,33,30,30,74,7430
E02004313,North East,46,29,44,61,8104
E02004314,North East,17,49,146,167,14693
E02004315,North East,49,111,117,163,15982
E02004316,North East,50,44,61,55,6383
E02004317,North East,32,37,38,53,7543
E02004318,North East,32,29,32,52,6672
E02004319,North East,43,27,43,70,8042
E02004320,North East,33,42,42,66,8912
E02004321,North East,38,35,26,45,8500
E02004322,North East,42,37,40,66,8639
E02004323,North East,39,42,40,77,8001
E02004324,North East,41,33,33,31,5780
E02004325,North East,55,41,51,54,8533
E02004326,North East,31,15,23,40,6906
E02004327,North East,21,20,16,14,5804
E02004328,North East,36,28,21,40,7258
E02004329,North East,24,19,14,30,6375
E02004330,North East,30,19,26,32,5716
E02004331,North East,28,17,31,48,7326
E02004332,North East,24,20,22,64,7497
E02004333,North East,17,21,31,50,6871
E02004334,North East,28,30,21,43,7206
E02004335,North East,35,25,39,35,7559
E02004336,North East,18,19,27,64,6634
E02004337,North East,50,30,63,85,10165
E02004338,North East,39,24,34,34,7095
E02004339,North East,13,22,35,61,6910
E02004340,North East,38,39,60,55,10427
E02004341,North East,37,50,79,86,8633
E02004342,North East,23,42,49,39,5715
E02004343,North East,23,36,37,52,5483
E02004344,North East,18,54,53,47,7136
E02004345,North East,47,52,63,89,12790
E02004346,North East,15,7,14,25,5171
E02004347,North East,19,32,39,85,7318
E02004348,North East,21,25,25,62,7980
E02004349,North East,43,27,61,103,9461
E02004350,North East,49,31,56,95,9682
E02004351,North East,27,29,38,41,7312
E02004352,North East,51,39,53,64,8038
E02004353,North East,40,30,41,64,7271
E02004354,North East,59,31,37,65,9170
E02004355,North East,29,28,39,50,7270
E02004356,South East,66,39,49,78,7394
E02004357,South East,61,41,42,85,7805
E02004358,South East,74,60,60,81,8022
E02004359,South East,64,47,52,48,8036
E02004361,South East,70,62,62,82,8182
E02004362,South East,71,86,81,84,8883
E02004363,South East,50,41,72,71,6966
E02004364,South East,66,46,51,109,8240
E02004365,South East,60,33,50,85,8381
E02004366,South East,49,42,47,60,7847
E02004367,South East,28,25,33,62,7227
E02004368,South East,73,67,71,92,8569
E02004369,South East,59,54,88,80,9659
E02004370,South East,69,57,60,59,8013
E02004371,South East,65,42,52,71,7208
E02004372,South East,79,65,55,53,7364
E02004373,South East,75,47,54,91,8822
E02004374,South East,54,42,54,41,7635
E02004375,South East,89,47,61,65,8490
E02004376,South East,56,38,51,52,7143
E02004377,South East,94,66,78,65,10931
E02004378,South East,59,44,53,63,8720
E02004379,South East,66,47,110,145,8061
E02004380,South East,58,41,130,151,9649
E02004381,South East,128,103,109,133,10129
E02004382,South East,80,66,100,85,6656
E02004383,South East,106,87,102,95,7708
E02004384,South East,49,49,64,128,7896
E02004385,South East,41,58,53,91,7742
E02004386,South East,31,54,45,66,6808
E02004387,South East,34,49,39,53,6429
E02004388,South East,37,55,67,93,7871
E02004389,South East,98,66,61,91,9695
E02004390,South East,97,83,49,73,8159
E02004391,South East,71,40,40,65,6722
E02004392,South East,76,93,120,102,9482
E02004393,South East,37,48,45,44,6517
E02004394,South East,47,33,50,59,8189
E02004395,South East,77,68,44,39,8347
E02004396,South East,62,52,65,65,9261
E02004397,South East,59,58,57,86,8756
E02004398,South East,75,49,60,98,9688
E02004399,South East,53,35,52,81,8290
E02004400,South East,73,36,52,104,10299
E02004401,South East,31,42,32,55,8169
E02004402,South East,46,47,46,70,9718
E02004403,South East,36,55,80,89,6914
E02004404,South East,70,68,96,91,6616
E02004405,South East,33,29,78,68,6422
E02004406,South East,52,42,93,84,7555
E02004407,South East,29,52,98,84,8138
E02004408,South East,48,63,76,86,8260
E02004409,South East,44,16,50,62,5463
E02004410,South East,41,47,64,62,8467
E02004411,South East,82,63,60,103,8613
E02004412,South East,47,30,68,82,8154
E02004413,South East,26,36,59,70,7175
E02004414,South East,62,46,58,127,6492
E02004415,South East,53,85,85,95,7111
E02004416,South East,58,43,60,75,6473
E02004417,South East,40,38,44,67,6263
E02004418,South East,44,37,42,51,5815
E02004419,South East,63,42,50,58,6216
E02004420,South East,98,68,100,143,14343
E02004421,South East,66,64,73,98,9540
E02004422,South East,58,67,111,108,11197
E02004423,South East,50,51,49,66,7506
E02004424,East of England,37,39,94,144,7038
E02004425,East of England,46,43,133,169,7292
E02004426,East of England,59,57,132,174,8087
E02004427,East of England,68,64,125,147,7923
E02004428,East of England,43,43,90,112,6924
E02004429,East of England,31,58,126,151,7312
E02004430,East of England,40,34,99,152,8308
E02004431,East of England,54,58,169,189,9851
E02004432,East of England,40,61,77,169,7016
E02004433,East of England,69,58,99,200,8987
E02004434,East of England,62,60,90,114,8711
E02004435,East of England,68,91,161,179,9464
E02004436,East of England,55,69,78,113,8318
E02004437,East of England,90,75,130,227,9334
E02004438,East of England,72,68,129,143,9782
E02004439,East of England,95,102,131,207,10121
E02004440,East of England,92,74,134,175,8547
E02004441,East of England,49,64,98,117,7685
E02004442,East of England,64,65,103,155,8806
E02004443,East of England,61,72,141,193,10241
E02004444,East of England,46,64,153,170,9249
E02004445,East of England,70,69,89,157,8562
E02004446,East of England,44,30,57,56,6861
E02004447,East of England,21,19,37,65,5858
E02004448,East of England,36,51,76,77,7340
E02004449,East of England,68,66,77,99,8521
E02004450,East of England,25,14,51,68,6423
E02004451,East of England,78,59,80,136,8919
E02004452,East of England,47,51,117,167,9163
E02004453,East of England,36,46,44,91,7345
E02004454,East of England,55,42,82,136,9522
E02004455,East of England,47,57,81,132,7895
E02004456,East of England,73,53,83,136,9957
E02004457,East of England,50,51,87,127,10512
E02004458,East of England,63,69,127,174,9645
E02004459,East of England,87,47,108,132,10519
E02004460,East of England,62,64,110,199,9215
E02004461,East of England,61,35,52,75,5883
E02004462,East of England,69,75,141,234,11390
E02004463,East of England,48,62,121,108,8123
E02004464,East of England,72,77,180,210,10092
E02004465,East of England,22,33,130,124,6264
E02004466,East of England,50,67,155,156,8209
E02004467,East of England,76,86,133,185,8397
E02004468,East of England,105,100,220,218,10465
E02004469,East of England,81,69,141,144,6993
E02004470,East of England,66,68,230,236,12133
E02004471,East of England,54,52,134,194,8537
E02004472,East of England,54,44,104,125,6152
E02004473,East of England,79,58,87,131,7912
E02004474,East of England,40,62,99,135,7745
E02004475,East of England,35,43,74,119,6793
E02004476,East of England,58,61,100,158,8156
E02004477,East of England,29,31,75,106,6064
E02004478,East of England,47,66,87,114,6583
E02004479,East of England,57,55,100,161,8397
E02004480,East of England,51,45,101,104,7200
E02004481,East of England,67,46,78,79,6820
E02004482,East of England,98,76,121,147,8507
E02004483,East of England,59,72,85,151,8422
E02004484,East of England,54,57,80,111,7925
E02004485,East of England,80,84,131,180,8829
E02004486,East of England,47,62,121,175,8793
E02004487,East of England,32,38,74,145,7686
E02004488,East of England,105,86,158,161,9417
E02004489,East of England,110,107,139,185,9343
E02004490,East of England,45,47,81,128,8231
E02004491,East of England,56,54,110,137,7795
E02004492,East of England,62,82,126,200,9329
E02004493,East of England,72,73,114,179,10491
E02004494,East of England,78,80,198,314,13306
E02004495,East of England,41,43,90,135,8455
E02004496,East of England,47,72,94,148,8089
E02004497,East of England,46,38,87,123,7825
E02004498,East of England,62,77,159,175,9859
E02004499,East of England,56,45,101,116,6751
